wavelength,flux,e_flux
6456.3000,7.1088649e-14,7.1088649e-14
6461.2000,7.1878605e-14,7.1878605e-14
6466.1000,7.3127598e-14,7.3127598e-14
6471.0000,7.4278651e-14,7.4278651e-14
6475.9000,7.4645184e-14,7.4645184e-14
6480.8000,7.4683072e-14,7.4683072e-14
6485.7000,7.5074369e-14,7.5074369e-14
6490.6000,7.4921053e-14,7.4921053e-14
6495.5000,7.548522e-14,7.548522e-14
6500.4000,7.5239808e-14,7.5239808e-14
6505.3000,7.5667388e-14,7.5667388e-14
6510.2000,7.5881345e-14,7.5881345e-14
6515.1000,7.5117741e-14,7.5117741e-14
6520.0000,7.452219e-14,7.452219e-14
6524.9000,7.4789667e-14,7.4789667e-14
6529.8000,7.5144672e-14,7.5144672e-14
6534.7000,7.4058174e-14,7.4058174e-14
6539.6000,7.3172886e-14,7.3172886e-14
6544.5000,7.2054451e-14,7.2054451e-14
6549.4000,7.0947178e-14,7.0947178e-14
6554.3000,7.0506137e-14,7.0506137e-14
6559.2000,6.9826629e-14,6.9826629e-14
6564.1000,6.7160189e-14,6.7160189e-14
6569.0000,6.6393951e-14,6.6393951e-14
6573.9000,6.6053563e-14,6.6053563e-14
6578.8000,6.5012835e-14,6.5012835e-14
6583.7000,6.3490362e-14,6.3490362e-14
6588.6000,6.1584952e-14,6.1584952e-14
6593.5000,6.0711204e-14,6.0711204e-14
6598.4000,5.9777641e-14,5.9777641e-14
6603.3000,5.7902851e-14,5.7902851e-14
6608.2000,5.6598311e-14,5.6598311e-14
6613.1000,5.4807446e-14,5.4807446e-14
6618.0000,5.3325072e-14,5.3325072e-14
6622.9000,5.2523035e-14,5.2523035e-14
6627.8000,5.0889888e-14,5.0889888e-14
6632.7000,4.8311556e-14,4.8311556e-14
6637.6000,4.7162468e-14,4.7162468e-14
6642.5000,4.6499502e-14,4.6499502e-14
6647.4000,4.4234124e-14,4.4234124e-14
6652.3000,4.2389971e-14,4.2389971e-14
6657.2000,4.0933013e-14,4.0933013e-14
6662.1000,3.9328641e-14,3.9328641e-14
6667.0000,3.8316002e-14,3.8316002e-14
6671.9000,3.6973563e-14,3.6973563e-14
6676.8000,3.5420663e-14,3.5420663e-14
6681.7000,3.4877801e-14,3.4877801e-14
6686.6000,3.389913e-14,3.389913e-14
6691.5000,3.2378065e-14,3.2378065e-14
6696.4000,3.1207264e-14,3.1207264e-14
6701.3000,3.0326542e-14,3.0326542e-14
6706.2000,2.9607275e-14,2.9607275e-14
6711.1000,2.9250684e-14,2.9250684e-14
6716.0000,2.854157e-14,2.854157e-14
6720.9000,2.7788235e-14,2.7788235e-14
6725.8000,2.7619164e-14,2.7619164e-14
6730.7000,2.7441935e-14,2.7441935e-14
6735.6000,2.7281381e-14,2.7281381e-14
6740.5000,2.7017861e-14,2.7017861e-14
6745.4000,2.6703105e-14,2.6703105e-14
6750.3000,2.6548693e-14,2.6548693e-14
6755.2000,2.646215e-14,2.646215e-14
6760.1000,2.6225171e-14,2.6225171e-14
6765.0000,2.5840555e-14,2.5840555e-14
6769.9000,2.5569956e-14,2.5569956e-14
6774.8000,2.5528854e-14,2.5528854e-14
6779.7000,2.5399083e-14,2.5399083e-14
6784.6000,2.5148498e-14,2.5148498e-14
6789.5000,2.4962683e-14,2.4962683e-14
6794.4000,2.5041218e-14,2.5041218e-14
6799.3000,2.5431338e-14,2.5431338e-14
6804.2000,2.5215798e-14,2.5215798e-14
6809.1000,2.5000014e-14,2.5000014e-14
6814.0000,2.4887587e-14,2.4887587e-14
6818.9000,2.4849419e-14,2.4849419e-14
6823.8000,2.5095416e-14,2.5095416e-14
6828.7000,2.4930075e-14,2.4930075e-14
6833.6000,2.4844691e-14,2.4844691e-14
6838.5000,2.5005088e-14,2.5005088e-14
6843.4000,2.531919e-14,2.531919e-14
6848.3000,2.5120575e-14,2.5120575e-14
6853.2000,2.4646865e-14,2.4646865e-14
6858.1000,2.4544122e-14,2.4544122e-14
6863.0000,2.4790214e-14,2.4790214e-14
6867.9000,2.4957921e-14,2.4957921e-14
6872.8000,2.5096948e-14,2.5096948e-14
6877.7000,2.51763e-14,2.51763e-14
6882.6000,2.5029267e-14,2.5029267e-14
6887.5000,2.4987237e-14,2.4987237e-14
6892.4000,2.5023288e-14,2.5023288e-14
6897.3000,2.5176703e-14,2.5176703e-14
6902.2000,2.5431285e-14,2.5431285e-14
6907.1000,2.5717472e-14,2.5717472e-14
6912.0000,2.5831149e-14,2.5831149e-14
6916.9000,2.588109e-14,2.588109e-14
6921.8000,2.6076654e-14,2.6076654e-14
6926.7000,2.6256071e-14,2.6256071e-14
6931.6000,2.6633565e-14,2.6633565e-14
6936.5000,2.7009572e-14,2.7009572e-14
6941.4000,2.7133028e-14,2.7133028e-14
6946.3000,2.7335788e-14,2.7335788e-14
6951.2000,2.7606047e-14,2.7606047e-14
6956.1000,2.7651678e-14,2.7651678e-14
6961.0000,2.7669235e-14,2.7669235e-14
6965.9000,2.7409359e-14,2.7409359e-14
6970.8000,2.7154898e-14,2.7154898e-14
6975.7000,2.7072283e-14,2.7072283e-14
6980.6000,2.7022225e-14,2.7022225e-14
6985.5000,2.6932973e-14,2.6932973e-14
6990.4000,2.6403418e-14,2.6403418e-14
6995.3000,2.6307989e-14,2.6307989e-14
7000.2000,2.6098389e-14,2.6098389e-14
7005.1000,2.5682331e-14,2.5682331e-14
7010.0000,2.5497743e-14,2.5497743e-14
7014.9000,2.549719e-14,2.549719e-14
7019.8000,2.5124557e-14,2.5124557e-14
7024.7000,2.4911122e-14,2.4911122e-14
7029.6000,2.501378e-14,2.501378e-14
7034.5000,2.4919971e-14,2.4919971e-14
7039.4000,2.5174802e-14,2.5174802e-14
7044.3000,2.5323775e-14,2.5323775e-14
7049.2000,2.5418143e-14,2.5418143e-14
7054.1000,2.5676926e-14,2.5676926e-14
7059.0000,2.5883347e-14,2.5883347e-14
7063.9000,2.5873953e-14,2.5873953e-14
7068.8000,2.6189377e-14,2.6189377e-14
7073.7000,2.6791824e-14,2.6791824e-14
7078.6000,2.7237398e-14,2.7237398e-14
7083.5000,2.6888196e-14,2.6888196e-14
7088.4000,2.7091057e-14,2.7091057e-14
7093.3000,2.722244e-14,2.722244e-14
7098.2000,2.7063931e-14,2.7063931e-14
7103.1000,2.7258661e-14,2.7258661e-14
7108.0000,2.7527914e-14,2.7527914e-14
7112.9000,2.7784601e-14,2.7784601e-14
7117.8000,2.7698853e-14,2.7698853e-14
7122.7000,2.7650785e-14,2.7650785e-14
7127.6000,2.8584996e-14,2.8584996e-14
7132.5000,2.9005285e-14,2.9005285e-14
7137.4000,2.9271675e-14,2.9271675e-14
7142.3000,2.9549769e-14,2.9549769e-14
7147.2000,3.0129022e-14,3.0129022e-14
7152.1000,3.038774e-14,3.038774e-14
7157.0000,3.0900587e-14,3.0900587e-14
7161.9000,3.1767403e-14,3.1767403e-14
7166.8000,3.2212823e-14,3.2212823e-14
7171.7000,3.2398883e-14,3.2398883e-14
7176.6000,3.311322e-14,3.311322e-14
7181.5000,3.3775051e-14,3.3775051e-14
7186.4000,3.4003613e-14,3.4003613e-14
7191.3000,3.4293644e-14,3.4293644e-14
7196.2000,3.5099925e-14,3.5099925e-14
7201.1000,3.5706675e-14,3.5706675e-14
7206.0000,3.6288949e-14,3.6288949e-14
7210.9000,3.6401921e-14,3.6401921e-14
7215.8000,3.645241e-14,3.645241e-14
7220.7000,3.7011502e-14,3.7011502e-14
7225.6000,3.7061304e-14,3.7061304e-14
7230.5000,3.7409413e-14,3.7409413e-14
7235.4000,3.7383394e-14,3.7383394e-14
7240.3000,3.6979544e-14,3.6979544e-14
7245.2000,3.6419557e-14,3.6419557e-14
7250.1000,3.6445412e-14,3.6445412e-14
7255.0000,3.6336719e-14,3.6336719e-14
7259.9000,3.5972078e-14,3.5972078e-14
7264.8000,3.6195519e-14,3.6195519e-14
7269.7000,3.5944277e-14,3.5944277e-14
7274.6000,3.5291735e-14,3.5291735e-14
7279.5000,3.5396153e-14,3.5396153e-14
7284.4000,3.5507772e-14,3.5507772e-14
7289.3000,3.5124155e-14,3.5124155e-14
7294.2000,3.4463471e-14,3.4463471e-14
7299.1000,3.4709576e-14,3.4709576e-14
7304.0000,3.4447503e-14,3.4447503e-14
7308.9000,3.4089974e-14,3.4089974e-14
7313.8000,3.3893816e-14,3.3893816e-14
7318.7000,3.4368225e-14,3.4368225e-14
7323.6000,3.4599296e-14,3.4599296e-14
7328.5000,3.4133174e-14,3.4133174e-14
7333.4000,3.4406945e-14,3.4406945e-14
7338.3000,3.4601727e-14,3.4601727e-14
7343.2000,3.5648182e-14,3.5648182e-14
7348.1000,3.6319657e-14,3.6319657e-14
7353.0000,3.682782e-14,3.682782e-14
7357.9000,3.6882944e-14,3.6882944e-14
7362.8000,3.7376404e-14,3.7376404e-14
7367.7000,3.8501291e-14,3.8501291e-14
7372.6000,3.8735953e-14,3.8735953e-14
7377.5000,3.9173658e-14,3.9173658e-14
7382.4000,3.9819558e-14,3.9819558e-14
7387.3000,4.0346672e-14,4.0346672e-14
7392.2000,4.1932114e-14,4.1932114e-14
7397.1000,4.2578394e-14,4.2578394e-14
7402.0000,4.2298122e-14,4.2298122e-14
7406.9000,4.2658685e-14,4.2658685e-14
7411.8000,4.3022248e-14,4.3022248e-14
7416.7000,4.4498778e-14,4.4498778e-14
7421.6000,4.5450299e-14,4.5450299e-14
7426.5000,4.5259127e-14,4.5259127e-14
7431.4000,4.5956027e-14,4.5956027e-14
7436.3000,4.5089744e-14,4.5089744e-14
7441.2000,4.5513019e-14,4.5513019e-14
7446.1000,4.6181509e-14,4.6181509e-14
7451.0000,4.598632e-14,4.598632e-14
7455.9000,4.4907323e-14,4.4907323e-14
7460.8000,4.4986681e-14,4.4986681e-14
7465.7000,4.4471593e-14,4.4471593e-14
7470.6000,4.3611266e-14,4.3611266e-14
7475.5000,4.3152532e-14,4.3152532e-14
7480.4000,4.1453055e-14,4.1453055e-14
7485.3000,4.0031842e-14,4.0031842e-14
7490.2000,3.8998053e-14,3.8998053e-14
7495.1000,3.7958781e-14,3.7958781e-14
7500.0000,3.6056323e-14,3.6056323e-14
7504.9000,3.4550618e-14,3.4550618e-14
7509.8000,3.3712427e-14,3.3712427e-14
7514.7000,3.320092e-14,3.320092e-14
7519.6000,3.2338252e-14,3.2338252e-14
7524.5000,3.1451146e-14,3.1451146e-14
7529.4000,3.1076607e-14,3.1076607e-14
7534.3000,3.0750491e-14,3.0750491e-14
7539.2000,3.0328825e-14,3.0328825e-14
7544.1000,3.0679978e-14,3.0679978e-14
7549.0000,3.0328592e-14,3.0328592e-14
7553.9000,3.0180966e-14,3.0180966e-14
7558.8000,3.0668854e-14,3.0668854e-14
7563.7000,3.1332927e-14,3.1332927e-14
7568.6000,3.1926734e-14,3.1926734e-14
7573.5001,3.2779353e-14,3.2779353e-14
7578.4001,3.347782e-14,3.347782e-14
7583.3001,3.3621102e-14,3.3621102e-14
7588.2001,3.4273127e-14,3.4273127e-14
7593.1001,3.4765476e-14,3.4765476e-14
7598.0001,3.5297005e-14,3.5297005e-14
7602.9001,3.5958589e-14,3.5958589e-14
7607.8001,3.7304005e-14,3.7304005e-14
7612.7001,3.8163368e-14,3.8163368e-14
7617.6001,3.8599228e-14,3.8599228e-14
7622.5001,3.9866811e-14,3.9866811e-14
7627.4001,4.0731573e-14,4.0731573e-14
7632.3001,4.1562965e-14,4.1562965e-14
7637.2001,4.1801211e-14,4.1801211e-14
7642.1001,4.2842765e-14,4.2842765e-14
7647.0001,4.3668506e-14,4.3668506e-14
7651.9001,4.3585708e-14,4.3585708e-14
7656.8001,4.4930662e-14,4.4930662e-14
7661.7001,4.5609797e-14,4.5609797e-14
7666.6001,4.5945581e-14,4.5945581e-14
7671.5001,4.6037824e-14,4.6037824e-14
7676.4001,4.6653056e-14,4.6653056e-14
7681.3001,4.634343e-14,4.634343e-14
7686.2001,4.7361424e-14,4.7361424e-14
7691.1001,4.7819989e-14,4.7819989e-14
7696.0001,4.7205389e-14,4.7205389e-14
7700.9001,4.6783381e-14,4.6783381e-14
7705.8001,4.7146559e-14,4.7146559e-14
7710.7001,4.7216453e-14,4.7216453e-14
7715.6001,4.7835036e-14,4.7835036e-14
7720.5001,4.7405846e-14,4.7405846e-14
7725.4001,4.7187675e-14,4.7187675e-14
7730.3001,4.7758202e-14,4.7758202e-14
7735.2001,4.7154205e-14,4.7154205e-14
7740.1001,4.7130747e-14,4.7130747e-14
7745.0001,4.5919121e-14,4.5919121e-14
7749.9001,4.6429033e-14,4.6429033e-14
7754.8001,4.6764861e-14,4.6764861e-14
7759.7001,4.7287486e-14,4.7287486e-14
7764.6001,4.5549541e-14,4.5549541e-14
7769.5001,4.4999621e-14,4.4999621e-14
7774.4001,4.4165542e-14,4.4165542e-14
7779.3001,4.3942921e-14,4.3942921e-14
7784.2001,4.3678874e-14,4.3678874e-14
7789.1001,4.3710112e-14,4.3710112e-14
7794.0001,4.2609467e-14,4.2609467e-14
7798.9001,4.2026366e-14,4.2026366e-14
7803.8001,4.0966702e-14,4.0966702e-14
7808.7001,4.0791039e-14,4.0791039e-14
7813.6001,4.0028672e-14,4.0028672e-14
7818.5001,4.0082824e-14,4.0082824e-14
7823.4001,3.8938399e-14,3.8938399e-14
7828.3001,3.8035118e-14,3.8035118e-14
7833.2001,3.7737273e-14,3.7737273e-14
7838.1001,3.7279181e-14,3.7279181e-14
7843.0001,3.6659249e-14,3.6659249e-14
7847.9001,3.5403334e-14,3.5403334e-14
7852.8001,3.5243407e-14,3.5243407e-14
7857.7001,3.4222879e-14,3.4222879e-14
7862.6001,3.347014e-14,3.347014e-14
7867.5001,3.3105158e-14,3.3105158e-14
7872.4001,3.2231043e-14,3.2231043e-14
7877.3001,3.18502e-14,3.18502e-14
7882.2001,3.1261418e-14,3.1261418e-14
7887.1001,2.98773e-14,2.98773e-14
7892.0001,2.9624365e-14,2.9624365e-14
7896.9001,2.876914e-14,2.876914e-14
7901.8001,2.8269344e-14,2.8269344e-14
7906.7001,2.7549662e-14,2.7549662e-14
7911.6001,2.7234331e-14,2.7234331e-14
7916.5001,2.656937e-14,2.656937e-14
7921.4001,2.6558454e-14,2.6558454e-14
7926.3001,2.6176301e-14,2.6176301e-14
7931.2001,2.5791251e-14,2.5791251e-14
7936.1001,2.5333807e-14,2.5333807e-14
7941.0001,2.4722196e-14,2.4722196e-14
7945.9001,2.4569437e-14,2.4569437e-14
7950.8001,2.4745602e-14,2.4745602e-14
7955.7001,2.4532495e-14,2.4532495e-14
7960.6001,2.411582e-14,2.411582e-14
7965.5001,2.4287871e-14,2.4287871e-14
7970.4001,2.4187259e-14,2.4187259e-14
7975.3001,2.4263772e-14,2.4263772e-14
7980.2001,2.3855666e-14,2.3855666e-14
7985.1001,2.3242237e-14,2.3242237e-14
7990.0001,2.3192436e-14,2.3192436e-14
7994.9001,2.310232e-14,2.310232e-14
7999.8001,2.2926296e-14,2.2926296e-14
8004.7001,2.2978499e-14,2.2978499e-14
8009.6001,2.3125197e-14,2.3125197e-14
8014.5001,2.2949125e-14,2.2949125e-14
8019.4001,2.2784056e-14,2.2784056e-14
8024.3001,2.2666024e-14,2.2666024e-14
8029.2001,2.2740339e-14,2.2740339e-14
8034.1001,2.2750495e-14,2.2750495e-14
8039.0001,2.2488476e-14,2.2488476e-14
8043.9001,2.253526e-14,2.253526e-14
8048.8001,2.2610715e-14,2.2610715e-14
8053.7001,2.1972803e-14,2.1972803e-14
8058.6001,2.2225166e-14,2.2225166e-14
8063.5001,2.268518e-14,2.268518e-14
8068.4001,2.2794875e-14,2.2794875e-14
8073.3001,2.244868e-14,2.244868e-14
8078.2001,2.2719151e-14,2.2719151e-14
8083.1001,2.2450991e-14,2.2450991e-14
8088.0001,2.2487861e-14,2.2487861e-14
8092.9001,2.2455269e-14,2.2455269e-14
8097.8001,2.2217244e-14,2.2217244e-14
8102.7001,2.2380474e-14,2.2380474e-14
8107.6001,2.2600632e-14,2.2600632e-14
8112.5001,2.2190247e-14,2.2190247e-14
8117.4001,2.2211471e-14,2.2211471e-14
8122.3001,2.2181417e-14,2.2181417e-14
8127.2001,2.1929941e-14,2.1929941e-14
8132.1001,2.1855959e-14,2.1855959e-14
8137.0001,2.1160114e-14,2.1160114e-14
8141.9001,2.0620679e-14,2.0620679e-14
8146.8001,2.0019885e-14,2.0019885e-14
8151.7001,1.9143014e-14,1.9143014e-14
8156.6001,1.803714e-14,1.803714e-14
8161.5001,1.651875e-14,1.651875e-14
8166.4001,1.5180349e-14,1.5180349e-14
8171.3001,1.3650121e-14,1.3650121e-14
8176.2001,1.2449978e-14,1.2449978e-14
8181.1001,1.1307016e-14,1.1307016e-14
8186.0001,1.0337051e-14,1.0337051e-14
8190.9001,9.5961517e-15,9.5961517e-15
8195.8001,8.663815e-15,8.663815e-15
8200.7001,7.5464745e-15,7.5464745e-15
8205.6001,7.0273745e-15,7.0273745e-15
8210.5001,6.5842985e-15,6.5842985e-15
8215.4001,6.1683528e-15,6.1683528e-15
8220.3001,5.8826306e-15,5.8826306e-15
8225.2001,5.545349e-15,5.545349e-15
8230.1001,5.426386e-15,5.426386e-15
8235.0001,5.2911576e-15,5.2911576e-15
8239.9001,5.3016431e-15,5.3016431e-15
8244.8001,5.3657429e-15,5.3657429e-15
8249.7001,5.3574554e-15,5.3574554e-15
8254.6001,5.2847821e-15,5.2847821e-15
8259.5001,5.4371731e-15,5.4371731e-15
8264.4001,5.701064e-15,5.701064e-15
8269.3001,5.9547804e-15,5.9547804e-15
8274.2001,6.2129028e-15,6.2129028e-15
8279.1001,6.4275482e-15,6.4275482e-15
8284.0001,6.6543929e-15,6.6543929e-15
8288.9001,6.9561893e-15,6.9561893e-15
8293.8001,7.2456057e-15,7.2456057e-15
8298.7001,7.4305325e-15,7.4305325e-15
8303.6001,7.4786377e-15,7.4786377e-15
8308.5001,7.7854942e-15,7.7854942e-15
8313.4001,7.8030705e-15,7.8030705e-15
8318.3001,7.8437781e-15,7.8437781e-15
8323.2001,8.0249664e-15,8.0249664e-15
8328.1001,8.157692e-15,8.157692e-15
8333.0001,8.1411884e-15,8.1411884e-15
8337.9001,8.3612897e-15,8.3612897e-15
8342.8001,8.5819999e-15,8.5819999e-15
8347.7001,8.7145284e-15,8.7145284e-15
8352.6001,8.8860664e-15,8.8860664e-15
8357.5001,9.0401745e-15,9.0401745e-15
8362.4001,9.3247573e-15,9.3247573e-15
8367.3001,9.4601716e-15,9.4601716e-15
8372.2001,9.8838384e-15,9.8838384e-15
8377.1001,1.0193478e-14,1.0193478e-14
8382.0001,1.0460101e-14,1.0460101e-14
8386.9001,1.0708048e-14,1.0708048e-14
8391.8001,1.0932612e-14,1.0932612e-14
8396.7001,1.1431672e-14,1.1431672e-14
8401.6001,1.1793165e-14,1.1793165e-14
8406.5001,1.2174606e-14,1.2174606e-14
8411.4001,1.2773435e-14,1.2773435e-14
8416.3001,1.3159548e-14,1.3159548e-14
8421.2001,1.3662118e-14,1.3662118e-14
8426.1001,1.4248786e-14,1.4248786e-14
8431.0001,1.461198e-14,1.461198e-14
8435.9001,1.511913e-14,1.511913e-14
8440.8001,1.5974085e-14,1.5974085e-14
8445.7001,1.6421821e-14,1.6421821e-14
8450.6001,1.6687261e-14,1.6687261e-14
8455.5001,1.7526975e-14,1.7526975e-14
8460.4001,1.8403313e-14,1.8403313e-14
8465.3001,1.9396108e-14,1.9396108e-14
8470.2001,2.087198e-14,2.087198e-14
8475.1001,2.3110141e-14,2.3110141e-14
8480.0001,2.5456394e-14,2.5456394e-14
8484.9001,2.7397094e-14,2.7397094e-14
8489.8001,2.8667691e-14,2.8667691e-14
8494.7001,2.9844523e-14,2.9844523e-14
8499.6001,3.1030363e-14,3.1030363e-14
8504.5001,3.2046002e-14,3.2046002e-14
8509.4001,3.3219948e-14,3.3219948e-14
8514.3001,3.4400281e-14,3.4400281e-14
8519.2001,3.4926367e-14,3.4926367e-14
8524.1001,3.5155342e-14,3.5155342e-14
8529.0001,3.5515023e-14,3.5515023e-14
8533.9001,3.5940953e-14,3.5940953e-14
8538.8001,3.6190719e-14,3.6190719e-14
8543.7001,3.6236482e-14,3.6236482e-14
8548.6001,3.6597993e-14,3.6597993e-14
8553.5001,3.6666683e-14,3.6666683e-14
8558.4001,3.6318433e-14,3.6318433e-14
8563.3001,3.6318338e-14,3.6318338e-14
8568.2001,3.6379463e-14,3.6379463e-14
8573.1001,3.6201633e-14,3.6201633e-14
8578.0001,3.6332342e-14,3.6332342e-14
8582.9001,3.6440527e-14,3.6440527e-14
8587.8001,3.6641786e-14,3.6641786e-14
8592.7001,3.6784459e-14,3.6784459e-14
8597.6001,3.6913374e-14,3.6913374e-14
8602.5001,3.6490672e-14,3.6490672e-14
8607.4001,3.6598573e-14,3.6598573e-14
8612.3001,3.6908283e-14,3.6908283e-14
8617.2001,3.7189841e-14,3.7189841e-14
8622.1001,3.6708551e-14,3.6708551e-14
8627.0001,3.695397e-14,3.695397e-14
8631.9001,3.7505193e-14,3.7505193e-14
8636.8001,3.7512165e-14,3.7512165e-14
8641.7001,3.7973245e-14,3.7973245e-14
8646.6001,3.8789809e-14,3.8789809e-14
8651.5001,3.9168734e-14,3.9168734e-14
8656.4001,3.9730925e-14,3.9730925e-14
8661.3001,4.0008716e-14,4.0008716e-14
8666.2001,3.9831016e-14,3.9831016e-14
8671.1001,3.999915e-14,3.999915e-14
8676.0001,4.0169123e-14,4.0169123e-14
8680.9001,4.0976279e-14,4.0976279e-14
8685.8001,4.1580986e-14,4.1580986e-14
8690.7001,4.1912215e-14,4.1912215e-14
8695.6001,4.1848059e-14,4.1848059e-14
8700.5001,4.1939383e-14,4.1939383e-14
8705.4001,4.2585056e-14,4.2585056e-14
8710.3001,4.2916731e-14,4.2916731e-14
8715.2001,4.28662e-14,4.28662e-14
8720.1001,4.3285532e-14,4.3285532e-14
8725.0001,4.2786702e-14,4.2786702e-14
8729.9001,4.2629654e-14,4.2629654e-14
8734.8001,4.3135323e-14,4.3135323e-14
8739.7001,4.31248e-14,4.31248e-14
8744.6001,4.3372491e-14,4.3372491e-14
8749.5001,4.3742972e-14,4.3742972e-14
8754.4001,4.363632e-14,4.363632e-14
8759.3001,4.3338737e-14,4.3338737e-14
8764.2001,4.314628e-14,4.314628e-14
8769.1001,4.3401954e-14,4.3401954e-14
8774.0001,4.2823058e-14,4.2823058e-14
8778.9001,4.3178622e-14,4.3178622e-14
8783.8001,4.254744e-14,4.254744e-14
8788.7001,4.2018641e-14,4.2018641e-14
8793.6001,4.241907e-14,4.241907e-14
8798.5001,4.1538665e-14,4.1538665e-14
8803.4001,4.130263e-14,4.130263e-14
8808.3001,4.1577618e-14,4.1577618e-14
8813.2001,4.1035363e-14,4.1035363e-14
8818.1001,4.0289129e-14,4.0289129e-14
8823.0001,4.0659509e-14,4.0659509e-14
8827.9001,3.9795238e-14,3.9795238e-14
8832.8001,3.9541291e-14,3.9541291e-14
8837.7001,3.9746905e-14,3.9746905e-14
8842.6001,3.9325476e-14,3.9325476e-14
8847.5001,3.8070081e-14,3.8070081e-14
8852.4001,3.7946621e-14,3.7946621e-14
8857.3001,3.8266726e-14,3.8266726e-14
8862.2001,3.7613512e-14,3.7613512e-14
8867.1001,3.6605199e-14,3.6605199e-14
8872.0001,3.6171564e-14,3.6171564e-14
8876.9001,3.5968412e-14,3.5968412e-14
8881.8001,3.6108015e-14,3.6108015e-14
8886.7001,3.5691802e-14,3.5691802e-14
8891.6001,3.5387386e-14,3.5387386e-14
8896.5001,3.5164901e-14,3.5164901e-14
8901.4001,3.4480288e-14,3.4480288e-14
8906.3001,3.4203953e-14,3.4203953e-14
8911.2001,3.3662835e-14,3.3662835e-14
8916.1001,3.3288967e-14,3.3288967e-14
8921.0001,3.2656344e-14,3.2656344e-14
8925.9001,3.1978743e-14,3.1978743e-14
8930.8001,3.2131685e-14,3.2131685e-14
8935.7001,3.166367e-14,3.166367e-14
8940.6001,3.076871e-14,3.076871e-14
8945.5001,3.0765616e-14,3.0765616e-14
8950.4001,2.9851318e-14,2.9851318e-14
8955.3001,3.0154873e-14,3.0154873e-14
8960.2001,2.9819701e-14,2.9819701e-14
8965.1001,2.9463001e-14,2.9463001e-14
8970.0001,2.9269813e-14,2.9269813e-14
8974.9001,2.882927e-14,2.882927e-14
8979.8001,2.8696025e-14,2.8696025e-14
8984.7001,2.8091091e-14,2.8091091e-14
8989.6001,2.7716582e-14,2.7716582e-14
8994.5001,2.7394191e-14,2.7394191e-14
8999.4001,2.7205734e-14,2.7205734e-14
9004.3001,2.7295132e-14,2.7295132e-14
9009.2001,2.7130395e-14,2.7130395e-14
9014.1001,2.690302e-14,2.690302e-14
9019.0001,2.7280968e-14,2.7280968e-14
9023.9001,2.6796427e-14,2.6796427e-14
9028.8001,2.6201334e-14,2.6201334e-14
9033.7001,2.6268815e-14,2.6268815e-14
9038.6001,2.6263386e-14,2.6263386e-14
9043.5001,2.5909932e-14,2.5909932e-14
9048.4001,2.6356663e-14,2.6356663e-14
9053.3001,2.5753234e-14,2.5753234e-14
9058.2001,2.5798368e-14,2.5798368e-14
9063.1001,2.5917206e-14,2.5917206e-14
9068.0001,2.5099997e-14,2.5099997e-14
9072.9001,2.5677281e-14,2.5677281e-14
9077.8001,2.5945874e-14,2.5945874e-14
9082.7001,2.4584308e-14,2.4584308e-14
9087.6001,2.4973296e-14,2.4973296e-14
9092.5001,2.5322721e-14,2.5322721e-14
9097.4001,2.5155643e-14,2.5155643e-14
9102.3001,2.4708012e-14,2.4708012e-14
9107.2001,2.4946237e-14,2.4946237e-14
9112.1001,2.4899355e-14,2.4899355e-14
9117.0001,2.5165404e-14,2.5165404e-14
9121.9001,2.4886788e-14,2.4886788e-14
9126.8001,2.476387e-14,2.476387e-14
9131.7001,2.4709766e-14,2.4709766e-14
9136.6001,2.4488565e-14,2.4488565e-14
9141.5001,2.4847428e-14,2.4847428e-14
9146.4001,2.4939116e-14,2.4939116e-14
9151.3001,2.477641e-14,2.477641e-14
9156.2001,2.4920293e-14,2.4920293e-14
9161.1001,2.4740313e-14,2.4740313e-14
9166.0001,2.4708531e-14,2.4708531e-14
9170.9001,2.3632802e-14,2.3632802e-14
9175.8001,2.4173405e-14,2.4173405e-14
9180.7001,2.4227354e-14,2.4227354e-14
9185.6001,2.4566931e-14,2.4566931e-14
9190.5001,2.4149539e-14,2.4149539e-14
9195.4001,2.4496121e-14,2.4496121e-14
9200.3001,2.4502768e-14,2.4502768e-14
9205.2001,2.4571553e-14,2.4571553e-14
9210.1001,2.4685634e-14,2.4685634e-14
9215.0001,2.4717733e-14,2.4717733e-14
9219.9001,2.5310499e-14,2.5310499e-14
9224.8001,2.5203794e-14,2.5203794e-14
9229.7001,2.511571e-14,2.511571e-14
9234.6001,2.5159006e-14,2.5159006e-14
9239.5001,2.5466929e-14,2.5466929e-14
9244.4001,2.5947741e-14,2.5947741e-14
9249.3001,2.5785481e-14,2.5785481e-14
9254.2001,2.5252879e-14,2.5252879e-14
9259.1001,2.5262124e-14,2.5262124e-14
9264.0001,2.5631369e-14,2.5631369e-14
9268.9001,2.5730177e-14,2.5730177e-14
9273.8001,2.5798343e-14,2.5798343e-14
9278.7001,2.5833772e-14,2.5833772e-14
9283.6001,2.5559696e-14,2.5559696e-14
9288.5001,2.5451028e-14,2.5451028e-14
9293.4001,2.5182716e-14,2.5182716e-14
9298.3001,2.5205798e-14,2.5205798e-14
9303.2001,2.5848567e-14,2.5848567e-14
9308.1001,2.5754034e-14,2.5754034e-14
9313.0001,2.4576563e-14,2.4576563e-14
9317.9001,2.3922904e-14,2.3922904e-14
9322.8001,2.4373089e-14,2.4373089e-14
9327.7001,2.4266579e-14,2.4266579e-14
