event,time,magnitude,e_magnitude,upperlimit,band,instrument,telescope,source
SN2010ai,56396.239,21.340,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56396.269,21.44,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56396.304,21.68,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56400.341,21.0910,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56400.374,21.37,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56400.405,21.333,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56401.334,21.08,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56401.369,21.255,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56401.399,21.402,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56402.335,20.92,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56402.365,21.1066,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56402.394,20.899,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56403.338,21.46,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56403.368,21.45,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56403.398,21.323,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56404.347,20.330,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56404.379,21.0549,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56404.409,21.19,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56412.158,21.33,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56412.188,21.399,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56412.217,21.344,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56413.158,21.29,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56413.187,21.2666,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56413.216,21.421,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56414.310,21.686,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56414.340,21.115,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56414.376,21.024,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56415.279,21.292,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56416.405,21.003,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56417.158,21.09,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56417.388,21.3819,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56424.173,22.27,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56424.385,21.4042,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56425.164,21.60,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56425.381,21.35,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56426.182,21.37,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56427.165,21.28,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56427.396,20.989,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56428.203,21.689,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56429.326,21.63,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56432.195,20.98,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56432.247,21.210,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56432.277,21.2054,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56433.191,20.567,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56433.249,20.88,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56433.279,20.504,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56434.197,20.454,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56434.380,20.198,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56444.222,21.72,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56444.318,21.45,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56445.224,21.734,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56445.319,22.072,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56446.232,21.846,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56446.300,21.550,,F,R,,P48,2014MNRAS.444.3258M
SN2010ai,56447.208,21.92,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56447.304,21.32,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56448.207,21.46,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56448.303,21.54,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56449.289,21.323,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56450.211,21.39,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56450.297,21.54,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56451.199,21.258,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56451.290,21.23,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56452.197,21.307,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56452.294,21.66,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56453.198,21.14,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56453.291,21.31,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56454.290,21.27,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56456.194,21.76,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56456.296,21.83,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56457.215,21.423,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56457.285,21.51,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56458.190,21.79,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56458.285,21.507,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56459.214,21.257,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56459.288,20.9448,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56460.195,21.73,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56460.285,20.8755,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56461.186,21.48,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56461.268,20.890,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56462.204,21.42,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56462.267,20.718,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56463.184,21.431,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56463.261,20.817,,T,R,,P48,2014MNRAS.444.3258M
