SNLS-04D3oe,NUV,45
SNLS-04D3oe,NUV,65
SNLS-04D3oe,NUV,90
SNLS-04D3oe,NUV,91
SNLS-04D3oe,NUV,127
SNLS-04D3oe,NUV,128
SNLS-04D3oe,NUV,143
SNLS-04D3oe,NUV,186
SNLS-04D4bk,NUV,33
SNLS-04D4bk,NUV,55
SNLS-04D4bk,NUV,88
SNLS-04D4bk,NUV,98
SNLS-04D4dw,FUV,86
SNLS-04D4dw,NUV,69
SNLS-04D4dw,NUV,78
SNLS-04D4fx,FUV,64
SNLS-04D4fx,FUV,76
SNLS-04D4fx,NUV,66
SNLS-04D4fx,NUV,78
SNLS-04D4hf,FUV,67
SNLS-04D4hf,FUV,80
SNLS-04D4hf,NUV,35
SNLS-04D4hf,NUV,67
SNLS-04D4hf,NUV,75
SNLS-04D4hf,NUV,76
SNLS-04D4ib,NUV,86
SNLS-05D1az,FUV,75
SNLS-05D1az,FUV,79
SNLS-05D1az,NUV,94
SNLS-05D1az,NUV,108
SNLS-05D1az,NUV,130
SNLS-05D1by,FUV,36
SNLS-05D1by,NUV,53
SNLS-05D1by,NUV,54
SNLS-05D1cl,FUV,105
SNLS-05D1cl,FUV,121
SNLS-05D1cl,FUV,127
SNLS-05D1cl,NUV,108
SNLS-05D1cl,NUV,109
SNLS-05D1ee,FUV,60
SNLS-05D1ee,FUV,96
SNLS-05D1hk,FUV,142
SNLS-05D1hm,FUV,39
SNLS-05D1hm,NUV,71
SNLS-05D1if,FUV,148
SNLS-05D1if,NUV,148
SNLS-05D1ix,NUV,91
SNLS-05D1ix,NUV,99
SNLS-05D1ix,NUV,127
SNLS-05D2ab,FUV,81
SNLS-05D2ab,FUV,102
SNLS-05D2ac,FUV,82
SNLS-05D2ac,FUV,96
SNLS-05D2ac,FUV,103
SNLS-05D2ac,NUV,125
SNLS-05D2ah,FUV,97
SNLS-05D2ah,NUV,102
SNLS-05D2ah,NUV,108
SNLS-05D2ay,FUV,162
SNLS-05D2ay,FUV,166
SNLS-05D2ay,FUV,197
SNLS-05D2ay,NUV,225
SNLS-05D2by,FUV,97
SNLS-05D2by,NUV,123
SNLS-05D2ci,NUV,215
SNLS-05D2ci,NUV,255
SNLS-05D2dw,FUV,99
SNLS-05D2dw,NUV,118
SNLS-05D2ec,FUV,167
SNLS-05D2ec,NUV,159
SNLS-05D2ec,NUV,172
SNLS-05D2ei,FUV,73
SNLS-05D2ei,FUV,76
SNLS-05D2ei,NUV,91
SNLS-05D2ei,NUV,118
SNLS-05D2hc,FUV,94
SNLS-05D2hc,FUV,100
SNLS-05D2hc,NUV,108
SNLS-05D2hc,NUV,121
SNLS-05D2he,FUV,149
SNLS-05D2he,NUV,150
SNLS-05D2he,NUV,156
SNLS-05D2he,NUV,222
SNLS-05D2ja,FUV,192
SNLS-05D2ja,NUV,212
SNLS-05D2ja,NUV,224
SNLS-05D2le,NUV,130
SNLS-05D2le,NUV,141
SNLS-05D2le,NUV,181
SNLS-05D2my,FUV,60
SNLS-05D2my,FUV,74
SNLS-05D2my,NUV,105
SNLS-05D3bz,NUV,149
SNLS-05D3bz,NUV,191
SNLS-05D3bz,NUV,216
SNLS-05D3ci,NUV,111
SNLS-05D3ci,NUV,122
SNLS-05D3ci,NUV,144
SNLS-05D3ci,NUV,145
SNLS-05D3ci,NUV,216
SNLS-05D3ci,NUV,225
SNLS-05D3dd,NUV,140
SNLS-05D3ha,NUV,139
SNLS-05D3ha,NUV,169
SNLS-05D3ha,NUV,186
SNLS-05D3ha,NUV,213
SNLS-05D3jb,NUV,137
SNLS-05D3jb,NUV,142
SNLS-05D3jb,NUV,144
SNLS-05D3jb,NUV,147
SNLS-05D3jh,NUV,131
SNLS-05D3jh,NUV,135
SNLS-05D3jr,NUV,143
SNLS-05D3kt,NUV,128
SNLS-05D3kt,NUV,136
SNLS-05D3kt,NUV,244
SNLS-05D3lx,NUV,186
SNLS-05D3ne,NUV,182
SNLS-05D3ne,NUV,213
SNLS-05D3ne,NUV,242
SNLS-05D4af,FUV,69
SNLS-05D4af,FUV,86
SNLS-05D4af,NUV,66
SNLS-05D4af,NUV,76
SNLS-05D4af,NUV,86
SNLS-05D4av,FUV,76
SNLS-05D4av,NUV,83
SNLS-05D4av,NUV,85
SNLS-05D4av,NUV,100
SNLS-05D4cs,FUV,69
SNLS-05D4cs,FUV,75
SNLS-05D4cs,NUV,28
SNLS-05D4cs,NUV,75
SNLS-05D4cs,NUV,77
SNLS-05D4dt,FUV,64
SNLS-05D4dt,NUV,42
SNLS-05D4dt,NUV,64
SNLS-05D4dt,NUV,83
SNLS-05D4dw,FUV,43
SNLS-05D4dw,FUV,59
SNLS-05D4dw,FUV,86
SNLS-05D4dw,NUV,67
SNLS-05D4dw,NUV,78
SNLS-05D4dy,FUV,60
SNLS-05D4dy,FUV,70
SNLS-05D4dy,FUV,72
SNLS-05D4dy,FUV,80
SNLS-05D4dy,NUV,67
SNLS-05D4dy,NUV,85
SNLS-05D4ej,FUV,79
SNLS-05D4ej,FUV,80
SNLS-05D4ej,NUV,77
SNLS-05D4fe,NUV,65
SNLS-05D4ff,FUV,43
SNLS-05D4ff,FUV,87
SNLS-05D4gw,FUV,58
SNLS-05D4gw,FUV,71
SNLS-05D4gw,FUV,84
SNLS-06D1ab,FUV,116
SNLS-06D1ab,FUV,118
SNLS-06D1ab,FUV,126
SNLS-06D1dl,FUV,101
SNLS-06D1dl,FUV,108
SNLS-06D1dl,NUV,116
SNLS-06D1dl,NUV,131
SNLS-06D1dl,NUV,132
SNLS-06D1hi,FUV,87
SNLS-06D1hi,NUV,81
SNLS-06D1hi,NUV,83
SNLS-06D1ix,FUV,73
SNLS-06D1ix,NUV,88
SNLS-06D2ag,FUV,60
SNLS-06D2ag,FUV,63
SNLS-06D2ag,NUV,71
SNLS-06D2ag,NUV,75
SNLS-06D2ag,NUV,83
SNLS-06D2bk,FUV,105
SNLS-06D2ca,FUV,126
SNLS-06D2ca,NUV,118
SNLS-06D2ca,NUV,147
SNLS-06D2cd,FUV,121
SNLS-06D2ce,NUV,55
SNLS-06D2fb,NUV,136
SNLS-06D2hm,NUV,127
SNLS-06D2hu,FUV,193
SNLS-06D2hu,FUV,224
SNLS-06D3cc,NUV,235
SNLS-06D3cn,NUV,191
SNLS-06D3df,NUV,223
SNLS-06D3df,NUV,232
SNLS-06D3gh,NUV,210
SNLS-06D3gn,NUV,207
SNLS-06D4bo,FUV,62
SNLS-06D4bo,NUV,90
SNLS-06D4bw,FUV,83
SNLS-06D4bw,FUV,84
SNLS-06D4bw,NUV,84
SNLS-06D4fc,NUV,9
SNLS-06D4fy,FUV,74
SNLS-06D4fy,FUV,83
SNLS-06D4fy,FUV,84
SNLS-06D4fy,NUV,73
SNLS-06D4fy,NUV,76
SNLS-06D4fy,NUV,92
SNLS-06D4fy,NUV,100
SNLS-07D1ad,NUV,59
SNLS-07D1ad,NUV,72
SNLS-07D1bl,FUV,108
SNLS-07D1bu,NUV,146
SNLS-07D1bu,NUV,164
SNLS-07D2aa,NUV,133
SNLS-07D3af,NUV,228
SNLS-07D3ap,NUV,226
SNLS-07D3cu,NUV,201
SNLS-07D3gm,NUV,247
SNLS-08D1aa,NUV,74
SNLS-08D2dr,NUV,161
SNLS-08D3dc,NUV,216
SNLS-08D3dc,NUV,223
SNLS-08D3dc,NUV,240
SNLS-08D3dc,NUV,243
SNLS-08D3hh,NUV,210
SNLS-08D3hh,NUV,230
