Name,Disc. Date,R.A.,Dec.,Total Epochs,Epochs Pre-SN,Epochs Post-SN,First Epoch,Last Epoch,Next Epoch
SDSS-II SN 10506,2005-10-26,0h48m06.384s,0d30m00.648s,8,2,6,752,738,710
SDSS-II SN 10524,2005-11-02,3h43m55.944s,0d35m04.7508s,4,2,2,702,1129,1129
SDSS-II SN 10559,2005-11-02,23h36m27.968s,-1d13m35.53s,10,4,6,750,686,325
SDSS-II SN 10620,2005-10-25,23h49m57.12s,-0d25m13.4364s,12,2,10,737,1037,339
SDSS-II SN 11026,2005-10-21,21h43m13.68s,0d53m27.928s,8,4,4,782,1053,1053
SDSS-II SN 11098,2005-11-19,20h38m32.88s,1d12m31.284s,21,6,15,495,1688,257
SDSS-II SN 11156,2005-11-12,1h36m22.512s,-0d52m17.9328s,8,4,4,404,1069,693
SDSS-II SN 11181,2005-11-19,23h48m05.183s,-0d08m35.74s,6,2,4,762,1012,314
SDSS-II SN 11305,2005-11-12,1h58m04.656s,-0d34m16.662s,8,4,4,403,1073,1074
SDSS-II SN 11317,2005-11-10,3h46m01.728s,0d33m43.6s,8,2,6,710,1129,1123
SDSS-II SN 11370,2005-11-02,0h45m52.104s,-0d42m50.274s,12,2,10,759,704,691
SDSS-II SN 11518,2005-11-23,0h33m38.3712s,0d32m18.409s,12,2,10,784,669,341
SDSS-II SN 11523,2005-11-07,0h37m55.5288s,0d36m05.8536s,12,4,8,373,1039,670
SDSS-II SN 1158,2005-09-09,1h09m06.096s,-0d21m07.866s,10,2,8,703,1887,758
SDSS-II SN 1166,2005-09-09,0h37m25.35s,0d58m23.8s,16,6,10,709,1098,753
SDSS-II SN 11771,2005-11-19,1h00m55.35s,-0d31m33.53s,10,2,8,774,708,687
SDSS-II SN 11858,2005-11-19,0h04m12.396s,0d21m34.13s,16,2,14,760,718,681
SDSS-II SN 12076,2005-11-19,2h00m31.752s,-0d57m13.9176s,8,4,4,410,1067,1067
SDSS-II SN 12199,2005-11-23,23h16m39.626s,-1d09m29.61s,8,4,4,821,1050,308
SDSS-II SN 12213,2005-11-07,23h02m20.18s,-0d38m46.9s,15,9,6,768,1066,340
SDSS-II SN 12804,2006-08-28,1h12m48.408s,1d02m24.61s,21,2,19,700,1492,65
SDSS-II SN 1282,2005-09-12,21h19m51.84s,0d30m40.806s,9,6,3,394,1099,1
SDSS-II SN 12852,2006-08-27,20h57m00.73s,0d41m20.9s,7,6,1,1098,1055,1055
SDSS-II SN 12875,2006-08-27,23h48m30.48s,-0d03m43.8588s,16,2,14,1043,739,19
SDSS-II SN 12879,2006-08-27,0h29m47.807s,-0d09m43.09s,10,4,6,1057,392,392
SDSS-II SN 12924,2006-09-11,1h08m45.768s,0d44m00.5532s,24,8,16,1070,1478,378
SDSS-II SN 12936,2006-08-28,2h08m10.91s,-1d03m05.4s,8,6,2,1047,782,782
SDSS-II SN 12941,2006-08-27,23h47m07.2s,-0d35m57.0228s,6,2,4,1043,731,33
SDSS-II SN 12947,2006-09-11,20h21m21.17s,-0d35m31.8s,2,1,1,8,314,315
SDSS-II SN 12974,2006-08-28,1h26m34.032s,-0d13m42.0096s,14,4,10,701,759,403
SDSS-II SN 12978,2006-08-28,0h28m40.119s,0d08m52.52s,8,2,6,705,761,404
SDSS-II SN 13009,2006-08-28,0h45m54.048s,0d31m28.715s,8,2,6,1058,432,404
SDSS-II SN 1302,2005-09-09,3h34m37.152s,0d53m30.851s,4,2,2,652,1180,1180
SDSS-II SN 13066,2006-08-28,23h04m31.2s,-1d15m05.076s,15,9,6,1062,772,46
SDSS-II SN 13076,2006-08-28,22h53m34.08s,0d11m17.05s,14,8,6,746,772,16
SDSS-II SN 13079,2006-08-28,0h05m09.6648s,0d10m04.0332s,10,2,8,1042,436,400
SDSS-II SN 13096,2006-09-15,23h53m28.8s,-1d12m08.1s,12,2,10,1062,422,37
SDSS-II SN 13101,2006-09-12,0h06m24.54s,-1d13m54.6s,6,4,2,1100,421,422
SDSS-II SN 13108,2006-09-16,0h39m28.989s,-1d12m01.16s,10,2,8,1064,407,385
SDSS-II SN 13147,2006-08-28,23h52m46.49s,0d05m21.9s,8,2,6,1042,738,56
SDSS-II SN 13168,2006-09-12,0h06m24.384s,0d37m17.2s,10,2,8,1057,421,385
SDSS-II SN 13177,2006-09-12,1h26m25.752s,0d33m52.934s,6,4,2,716,385,386
SDSS-II SN 13302,2006-09-11,21h54m48s,-0d30m05.3568s,12,2,10,19,724,1
SDSS-II SN 13303,2006-09-11,21h59m11.52s,-0d26m09.8772s,14,2,12,19,711,1
SDSS-II SN 13333,2006-09-11,21h14m35.76s,0d16m41.459s,10,6,4,758,1035,736
SDSS-II SN 13336,2006-09-11,21h29m54.24s,0d13m14.819s,610,241,369,1117,1467,317
SDSS-II SN 13339,2006-09-11,21h44m20.88s,0d18m17.284s,6,4,2,1107,728,728
SDSS-II SN 13378,2006-09-11,2h26m10.224s,1d08m47.184s,8,4,4,1022,773,773
SDSS-II SN 13393,2006-09-15,22h52m57.12s,0d37m03s,14,10,4,764,754,23
SDSS-II SN 13411,2006-08-28,21h00m45.6s,0d11m30.17s,14,7,7,1099,1054,736
SDSS-II SN 1342,2005-09-09,23h06m06.605s,0d07m01.24s,7,5,2,686,1126,1127
SDSS-II SN 13452,2006-09-15,0h07m40.994s,-0d21m04.54s,12,2,10,1060,744,382
SDSS-II SN 13458,2006-09-16,1h05m51.198s,-0d15m01.69s,14,2,12,1075,407,386
SDSS-II SN 13465,2006-09-15,23h15m31.92s,0d00m58.2s,18,6,12,1117,1106,18
SDSS-II SN 13476,2006-09-15,23h44m04.008s,-0d47m27.44s,10,2,8,0,714,12
SDSS-II SN 13479,2006-09-16,2h25m53.304s,-0d22m17.562s,13,5,8,691,759,397
SDSS-II SN 13492,2006-09-11,3h23m38.304s,0d12m36.781s,6,2,4,1021,825,825
SDSS-II SN 13494,2006-09-16,3h33m19.008s,0d12m04.5576s,6,2,4,1024,808,466
SDSS-II SN 13497,2006-09-12,1h43m44.371s,-1d02m45.44s,8,6,2,1062,760,761
SDSS-II SN 13507,2006-09-12,1h41m49.584s,-0d47m44.412s,12,6,6,1062,765,378
SDSS-II SN 13520,2006-09-11,1h08m42.082s,-0d00m57.27s,10,2,8,1070,1520,391
SDSS-II SN 13529,2006-09-11,1h26m52.812s,0d20m12.45s,6,4,2,715,388,389
SDSS-II SN 13532,2006-09-12,0h37m08.664s,0d34m41.077s,14,2,12,1077,384,48
SDSS-II SN 13558,2006-09-16,1h01m21.816s,1d00m38.736s,4,2,2,1075,420,421
SDSS-II SN 13590,2006-09-11,21h54m40.32s,-0d06m25.848s,12,2,10,19,724,1
SDSS-II SN 13615,2006-09-17,20h45m38.99s,1d11m12.12s,64,10,54,797,1386,674
SDSS-II SN 13617,2006-09-11,21h13m19.68s,1d13m30.54s,3,1,2,758,730,726
SDSS-II SN 13646,2006-09-11,23h49m53.417s,-1d01m55.61s,10,6,4,1114,403,359
SDSS-II SN 13716,2006-09-18,20h59m48.96s,0d29m18.539s,5,4,1,1120,1033,1033
SDSS-II SN 13729,2006-09-18,21h15m40.497s,0d52m31s,14,6,8,765,1035,720
SDSS-II SN 13731,2006-09-18,21h27m09.6s,0d58m44.216s,22,4,18,2,1781,310
SDSS-II SN 13732,2006-09-18,21h37m04.32s,0d54m03.726s,22,8,14,1114,721,300
SDSS-II SN 13734,2006-09-15,21h59m21.12s,1d00m38.196s,13,8,5,769,1092,734
SDSS-II SN 13737,2006-09-15,22h35m42.312s,0d57m45.67s,2,1,1,751,1853,1853
SDSS-II SN 13777,2006-09-15,23h06m34.72s,-0d41m03.43s,12,6,6,1118,755,28
SDSS-II SN 1378,2005-09-09,1h42m35.784s,-1d12m47.412s,8,6,2,694,1128,1129
SDSS-II SN 13786,2006-09-16,0h38m20.2656s,-0d45m16.002s,22,2,20,1064,420,357
SDSS-II SN 13807,2006-09-16,0h42m23.98s,0d26m54s,14,2,12,1077,406,357
SDSS-II SN 13813,2006-09-18,21h13m17.008s,-0d24m17.07s,14,4,10,2,1040,692
SDSS-II SN 13833,2006-09-11,23h37m17.172s,-0d12m33.59s,12,4,8,1063,374,12
SDSS-II SN 13834,2006-08-28,23h55m01.68s,-0d13m23.1816s,10,2,8,1042,438,57
SDSS-II SN 13836,2006-09-12,0h27m39.228s,-0d21m47.682s,10,4,6,1073,376,376
SDSS-II SN 13839,2006-09-16,20h41m20.64s,0d10m41.855s,14,6,8,796,1387,675
SDSS-II SN 13843,2006-09-17,21h16m38.48s,0d12m25.8s,15,6,9,764,1090,723
SDSS-II SN 1385,2005-09-09,0h35m18.514s,0d04m33.19s,12,2,10,709,744,416
SDSS-II SN 13859,2006-09-16,0h44m14.924s,0d58m01.34s,14,2,12,1077,406,357
SDSS-II SN 13864,2006-09-15,23h14m17.784s,0d11m27.83s,6,4,2,1117,755,756
SDSS-II SN 13867,2006-09-18,23h25m49.177s,0d01m46.06s,105,70,35,1119,1135,0
SDSS-II SN 13896,2006-09-19,0h10m51.087s,-0d04m11.42s,22,2,20,1064,764,381
SDSS-II SN 13901,2006-09-17,1h27m41.053s,-0d08m40.65s,12,4,8,721,739,383
SDSS-II SN 13902,2006-09-11,23h15m53.411s,0d15m08.6s,12,4,8,1112,1110,22
SDSS-II SN 13903,2006-09-11,23h59m12.24s,0d15m06.4692s,8,2,6,1056,424,42
SDSS-II SN 13904,2006-09-19,0h27m26.35s,0d17m01s,12,2,10,727,739,382
SDSS-II SN 13907,2006-10-01,0h56m43.041s,0d13m57.21s,12,2,10,1090,393,359
SDSS-II SN 13908,2006-09-17,1h03m39.786s,0d17m42.71s,10,2,8,1076,406,385
SDSS-II SN 13909,2006-09-17,1h05m40.87s,0d18m43.3s,8,2,6,1076,406,385
SDSS-II SN 13931,2006-09-11,1h51m52.512s,-1d02m13.272s,10,4,6,707,770,770
SDSS-II SN 13942,2006-09-11,1h55m17.904s,-0d34m55.452s,16,4,12,706,1550,770
SDSS-II SN 13946,2006-09-17,2h13m55.2s,-0d28m57.1908s,6,2,4,1028,767,768
SDSS-II SN 13958,2006-09-17,1h27m09.06s,0d48m01.3s,6,4,2,721,380,381
SDSS-II SN 13998,2006-10-11,21h36m18.24s,-0d01m31.5444s,173,76,97,430,1437,277
SDSS-II SN 1403,2005-09-09,23h58m48.919s,0d25m55.04s,6,2,4,689,791,409
SDSS-II SN 14035,2006-10-04,23h19m52.08s,-0d16m41.6748s,6,4,2,1135,737,737
SDSS-II SN 14043,2006-09-20,0h19m14.0616s,-0d14m11.778s,18,4,14,728,740,38
SDSS-II SN 14046,2006-11-11,23h24m46.08s,0d11m00.8s,136,103,33,1173,1079,295
SDSS-II SN 14074,2006-09-27,22h48m30.245s,-0d49m30.84s,9,2,7,14,1771,11
SDSS-II SN 14087,2006-09-16,0h23m09.564s,-0d39m55.1304s,10,4,6,1077,409,385
SDSS-II SN 14090,2006-09-16,0h46m38.688s,-0d44m03.894s,12,2,10,1077,386,373
SDSS-II SN 14093,2006-09-17,1h46m09.434s,-1d03m22.62s,6,4,2,713,763,764
SDSS-II SN 14113,2006-09-16,1h53m46.676s,-0d49m06.06s,14,8,6,712,765,765
SDSS-II SN 14126,2006-09-16,3h32m10.176s,-0d40m16.5288s,14,2,12,1024,825,85
SDSS-II SN 14137,2006-09-16,3h46m04.608s,-0d24m02.6604s,4,2,2,1020,812,813
SDSS-II SN 14141,2006-11-20,1h43m27.504s,0d09m52.175s,6,2,4,18,692,309
SDSS-II SN 1415,2005-09-14,0h24m25.555s,0d35m57.51s,57,52,5,740,1496,755
SDSS-II SN 14169,2006-09-16,1h44m51.096s,0d59m16.84s,10,4,6,712,764,386
SDSS-II SN 14173,2006-09-16,3h26m45.192s,0d59m05.1936s,4,1,3,1026,1168,468
SDSS-II SN 14177,2006-09-15,22h30m22.08s,0d30m59.15s,2,1,1,751,1853,1854
SDSS-II SN 14223,2006-09-17,21h54m52.56s,-0d30m04.608s,12,4,8,25,718,14
SDSS-II SN 14227,2006-09-18,22h21m32.16s,-0d37m53.778s,2,1,1,755,1850,1851
SDSS-II SN 14231,2006-09-30,3h50m35.936s,0d47m15.36s,7,2,5,1034,1155,808
SDSS-II SN 14250,2006-09-17,0h51m17.382s,-0d36m18.87s,6,2,4,1078,398,372
SDSS-II SN 14258,2006-09-17,2h16m33.79s,-0d07m12.6s,6,2,4,1028,768,768
SDSS-II SN 14268,2006-09-22,3h28m47.862s,0d23m28.04s,7,2,5,1032,1162,462
SDSS-II SN 14305,2006-09-19,20h47m52.56s,-0d35m36.5892s,11,2,9,43,1384,307
SDSS-II SN 14308,2006-09-17,21h23m15.84s,-0d36m52.2144s,8,4,4,1,702,668
SDSS-II SN 14317,2006-09-29,21h02m16.981s,0d19m50.08s,23,11,12,1131,1029,297
SDSS-II SN 14322,2006-09-19,23h35m05.53s,-0d10m09.78s,13,7,6,1071,719,4
SDSS-II SN 14327,2006-09-19,0h09m22.98s,-0d11m24.5s,10,2,8,1064,764,381
SDSS-II SN 14330,2006-09-29,0h28m30.18s,-0d04m06.258s,10,4,6,1090,359,359
SDSS-II SN 14333,2006-09-28,1h05m08.496s,-0d00m45.34s,4,2,2,1087,374,374
SDSS-II SN 14343,2006-09-19,0h02m49.718s,-0d57m14.57s,14,4,10,1064,414,377
SDSS-II SN 14346,2006-09-28,0h28m35.7264s,-1d00m13.392s,14,4,10,1089,409,360
SDSS-II SN 14347,2006-09-17,1h07m55.396s,-1d01m01.45s,10,2,8,1076,740,385
SDSS-II SN 14361,2006-09-11,2h54m03.716s,-0d06m18.87s,9,6,3,660,1140,403
SDSS-II SN 14372,2006-09-19,3h23m14.839s,-0d08m28.35s,6,2,4,1029,817,817
SDSS-II SN 14382,2006-09-15,23h56m35.689s,0d12m15.34s,6,2,4,1060,420,38
SDSS-II SN 14389,2006-09-17,1h48m09.269s,0d17m45.91s,6,4,2,713,763,763
SDSS-II SN 14403,2006-09-28,1h07m21.17s,0d39m07.1s,20,4,16,1087,1461,395
SDSS-II SN 14425,2006-09-29,3h26m30.096s,1d10m50.052s,6,2,4,1039,807,808
SDSS-II SN 14429,2006-09-11,3h48m35.208s,-0d26m32.3952s,11,2,9,1015,1900,92
SDSS-II SN 14438,2006-09-20,22h40m15.659s,-1d04m09.51s,13,11,2,770,728,729
SDSS-II SN 14445,2006-09-27,22h43m51.036s,-0d45m14.18s,16,8,8,778,1775,734
SDSS-II SN 14446,2006-09-27,22h50m30.24s,-0d40m24.0204s,10,2,8,14,1797,11
SDSS-II SN 14453,2006-09-27,21h05m08.718s,0d56m57.98s,20,4,16,51,1812,299
SDSS-II SN 14463,2006-09-27,0h12m34.899s,-0d21m01.62s,10,2,8,11,756,31
SDSS-II SN 14470,2006-09-27,2h56m51.591s,-0d21m06.2s,8,6,2,676,386,387
SDSS-II SN 14478,2006-09-27,23h41m10.32s,0d04m09.19s,10,4,6,12,359,21
SDSS-II SN 14480,2006-09-27,0h00m04.19s,0d01m22.66s,10,2,8,1072,371,369
SDSS-II SN 14498,2006-09-27,0h47m03.312s,-1d13m28.704s,6,2,4,1088,375,362
SDSS-II SN 14500,2006-09-12,1h36m07.728s,-1d06m16.848s,10,4,6,708,767,389
SDSS-II SN 14505,2006-09-16,2h12m45.48s,-1d05m21.228s,10,6,4,1066,767,64
SDSS-II SN 14522,2006-09-27,1h54m06.89s,-0d43m31.94s,14,8,6,723,754,754
SDSS-II SN 14523,2006-09-27,2h00m30.24s,-0d42m37.89s,6,2,4,722,755,755
SDSS-II SN 14524,2006-10-02,2h46m15.082s,-0d47m51.94s,9,2,7,1070,1877,767
SDSS-II SN 14525,2006-10-02,1h07m31.872s,0d28m38.8s,11,2,9,1091,1457,370
SDSS-II SN 14531,2006-09-27,0h10m29.828s,0d29m04.69s,20,2,18,1072,734,370
SDSS-II SN 14579,2006-09-16,3h06m39.432s,-1d06m14.184s,14,2,12,1023,829,400
SDSS-II SN 14591,2006-09-27,3h20m52.272s,-0d49m49.818s,10,2,8,1037,809,389
SDSS-II SN 14619,2006-09-19,21h32m50.16s,-0d03m38.448s,564,222,342,1125,1801,310
SDSS-II SN 14624,2006-09-19,21h33m45.915s,0d20m45.28s,167,36,131,1102,702,310
SDSS-II SN 14638,2006-09-19,23h54m14.366s,-0d07m29.09s,14,2,12,1064,716,34
SDSS-II SN 14644,2006-09-22,1h36m19.364s,-0d04m10.63s,8,4,4,718,755,379
SDSS-II SN 14649,2006-09-29,1h49m42.528s,-0d09m48.3624s,6,4,2,725,751,751
SDSS-II SN 14654,2006-09-29,23h17m25.92s,-0d50m47.8536s,8,6,2,1131,740,741
SDSS-II SN 14675,2006-09-11,2h11m58.704s,-0d02m35.9196s,8,2,6,1022,799,774
SDSS-II SN 14708,2006-09-28,1h01m15.498s,-0d27m53.57s,10,2,8,1087,395,374
SDSS-II SN 14733,2006-10-03,0h56m34.752s,0d13m51.582s,12,2,10,1092,391,357
SDSS-II SN 14742,2006-09-11,3h02m09.048s,0d12m51.818s,8,2,6,1018,828,802
SDSS-II SN 14750,2006-09-29,2h18m04.564s,0d39m11.04s,10,2,8,1040,756,404
SDSS-II SN 14760,2006-09-30,3h45m00.1s,0d43m41.5s,4,2,2,1034,797,797
SDSS-II SN 14771,2006-10-04,2h47m22.752s,1d09m25.272s,6,2,4,1073,748,380
SDSS-II SN 1478,2005-09-09,2h11m07.512s,0d08m49.603s,4,2,2,655,1166,1167
SDSS-II SN 14784,2006-09-20,21h35m11.76s,-0d20m55.9s,257,115,142,1126,1458,313
SDSS-II SN 14786,2006-09-15,22h07m16.901s,-0d19m16.95s,10,2,8,2,1108,16
SDSS-II SN 14790,2006-09-20,20h41m26.4s,0d09m20.182s,14,6,8,800,1383,671
SDSS-II SN 14809,2006-09-30,22h05m30.24s,-0d39m22s,10,2,8,17,1093,1
SDSS-II SN 14831,2006-09-30,2h08m19.392s,-0d19m52.6692s,8,4,4,725,753,753
SDSS-II SN 14836,2006-09-27,3h22m22.608s,-0d14m52.4112s,6,2,4,1037,809,809
SDSS-II SN 14845,2006-09-27,0h23m54.415s,0d04m56.9s,57,52,5,1118,1118,374
SDSS-II SN 14858,2006-09-27,1h59m40.176s,0d00m08.9s,11,4,7,722,1121,755
SDSS-II SN 14883,2006-09-30,1h32m36.432s,-0d44m15.216s,10,4,6,734,749,5
SDSS-II SN 14888,2006-09-27,1h42m49.115s,-0d38m59.13s,10,4,6,723,763,375
SDSS-II SN 14896,2006-10-02,2h33m00.624s,-0d46m25.86s,17,4,13,1070,1877,750
SDSS-II SN 14900,2006-09-27,3h00m56.688s,-0d38m08.12s,10,2,8,1034,813,786
SDSS-II SN 14907,2006-09-27,3h50m35.952s,-0d40m36.732s,13,2,11,690,1884,76
SDSS-II SN 14914,2006-10-02,1h49m27.72s,-1d12m32.832s,8,4,4,728,748,749
SDSS-II SN 14916,2006-09-27,1h52m05.841s,-1d08m30.39s,10,4,6,723,754,754
SDSS-II SN 14925,2006-09-27,3h34m16.656s,-1d12m03.168s,10,2,8,1035,784,74
SDSS-II SN 14928,2006-09-27,23h40m17.52s,0d36m12.622s,10,4,6,12,359,21
SDSS-II SN 14951,2006-09-22,3h32m02.016s,0d24m50.26s,6,2,4,1030,802,460
SDSS-II SN 14963,2006-09-18,1h10m20.016s,0d57m00.63s,10,2,8,1077,1471,371
SDSS-II SN 14964,2006-09-30,1h10m31.728s,1d00m42.624s,3,2,1,1089,358,359
SDSS-II SN 14972,2006-09-30,1h53m23.448s,0d59m11.987s,33,4,29,725,1531,381
SDSS-II SN 14989,2006-09-27,21h05m00.96s,0d12m20.567s,25,9,16,772,1031,299
SDSS-II SN 15003,2006-09-22,1h29m33.264s,0d41m44.43s,6,4,2,726,375,376
SDSS-II SN 15006,2006-10-03,1h46m10.73s,0d40m01.4s,6,4,2,729,747,747
SDSS-II SN 15008,2006-09-17,2h07m23.592s,0d43m40.854s,8,4,4,712,766,766
SDSS-II SN 15033,2006-10-03,1h03m06.81s,-0d09m24.2s,6,2,4,1092,381,382
SDSS-II SN 15041,2006-10-13,1h57m06.312s,-0d08m47.7528s,8,4,4,738,738,739
SDSS-II SN 15053,2006-09-29,3h24m51.792s,-0d09m22.7448s,6,2,4,1039,808,808
SDSS-II SN 15074,2006-10-01,3h26m15.336s,0d13m18.16s,6,2,4,1041,806,806
SDSS-II SN 15075,2006-10-01,3h27m32.712s,0d20m48.66s,11,2,9,1041,1153,453
SDSS-II SN 15080,2006-09-17,21h07m31.2s,-1d02m19.392s,12,4,8,2,1041,693
SDSS-II SN 15085,2006-09-28,1h24m16.488s,-0d53m24.5292s,10,4,6,732,728,372
SDSS-II SN 15088,2006-09-17,1h36m07.152s,-0d54m15.1596s,8,4,4,713,760,384
SDSS-II SN 15093,2006-09-29,2h30m57.624s,-0d57m39.942s,8,4,4,1067,768,765
SDSS-II SN 15101,2006-10-03,21h31m08.4s,-0d29m10.086s,409,171,238,1139,1445,299
SDSS-II SN 15102,2006-10-03,22h01m28.8s,-0d35m52.44s,13,4,9,20,1089,305
SDSS-II SN 15103,2006-09-29,22h32m23.684s,-0d30m16.56s,2,1,1,765,1839,1840
SDSS-II SN 15104,2006-09-20,23h44m45.6s,-0d38m00.006s,10,2,8,5,709,7
SDSS-II SN 15108,2006-09-11,1h37m44.33s,-0d32m29.54s,10,4,6,707,766,390
SDSS-II SN 15116,2006-10-01,3h27m34.608s,-0d28m12.2232s,6,2,4,1041,806,806
SDSS-II SN 15137,2006-09-27,23h44m25.786s,-0d48m23.4s,10,4,6,12,702,21
SDSS-II SN 15160,2006-10-03,23h53m42.945s,-0d34m44.76s,14,4,10,1080,405,21
SDSS-II SN 15198,2006-10-12,2h18m30.604s,-0d12m43.96s,6,2,4,1053,743,743
SDSS-II SN 15212,2006-09-19,0h23m09.7608s,-0d04m19.488s,59,54,5,1110,1126,382
SDSS-II SN 15239,2006-10-01,0h02m25.67s,-0d55m05.448s,8,2,6,1076,372,365
SDSS-II SN 15255,2006-10-02,22h12m24s,-0d15m32.5188s,52,9,43,786,1418,689
SDSS-II SN 15263,2006-10-04,21h43m13.44s,0d00m36s,14,4,10,1130,705,284
SDSS-II SN 15272,2006-10-02,23h23m05.552s,0d05m04.06s,19,8,11,1133,1120,693
SDSS-II SN 15291,2006-10-02,22h32m20.137s,-1d09m06.16s,2,1,1,768,1836,1837
SDSS-II SN 15294,2006-10-12,21h13m54.05s,-0d43m54.9s,23,4,19,26,1763,668
SDSS-II SN 15303,2006-10-14,23h22m02.16s,0d32m27.4s,4,2,2,11,330,330
SDSS-II SN 15309,2006-10-12,20h38m55.2s,0d58m25.842s,21,10,11,822,1361,649
SDSS-II SN 15314,2006-10-02,22h33m18.96s,0d54m46.87s,2,1,1,768,1836,1836
SDSS-II SN 15324,2006-10-12,2h06m46.477s,-0d50m20.45s,8,6,2,1092,737,737
SDSS-II SN 15347,2006-10-11,21h41m37.256s,1d12m15.07s,6,4,2,1137,698,699
SDSS-II SN 15353,2006-10-21,23h21m09.998s,-0d10m33.02s,10,6,4,1152,1100,725
SDSS-II SN 15359,2006-10-11,23h09m49.53s,0d18m38.2s,8,6,2,1142,730,730
SDSS-II SN 15370,2006-10-11,0h02m52.972s,-0d30m06.44s,8,2,6,1086,358,356
SDSS-II SN 15401,2006-10-12,22h03m25.2s,0d34m34.93s,13,9,4,796,679,287
SDSS-II SN 15417,2006-10-12,1h02m13.895s,0d27m43.16s,10,2,8,1101,394,360
SDSS-II SN 15418,2006-10-12,0h55m23.138s,1d00m46.13s,12,2,10,1101,746,348
SDSS-II SN 15419,2006-10-12,1h19m37.254s,0d53m08.56s,12,4,8,746,724,47
SDSS-II SN 15422,2006-10-12,2h18m37.224s,0d31m53.317s,4,2,2,1053,743,743
SDSS-II SN 15455,2006-10-11,22h00m19.333s,-1d03m04.91s,14,8,6,49,694,297
SDSS-II SN 15467,2006-10-21,21h20m04.8s,-0d10m38.48s,8,4,4,35,668,634
SDSS-II SN 15470,2006-10-11,22h11m33.12s,-0d02m46.824s,52,9,43,795,1409,680
SDSS-II SN 15486,2006-10-21,22h59m57.487s,1d14m24.82s,12,10,2,800,719,719
SDSS-II SN 15489,2006-10-13,0h31m00.634s,-0d04m15.41s,12,2,10,3,381,327
SDSS-II SN 15496,2006-10-13,0h32m17.758s,0d16m28.35s,10,2,8,3,344,327
SDSS-II SN 15505,2006-10-11,23h37m58.32s,-0d53m03.696s,14,10,4,1093,686,344
SDSS-II SN 15516,2006-10-13,2h00m54.408s,0d39m24.433s,7,4,3,738,1105,1105
SDSS-II SN 15525,2006-10-13,3h26m06.648s,1d07m50.97s,6,2,4,1053,793,794
SDSS-II SN 15526,2006-10-17,3h36m10.632s,1d13m43.32s,4,2,2,1055,777,777
SDSS-II SN 15533,2006-10-20,23h35m27.111s,-0d22m24.11s,8,6,2,1102,334,335
SDSS-II SN 15535,2006-10-20,0h07m16.217s,-0d18m14.11s,12,2,10,1095,709,347
SDSS-II SN 15539,2006-10-14,22h07m48s,0d10m00.9588s,8,5,3,798,710,698
SDSS-II SN 15549,2006-10-11,21h34m02.596s,0d38m03.12s,512,186,326,439,1437,277
SDSS-II SN 15558,2006-10-14,22h29m58.433s,0d57m12.62s,2,1,1,780,1824,1824
SDSS-II SN 15559,2006-10-14,22h33m49.92s,0d51m02.0808s,2,1,1,780,1824,1824
SDSS-II SN 15569,2006-10-16,23h57m30.72s,0d52m12.18s,12,2,10,1091,389,6
SDSS-II SN 15587,2006-10-22,3h37m40.142s,0d59m54.16s,4,2,2,1060,773,773
SDSS-II SN 15603,2006-10-29,23h43m46.194s,-1d11m32.49s,16,14,2,1162,327,327
SDSS-II SN 15618,2006-10-02,3h48m17.52s,-0d40m55.6716s,12,2,10,695,1879,71
SDSS-II SN 15624,2006-10-02,21h23m48.72s,-0d46m29.5212s,8,4,4,16,687,297
SDSS-II SN 15633,2006-10-16,23h35m37.68s,-0d50m21.2s,8,6,2,1098,338,339
SDSS-II SN 15650,2006-10-23,20h55m35.04s,-0d10m49.5696s,7,6,1,1155,681,681
SDSS-II SN 15655,2006-10-17,22h04m42.48s,0d47m08.736s,13,9,4,801,674,282
SDSS-II SN 15660,2006-10-11,22h11m17.28s,-0d02m26.232s,52,9,43,795,1409,680
SDSS-II SN 15675,2006-10-17,22h52m41.693s,0d21m51.24s,14,12,2,796,722,723
SDSS-II SN 15690,2006-10-23,0h21m46.538s,0d47m04.0452s,67,60,7,1144,1092,5
SDSS-II SN 15697,2006-10-13,2h00m03.936s,0d46m34.655s,7,4,3,738,1105,1105
SDSS-II SN 15710,2006-10-23,3h40m12.677s,0d43m19.49s,11,2,9,1061,1132,48
SDSS-II SN 15725,2006-10-17,23h12m44.886s,-0d10m40.04s,6,4,2,1149,723,724
SDSS-II SN 15726,2006-10-04,23h17m58.728s,-0d00m25.99s,23,4,19,1135,1117,689
SDSS-II SN 15727,2006-10-21,23h25m36.002s,-0d00m51.01s,190,133,57,1152,1102,316
SDSS-II SN 15730,2006-10-03,23h59m41.76s,-0d02m30.408s,10,2,8,1078,365,363
SDSS-II SN 15737,2006-10-03,0h49m28.528s,-0d03m35.73s,6,2,4,1094,356,356
SDSS-II SN 15741,2006-10-03,1h50m41.376s,-0d06m23.598s,8,2,6,716,748,378
SDSS-II SN 15748,2006-10-23,3h12m27.499s,-0d07m50.21s,15,2,13,1063,791,363
SDSS-II SN 15751,2006-10-13,3h36m06.78s,-0d03m06.02s,6,2,4,1051,784,58
SDSS-II SN 15755,2006-10-17,23h53m36.778s,0d13m34.86s,8,2,6,1092,688,6
SDSS-II SN 15759,2006-10-13,0h59m27.432s,0d19m08.7312s,10,2,8,1102,381,359
SDSS-II SN 15761,2006-10-17,1h21m10.46s,0d20m27.7s,18,4,14,751,378,42
