Name,NED Object,Redshift,Same Name?,Disc. Date,,With Redshift,Without Redshift
SDSS-II SN 7121,SDSS-II SN 07121,--,TRUE,2005-10-25,,,2005-03-28
SDSS-II SN 7127,SDSS-II SN 07127,--,TRUE,2005-10-20,,,2005-04-14
SDSS-II SN 7194,SDSS-II SN 07194,--,TRUE,2005-10-14,,,2005-04-17
SDSS-II SN 7195,SDSS-II SN 07195,--,TRUE,2005-10-30,,,2005-05-19
SDSS-II SN 735,SDSS-II SN 00735,--,FALSE,2005-09-03,,,2005-05-28
SDSS-II SN 7365,SDSS-II SN 07365,--,TRUE,2005-09-23,,,2005-06-02
SDSS-II SN 7373,SDSS-II SN 07373,--,TRUE,2005-10-28,,,2005-06-19
SDSS-II SN 7479,SDSS-II SN 07479,--,TRUE,2005-10-31,,,2005-06-24
SDSS-II SN 7502,SDSS-II SN 07502,--,TRUE,2005-10-12,,,2005-07-26
SDSS-II SN 7550,SDSS-II SN 07550,--,TRUE,2005-10-26,,,2005-08-02
SDSS-II SN 7594,SDSS-II SN 07594,--,TRUE,2005-09-21,,,2005-08-26
SDSS-II SN 7600,SDSS-II SN 07600,--,TRUE,2005-10-28,,,2005-09-09
SDSS-II SN 7644,SDSS-II SN 07644,--,TRUE,2005-11-23,,,2005-09-09
SDSS-II SN 7647,SDSS-II SN 07647,--,TRUE,2005-10-20,,,2005-09-09
SDSS-II SN 7701,SDSS-II SN 07701,--,TRUE,2005-10-26,,,2005-09-09
SDSS-II SN 7717,SDSS-II SN 07717,--,TRUE,2005-10-26,,,2005-09-23
SDSS-II SN 7725,SDSS-II SN 07725,--,TRUE,2005-10-23,,,2005-09-30
SDSS-II SN 773,SDSS-II SN 00773,--,FALSE,2005-09-03,,,2005-10-04
SDSS-II SN 7780,SDSS-II SN 07780,--,TRUE,2005-10-27,,,2005-10-06
SDSS-II SN 779,SDSS-II SN 00779,--,FALSE,2005-09-15,,,2005-09-03
SDSS-II SN 7794,SDSS-II SN 07794,--,TRUE,2005-10-26,,,2005-09-03
SDSS-II SN 7824,SDSS-II SN 07824,--,TRUE,2005-10-27,,,2005-09-03
SDSS-II SN 7835,SDSS-II SN 07835,--,TRUE,2005-10-20,,,2005-09-10
SDSS-II SN 7954,SDSS-II SN 07954,--,TRUE,2005-11-03,,,2005-09-10
SDSS-II SN 8004,SDSS-II SN 08004,--,TRUE,2005-10-27,,,2005-09-10
SDSS-II SN 8114,SDSS-II SN 08114,--,TRUE,2005-10-20,,,2005-09-10
SDSS-II SN 8160,SDSS-II SN 08160,--,TRUE,2005-10-20,,,2005-09-10
SDSS-II SN 8165,SDSS-II SN 08165,--,TRUE,2005-10-26,,,2005-09-10
SDSS-II SN 8269,SDSS-II SN 08269,--,TRUE,2005-10-01,,,2005-09-10
SDSS-II SN 8280,SDSS-II SN 08280,--,TRUE,2005-10-27,,,2005-09-11
SDSS-II SN 8323,SDSS-II SN 08323,--,TRUE,2005-09-15,,,2005-09-11
SDSS-II SN 841,SDSS-II SN 00841,--,FALSE,2005-09-03,,,2005-09-13
SDSS-II SN 8421,SDSS-II SN 08421,--,TRUE,2005-11-01,,,2005-09-13
SDSS-II SN 8555,SDSS-II SN 08555,--,TRUE,2005-10-30,,,2005-09-14
SDSS-II SN 8577,SDSS-II SN 08577,--,TRUE,2005-10-27,,,2005-09-14
SDSS-II SN 8730,SDSS-II SN 08730,--,TRUE,2005-10-26,,,2005-09-14
SDSS-II SN 8888,SDSS-II SN 08888,--,TRUE,2005-11-03,,,2005-09-14
SDSS-II SN 9020,SDSS-II SN 09020,--,TRUE,2005-10-25,,,2005-09-14
SDSS-II SN 9026,SDSS-II SN 09026,--,TRUE,2005-10-25,,,2005-09-15
SDSS-II SN 9117,SDSS-II SN 09117,--,TRUE,2005-10-26,,,2005-09-15
SDSS-II SN 9133,SDSS-II SN 09133,--,TRUE,2005-11-02,,,2005-09-15
SDSS-II SN 9326,SDSS-II SN 09326,--,TRUE,2005-10-30,,,2005-09-21
SDSS-II SN 9353,SDSS-II SN 09353,--,TRUE,2005-11-01,,,2005-09-22
SDSS-II SN 9458,SDSS-II SN 09458,--,TRUE,2005-10-25,,,2005-09-22
SDSS-II SN 9551,SDSS-II SN 09551,--,TRUE,2005-10-26,,,2005-09-22
SDSS-II SN 9558,SDSS-II SN 09558,--,TRUE,2005-10-30,,,2005-09-22
SDSS-II SN 9594,SDSS-II SN 09594,--,TRUE,2005-11-07,,,2005-09-22
SDSS-II SN 9595,SDSS-II SN 09595,--,TRUE,2005-10-26,,,2005-09-14
SDSS-II SN 9817,SDSS-II SN 09817,--,TRUE,2005-11-11,,,2005-09-14
SDSS-II SN 986,SDSS-II SN 00986,--,FALSE,2005-09-03,,,2005-09-22
SDSS-II SN 9954,SDSS-II SN 09954,--,TRUE,2005-11-05,,,2005-09-22
SN Primo,[RRS2014] GSD10Pri,--,FALSE,2010-10-10,,,2005-09-25
SN1954B,SN 1954B,--,TRUE,1954-04-27,,,2005-09-26
SN1957A,SN 1957A,--,TRUE,1957-02-26,,,2005-09-26
SN1959C,SN 1959C,--,TRUE,1959-06-28,,,2005-10-12
SN1960F,SN 1960F,--,FALSE,1960-04-17,,,2005-10-26
SN1960H,SN 1960H,--,FALSE,1960-06-18,,,2005-10-30
SN1960R,SN 1960R,--,FALSE,1960-12-20,,,2005-09-23
SN1961H,SN 1961H,--,TRUE,1961-05-02,,,2005-09-26
SN1962A,SN 1962A,--,TRUE,1962-01-06,,,2005-10-03
SN1962E,SN 1962E,--,TRUE,1962-03-02,,,2005-10-03
SN1963P,SN 1963P,--,TRUE,1963-09-18,,,2005-10-11
SN1971G,SN 1971G,--,TRUE,1971-03-29,,,2005-10-11
SN1981B,SN 1981B,--,TRUE,1981-03-02,,,2005-10-11
SN1983G,SN 1983G,--,TRUE,1983-04-04,,,2005-10-11
SN1983L,SN 1983L,--,TRUE,1983-06-14,,,2005-10-11
SN1983N,SN 1983N,--,TRUE,1983-07-03,,,2005-10-11
SN1983W,SN 1983W,--,TRUE,1983-12-06,,,2005-10-12
SN1984A,SN 1984A,--,TRUE,1984-01-04,,,2005-10-12
SN1986N,SN 1986N,--,TRUE,1986-12-11,,,2005-10-14
SN1986P,SN 1986P,--,TRUE,1986-07-02,,,2005-10-20
SN1987D,SN 1987D,--,TRUE,1987-04-20,,,2005-10-21
SN1987L,SN 1987L,--,TRUE,1987-08-16,,,2005-09-26
SN1989A,SN 1989A,--,TRUE,1989-01-19,,,2005-10-28
SN1989B,SN 1989B,--,TRUE,1989-01-30,,,2005-10-12
SN1989D,SN 1989D,--,TRUE,1989-02-03,,,2005-10-21
SN1989M,SN 1989M,--,TRUE,1989-06-28,,,2005-10-23
SN1989P,SN 1989P,--,TRUE,1989-09-03,,,2005-10-23
SN1989Q,SN 1989Q,--,TRUE,1989-09-26,,,2005-10-25
SN1989S,SN 1989S,--,TRUE,1989-10-29,,,2005-10-28
SN1989V,SN 1989V,--,TRUE,1989-12-28,,,2005-10-26
SN1990ab,SN 1990ab,--,FALSE,1990-09-20,,,2005-10-26
SN1990af,SN 1990af,--,FALSE,1990-10-24,,,2005-10-28
SN1990F,SN 1990F,--,FALSE,1990-02-24,,,2005-10-30
SN1990J,SN 1990J,--,FALSE,1990-05-13,,,2005-10-25
SN1990N,SN 1990N,--,FALSE,1990-06-23,,,2005-10-20
SN1990O,SN 1990O,--,FALSE,1990-06-22,,,2005-10-11
SN1990R,SN 1990R,--,FALSE,1990-06-26,,,2005-10-20
SN1990T,SN 1990T,--,FALSE,1990-07-21,,,2005-11-17
SN1990U,SN 1990U,--,FALSE,1990-08-02,,,2005-10-28
SN1991ad,SN 1991ad,--,TRUE,1991-05-13,,,2005-11-01
SN1991ag,SN 1991ag,--,TRUE,1991-06-09,,,2005-11-02
SN1991ai,SN 1991ai,--,TRUE,1991-07-02,,,2005-11-07
SN1991am,SN 1991am,--,TRUE,1991-07-24,,,2005-11-10
SN1991as,SN 1991as,--,TRUE,1991-08-19,,,2005-11-29
SN1991B,SN 1991B,--,TRUE,1991-01-11,,,2005-01-15
SN1991bc,SN 1991bc,--,TRUE,1991-10-12,,,2005-11-02
SN1991bd,SN 1991bd,--,TRUE,1991-10-15,,,2005-11-03
SN1991bf,SN 1991bf,--,TRUE,1991-11-13,,,2005-11-04
SN1991bg,SN 1991bg,--,TRUE,1991-12-03,,,2005-11-07
SN1991F,SN 1991F,--,TRUE,1991-02-10,,,2005-11-10
SN1991M,SN 1991M,--,TRUE,1991-03-12,,,2005-11-20
SN1991X,SN 1991X,--,TRUE,1991-05-05,,,2005-11-24
SN1992A,SN 1992A,--,TRUE,1992-01-11,,,2005-11-24
SN1992ac,SN 1992ac,--,TRUE,1992-05-30,,,2005-11-14
SN1992ae,SN 1992ae,--,TRUE,1992-06-27,,,2005-11-20
SN1992ag,SN 1992ag,--,TRUE,1992-06-29,,,2005-11-23
SN1992ap,SN 1992ap,--,TRUE,1992-07-29,,,2005-11-23
SN1992at,SN 1992at,--,TRUE,1992-08-02,,,2005-11-24
SN1992bf,SN 1992bf,--,TRUE,1992-10-02,,,2005-11-27
SN1992bg,SN 1992bg,--,TRUE,1992-10-21,,,2005-12-13
SN1992bh,SN 1992bh,--,TRUE,1992-10-21,,,2005-01-21
SN1992bi,SN 1992bi,--,TRUE,1992-04-21,,,2006-02-09
SN1992bs,SN 1992bs,--,TRUE,1992-12-28,,,2006-02-19
SN1992J,SN 1992J,--,TRUE,1992-03-03,,,2006-03-02
SN1992K,SN 1992K,--,TRUE,1992-03-03,,,2006-03-20
SN1992R,SN 1992R,--,TRUE,1992-04-08,,,2006-03-23
SN1992V,SN 1992V,--,TRUE,1992-04-22,,,2006-01-08
SN1993aa,SN 1993aa,--,TRUE,1993-09-19,,,2006-04-05
SN1993ae,SN 1993ae,--,TRUE,1993-11-07,,,2006-04-25
SN1993af,SN 1993af,--,TRUE,1993-11-15,,,2006-04-27
SN1993ai,SN 1993ai,--,TRUE,1993-12-10,,,2006-05-06
SN1993B,SN 1993B,--,TRUE,1993-01-17,,,2006-05-09
SN1993C,SN 1993C,--,TRUE,1993-01-27,,,2006-05-17
SN1993I,SN 1993I,--,TRUE,1993-03-23,,,2006-05-24
SN1993L,SN 1993L,--,TRUE,1993-04-30,,,2006-06-14
SN1993T,SN 1993T,--,TRUE,1993-05-26,,,2006-01-11
SN1994ae,SN 1994ae,--,TRUE,1994-11-14,,,2006-06-19
SN1994am,SN 1994am,--,TRUE,1994-02-04,,,2006-07-03
SN1994an,SN 1994an,--,TRUE,1994-10-31,,,2006-07-22
SN1994C,SN 1994C,--,TRUE,1994-03-05,,,2006-08-18
SN1994G,SN 1994G,--,TRUE,1994-02-13,,,2006-08-23
SN1994O,SN 1994O,--,TRUE,1994-05-06,,,2006-08-25
SN1994U,SN 1994U,--,TRUE,1994-06-27,,,2006-08-26
SN1994X,SN 1994X,--,TRUE,1994-08-15,,,2006-08-26
SN1995ae,SN 1995ae,--,TRUE,1995-09-22,,,2006-08-26
SN1995ao,SN 1995ao,--,TRUE,1995-11-18,,,2006-09-03
SN1995ap,SN 1995ap,--,TRUE,1995-11-18,,,2006-08-27
SN1995D,SN 1995D,--,TRUE,1995-02-10,,,2006-08-27
SN1995K,SN 1995K,--,TRUE,1995-03-30,,,2006-08-27
SN1995O,SN 1995O,--,TRUE,1995-05-03,,,2006-08-27
SN1995P,SN 1995P,--,TRUE,1995-05-06,,,2006-08-27
SN1995R,SN 1995R,--,TRUE,1995-06-29,,,2006-08-27
SN1995T,SN 1995T,--,TRUE,1995-07-25,,,2006-08-28
SN1996aa,SN 1996aa,--,TRUE,1996-05-16,,,2006-09-11
SN1996ab,SN 1996ab,--,TRUE,1996-05-12,,,2006-09-15
SN1996ac,SN 1996ac,--,TRUE,1996-05-09,,,2006-09-15
SN1996ag,SN 1996ag,--,TRUE,1996-06-12,,,2006-08-27
SN1996am,SN 1996am,--,TRUE,1996-07-12,,,2006-08-27
SN1996au,SN 1996au,--,TRUE,1996-09-15,,,2006-09-11
SN1996aw,SN 1996aw,--,TRUE,1996-10-08,,,2006-09-11
SN1996ay,SN 1996ay,--,TRUE,1996-10-08,,,2006-09-11
SN1996bc,SN 1996bc,--,TRUE,1996-10-08,,,2006-09-12
SN1996bd,SN 1996bd,--,TRUE,1996-10-09,,,2006-09-12
SN1996bf,SN 1996bf,--,TRUE,1996-10-09,,,2006-09-15
SN1996bi,SN 1996bi,--,TRUE,1996-10-09,,,2006-08-28
SN1996bj,SN 1996bj,--,TRUE,1996-10-09,,,2006-09-11
SN1996bk,SN 1996bk,--,TRUE,1996-10-12,,,2006-09-12
SN1996bl,SN 1996bl,--,TRUE,1996-10-11,,,2006-09-12
SN1996bm,SN 1996bm,--,TRUE,1996-10-04,,,2006-08-28
SN1996bo,SN 1996bo,--,TRUE,1996-10-18,,,2006-08-28
SN1996bx,SN 1996bx,--,TRUE,1996-11-18,,,2006-09-12
SN1996cf,SN 1996cf,--,TRUE,1996-03-17,,,2006-08-27
SN1996cg,SN 1996cg,--,TRUE,1996-03-17,,,2006-09-11
SN1996cn,SN 1996cn,--,TRUE,1996-03-18,,,2006-09-27
SN1996I,SN 1996I,--,TRUE,1996-02-14,,,2006-09-11
SN1996K,SN 1996K,--,TRUE,1996-02-20,,,2006-09-11
SN1996O,SN 1996O,--,TRUE,1996-03-21,,,2006-09-11
SN1996P,SN 1996P,--,TRUE,1996-03-25,,,2006-09-17
SN1996R,SN 1996R,--,TRUE,1996-03-15,,,2006-09-18
SN1996T,SN 1996T,--,TRUE,1996-03-15,,,2006-09-18
SN1996X,SN 1996X,--,TRUE,1996-04-12,,,2006-09-18
SN1997A,SN 1997A,--,TRUE,1997-01-03,,,2006-09-28
SN1997ag,SN 1997ag,--,TRUE,1997-03-05,,,2006-09-16
SN1997ah,SN 1997ah,--,TRUE,1997-03-05,,,2006-09-17
SN1997aj,SN 1997aj,--,TRUE,1997-03-05,,,2006-09-17
SN1997ak,SN 1997ak,--,TRUE,1997-03-05,,,2006-09-20
SN1997am,SN 1997am,--,TRUE,1997-03-05,,,2006-09-18
SN1997ap,SN 1997ap,--,TRUE,1997-03-05,,,2006-09-22
SN1997as,SN 1997as,--,TRUE,1997-03-08,,,2006-09-28
SN1997bb,SN 1997bb,--,TRUE,1997-03-08,,,2006-09-15
SN1997bd,SN 1997bd,--,TRUE,1997-03-08,,,2006-09-22
SN1997bh,SN 1997bh,--,TRUE,1997-03-08,,,2006-09-20
SN1997bj,SN 1997bj,--,TRUE,1997-03-09,,,2006-09-30
SN1997bp,SN 1997bp,--,TRUE,1997-04-06,,,2006-09-30
SN1997bx,SN 1997bx,--,TRUE,1997-04-03,,,2006-09-17
SN1997bz,SN 1997bz,--,TRUE,1997-04-27,,,2006-09-19
SN1997ca,SN 1997ca,--,TRUE,1997-04-29,,,2006-09-27
SN1997ce,SN 1997ce,--,TRUE,1997-04-29,,,2006-09-29
SN1997cj,SN 1997cj,--,TRUE,1997-04-29,,,2006-10-01
SN1997cm,SN 1997cm,--,TRUE,1997-05-02,,,2006-10-01
SN1997cn,SN 1997cn,--,TRUE,1997-05-14,,,2006-10-02
SN1997cp,SN 1997cp,--,TRUE,1997-06-02,,,2006-10-02
SN1997ct,SN 1997ct,--,TRUE,1997-06-29,,,2006-10-03
SN1997cu,SN 1997cu,--,TRUE,1997-07-04,,,2006-10-03
SN1997cv,SN 1997cv,--,TRUE,1997-07-07,,,2006-10-03
SN1997cw,SN 1997cw,--,TRUE,1997-07-10,,,2006-10-04
SN1997cz,SN 1997cz,--,TRUE,1997-07-19,,,2006-10-11
SN1997de,SN 1997de,--,TRUE,1997-08-27,,,2006-10-11
SN1997dg,SN 1997dg,--,TRUE,1997-09-27,,,2006-10-13
SN1997dk,SN 1997dk,--,TRUE,1997-10-26,,,2006-10-19
SN1997dl,SN 1997dl,--,TRUE,1997-10-26,,,2006-09-27
SN1997dr,SN 1997dr,--,TRUE,1997-11-07,,,2006-09-28
SN1997ee,SN 1997ee,--,TRUE,1997-11-23,,,2006-09-28
SN1997ei,SN 1997ei,--,TRUE,1997-12-23,,,2006-09-29
SN1997ej,SN 1997ej,--,TRUE,1997-12-29,,,2006-10-01
SN1997ek,SN 1997ek,--,TRUE,1997-12-28,,,2006-10-11
SN1997el,SN 1997el,--,TRUE,1997-12-28,,,2006-10-13
SN1997en,SN 1997en,--,TRUE,1997-12-28,,,2006-10-16
SN1997eo,SN 1997eo,--,TRUE,1997-12-28,,,2006-10-16
SN1997ep,SN 1997ep,--,TRUE,1997-12-28,,,2006-10-17
SN1997eq,SN 1997eq,--,TRUE,1997-12-28,,,2006-09-27
SN1997er,SN 1997er,--,TRUE,1997-12-28,,,2006-10-03
SN1997es,SN 1997es,--,TRUE,1997-12-28,,,2006-10-11
SN1997ex,SN 1997ex,--,TRUE,1997-12-28,,,2006-10-11
SN1997ey,SN 1997ey,--,TRUE,1997-12-29,,,2006-10-12
SN1997ez,SN 1997ez,--,TRUE,1997-12-29,,,2006-10-13
SN1997fa,SN 1997fa,--,TRUE,1997-12-29,,,2006-09-16
SN1997fd,SN 1997fd,--,TRUE,1997-12-28,,,2006-09-16
SN1997fe,SN 1997fe,--,TRUE,1997-12-31,,,2006-09-16
SN1997G,SN 1997G,--,TRUE,1997-01-05,,,2006-10-13
SN1997H,SN 1997H,--,TRUE,1997-01-05,,,2006-10-13
SN1997L,SN 1997L,--,TRUE,1997-01-05,,,2006-10-15
SN1997N,SN 1997N,--,TRUE,1997-01-05,,,2006-10-15
SN1997R,SN 1997R,--,TRUE,1997-01-06,,,2006-10-15
SN1997S,SN 1997S,--,TRUE,1997-01-06,,,2006-10-15
SN1997T,SN 1997T,--,TRUE,1997-01-19,,,2006-10-19
SN1998ab,SN 1998ab,--,TRUE,1998-04-01,,,2006-10-19
SN1998ac,SN 1998ac,--,TRUE,1998-02-27,,,2006-10-19
SN1998ag,SN 1998ag,--,TRUE,1998-03-25,,,2006-10-21
SN1998ah,SN 1998ah,--,TRUE,1998-03-26,,,2006-10-21
SN1998ai,SN 1998ai,--,TRUE,1998-03-26,,,2006-10-23
SN1998ak,SN 1998ak,--,TRUE,1998-03-26,,,2006-10-16
SN1998al,SN 1998al,--,TRUE,1998-03-26,,,2006-10-20
SN1998ax,SN 1998ax,--,TRUE,1998-03-22,,,2006-10-17
SN1998ay,SN 1998ay,--,TRUE,1998-03-22,,,2006-10-21
SN1998ba,SN 1998ba,--,TRUE,1998-03-22,,,2006-10-22
SN1998bd,SN 1998bd,--,TRUE,1998-03-22,,,2006-10-27
SN1998be,SN 1998be,--,TRUE,1998-03-22,,,2006-10-28
SN1998bi,SN 1998bi,--,TRUE,1998-03-22,,,2006-11-08
SN1998bk,SN 1998bk,--,TRUE,1998-03-22,,,2006-10-17
SN1998bn,SN 1998bn,--,TRUE,1998-04-17,,,2006-10-21
SN1998bq,SN 1998bq,--,TRUE,1998-04-18,,,2006-10-27
SN1998br,SN 1998br,--,TRUE,1998-04-28,,,2006-10-28
SN1998bs,SN 1998bs,--,TRUE,1998-04-18,,,2006-10-29
SN1998cd,SN 1998cd,--,TRUE,1998-05-17,,,2006-10-29
SN1998ci,SN 1998ci,--,TRUE,1998-05-19,,,2006-11-10
SN1998cm,SN 1998cm,--,TRUE,1998-06-10,,,2006-10-20
SN1998cq,SN 1998cq,--,TRUE,1998-06-17,,,2006-10-21
SN1998cs,SN 1998cs,--,TRUE,1998-06-29,,,2006-10-28
SN1998cw,SN 1998cw,--,TRUE,1998-06-24,,,2006-10-31
SN1998dj,SN 1998dj,--,TRUE,1998-08-08,,,2006-11-08
SN1998do,SN 1998do,--,TRUE,1998-08-01,,,2006-11-18
SN1998dq,SN 1998dq,--,TRUE,1998-08-23,,,2006-10-17
SN1998dr,SN 1998dr,--,TRUE,1998-08-28,,,2006-10-28
SN1998du,SN 1998du,--,TRUE,1998-08-14,,,2006-10-31
SN1998dv,SN 1998dv,--,TRUE,1998-08-22,,,2006-10-31
SN1998dy,SN 1998dy,--,TRUE,1998-07-14,,,2006-11-01
SN1998ea,SN 1998ea,--,TRUE,1998-09-06,,,2006-11-01
SN1998ef,SN 1998ef,--,TRUE,1998-10-18,,,2006-11-08
SN1998em,SN 1998em,--,TRUE,1998-10-26,,,2006-11-17
SN1998en,SN 1998en,--,TRUE,1998-10-30,,,2006-10-12
SN1998eo,SN 1998eo,--,TRUE,1998-10-15,,,2006-10-22
SN1998eu,SN 1998eu,--,TRUE,1998-11-14,,,2006-10-23
SN1998ez,SN 1998ez,--,TRUE,1998-12-08,,,2006-11-08
SN1998M,SN 1998M,--,TRUE,1998-01-24,,,2006-11-09
SN1998Q,SN 1998Q,--,TRUE,1998-01-27,,,2006-11-09
SN1999aa,SN 1999aa,--,TRUE,1999-02-11,,,2006-11-09
SN1999ac,SN 1999ac,--,TRUE,1999-02-26,,,2006-11-09
SN1999af,SN 1999af,--,TRUE,1999-02-12,,,2006-11-09
SN1999as,SN 1999as,--,TRUE,1999-02-18,,,2006-11-09
SN1999av,SN 1999av,--,TRUE,1999-03-09,,,2006-11-11
SN1999aw,SN 1999aw,--,TRUE,1999-03-09,,,2006-11-11
SN1999ax,SN 1999ax,--,TRUE,1999-03-20,,,2006-11-13
SN1999az,SN 1999az,--,TRUE,1999-02-23,,,2006-11-14
SN1999bf,SN 1999bf,--,TRUE,1999-03-10,,,2006-11-14
SN1999bi,SN 1999bi,--,TRUE,1999-03-11,,,2006-11-14
SN1999bl,SN 1999bl,--,TRUE,1999-03-15,,,2006-11-14
SN1999bq,SN 1999bq,--,TRUE,1999-03-20,,,2006-11-14
SN1999bt,SN 1999bt,--,TRUE,1999-04-09,,,2006-11-14
SN1999by,SN 1999by,--,TRUE,1999-04-30,,,2006-11-14
SN1999cb,SN 1999cb,--,TRUE,1999-04-04,,,2006-11-15
SN1999cc,SN 1999cc,--,TRUE,1999-05-08,,,2006-11-16
SN1999cf,SN 1999cf,--,TRUE,1999-05-22,,,2006-11-16
SN1999ch,SN 1999ch,--,TRUE,1999-05-13,,,2006-11-16
SN1999ci,SN 1999ci,--,TRUE,1999-05-15,,,2006-11-18
SN1999cj,SN 1999cj,--,TRUE,1999-04-17,,,2006-11-19
SN1999ck,SN 1999ck,--,TRUE,1999-04-16,,,2006-11-20
SN1999cl,SN 1999cl,--,TRUE,1999-05-29,,,2006-11-23
SN1999cp,SN 1999cp,--,TRUE,1999-06-18,,,2006-10-10
SN1999ct,SN 1999ct,--,TRUE,1999-06-13,,,2006-10-21
SN1999dg,SN 1999dg,--,TRUE,1999-07-23,,,2006-01-26
SN1999dq,SN 1999dq,--,TRUE,1999-09-02,,,2006-11-07
SN1999dr,SN 1999dr,--,TRUE,1999-09-02,,,2006-11-09
SN1999du,SN 1999du,--,TRUE,1999-09-08,,,2006-11-10
SN1999dw,SN 1999dw,--,TRUE,1999-09-07,,,2006-11-13
SN1999dx,SN 1999dx,--,TRUE,1999-09-08,,,2006-11-12
SN1999dz,SN 1999dz,--,TRUE,1999-09-08,,,2006-11-12
SN1999ea,SN 1999ea,--,TRUE,1999-09-09,,,2006-11-14
SN1999ec,SN 1999ec,--,TRUE,1999-10-02,,,2006-11-14
SN1999ee,SN 1999ee,--,TRUE,1999-10-07,,,2006-11-14
SN1999ej,SN 1999ej,--,TRUE,1999-10-18,,,2006-11-14
SN1999F,SN 1999F,--,TRUE,1999-01-12,,,2006-11-14
SN1999fc,SN 1999fc,--,TRUE,1999-10-04,,,2006-11-14
SN1999fd,SN 1999fd,--,TRUE,1999-10-04,,,2006-11-14
SN1999fi,SN 1999fi,--,TRUE,1999-11-03,,,2006-11-14
SN1999fm,SN 1999fm,--,TRUE,1999-11-03,,,2006-11-14
SN1999fu,SN 1999fu,--,TRUE,1999-11-03,,,2006-11-18
SN1999fv,SN 1999fv,--,TRUE,1999-11-03,,,2006-11-24
SN1999fw,SN 1999fw,--,TRUE,1999-11-03,,,2006-12-12
SN1999fx,SN 1999fx,--,TRUE,1999-11-03,,,2006-12-18
SN1999fz,SN 1999fz,--,TRUE,1999-11-18,,,2006-11-14
SN1999gh,SN 1999gh,--,TRUE,1999-12-03,,,2006-11-16
SN1999gj,SN 1999gj,--,TRUE,1999-11-17,,,2006-11-19
SN1999gr,SN 1999gr,--,TRUE,1999-12-13,,,2006-11-19
SN1999gs,SN 1999gs,--,TRUE,1999-12-28,,,2006-11-23
SN1999gt,SN 1999gt,--,TRUE,1999-12-29,,,2006-12-28
SN1999gx,SN 1999gx,--,TRUE,1999-09-07,,,2006-12-13
SN1999T,SN 1999T,--,TRUE,1999-01-14,,,2006-12-15
SN1999U,SN 1999U,--,TRUE,1999-01-14,,,2006-12-15
SN1999X,SN 1999X,--,TRUE,1999-01-23,,,2006-12-17
SN2000A,SN 2000A,--,FALSE,2000-01-01,,,2006-12-17
SN2000al,SN 2000al,--,FALSE,2000-03-01,,,2006-12-17
SN2000bk,SN 2000bk,--,FALSE,2000-04-11,,,2006-12-19
SN2000bn,SN 2000bn,--,FALSE,2000-03-25,,,2006-12-19
SN2000ca,SN 2000ca,--,FALSE,2000-04-28,,,2006-12-19
SN2000cf,SN 2000cf,--,FALSE,2000-05-08,,,2006-12-21
SN2000cj,SN 2000cj,--,FALSE,2000-05-14,,,2006-12-21
SN2000cv,SN 2000cv,--,FALSE,2000-07-11,,,2006-12-16
SN2000cx,SN 2000cx,--,FALSE,2000-07-17,,,2006-12-16
SN2000dd,SN 2000dd,--,FALSE,2000-08-10,,,2006-02-04
SN2000df,SN 2000df,--,FALSE,2000-08-17,,,2006-02-01
SN2000dk,SN 2000dk,--,FALSE,2000-09-18,,,2007-02-19
SN2000dm,SN 2000dm,--,FALSE,2000-09-24,,,2007-03-01
SN2000dp,SN 2000dp,--,FALSE,2000-10-02,,,2007-03-12
SN2000dx,SN 2000dx,--,FALSE,2000-10-30,,,2007-03-18
SN2000dy,SN 2000dy,--,FALSE,2000-10-25,,,2007-03-21
SN2000dz,SN 2000dz,--,FALSE,2000-10-21,,,2007-04-18
SN2000E,SN 2000E,--,FALSE,2000-01-26,,,2007-06-29
SN2000ec,SN 2000ec,--,FALSE,2000-10-21,,,2007-04-04
SN2000ee,SN 2000ee,--,FALSE,2000-10-21,,,2007-04-04
SN2000ej,SN 2000ej,--,FALSE,2000-11-02,,,2007-04-04
SN2000eq,SN 2000eq,--,FALSE,2000-11-17,,,2007-04-18
SN2000et,SN 2000et,--,FALSE,2000-11-17,,,2007-04-18
SN2000eu,SN 2000eu,--,FALSE,2000-11-16,,,2007-04-19
SN2000fo,SN 2000fo,--,FALSE,2000-12-21,,,2007-04-27
SN2000fq,SN 2000fq,--,FALSE,2000-12-21,,,2007-04-27
SN2000fr,SN 2000fr,--,FALSE,2000-04-30,,,2007-04-30
SN2000fw,SN 2000fw,--,FALSE,2000-03-10,,,2007-05-04
SN2000fx,SN 2000fx,--,FALSE,2000-12-05,,,2007-05-09
SN2000fy,SN 2000fy,--,FALSE,2000-12-06,,,2007-01-10
SN2000fz,SN 2000fz,--,FALSE,2000-12-15,,,2007-05-24
SN2000ga,SN 2000ga,--,FALSE,2000-12-24,,,2007-06-30
SN2000T,SN 2000T,--,FALSE,2000-03-03,,,2007-07-14
SN2000V,SN 2000V,--,FALSE,2000-03-06,,,2007-07-13
SN2001al,SN 2001al,--,FALSE,2001-03-26,,,2007-07-31
SN2001ba,SN 2001ba,--,FALSE,2001-04-27,,,2007-08-16
SN2001bs,SN 2001bs,--,FALSE,2001-05-22,,,2007-08-24
SN2001bt,SN 2001bt,--,FALSE,2001-05-24,,,2007-09-01
SN2001C,SN 2001C,--,FALSE,2001-01-04,,,2007-09-03
SN2001cg,SN 2001cg,--,FALSE,2001-05-28,,,2007-09-03
