Name,Band,Background,Background Error,Systematic Error
SDSS-II SN 4808,FUV,2.865454434316936e-19,1.7721077089927614e-17,2.005818104021855e-20
SDSS-II SN 4808,NUV,1.4479178983060348e-17,9.406424896604673e-18,1.0135425288142245e-18
SDSS-II SN 4857,FUV,2.5046990044326835e-17,7.445474097501266e-18,1.618005376540417e-18
SDSS-II SN 4857,NUV,2.78908958434945e-19,3.868550235574853e-18,7.105801006668352e-19
SDSS-II SN 4978,FUV,2.1741087350877766e-18,6.79880422624583e-18,5.535908540119553e-18
SDSS-II SN 4978,NUV,9.086585986113843e-18,3.611432647300175e-18,1.1440085564478903e-18
SDSS-II SN 5178,FUV,3.253666505965035e-17,4.0230462559743246e-17,2.277566554175525e-18
SDSS-II SN 5178,NUV,-2.8278732232235354e-18,1.0665413258486666e-17,-1.979511256256475e-19
SDSS-II SN 5199,FUV,1.7351031172194473e-17,7.079391995559689e-18,1.2145721820536133e-18
SDSS-II SN 5199,NUV,1.1074852922402855e-17,6.590527859996543e-18,7.868918564225799e-18
SDSS-II SN 5209,FUV,9.6660148011948e-18,2.3022703810814048e-17,6.76621036083636e-19
SDSS-II SN 5209,NUV,6.65320977866788e-18,1.102713035748448e-17,4.657246845067516e-19
SDSS-II SN 5230,FUV,8.683662171444652e-17,1.36182870577261e-17,4.769888665209786e-18
SDSS-II SN 5230,NUV,8.952677337094856e-17,5.244210778756272e-18,7.086128048863502e-19
SDSS-II SN 5247,FUV,2.1484387551076305e-17,2.2039422485675523e-18,1.9713135131760167e-18
SDSS-II SN 5247,NUV,3.201204927288106e-18,7.665562807382211e-19,1.026953244169655e-18
SDSS-II SN 5468,FUV,1.2898106660468811e-17,1.6424068947231762e-18,2.014793337664533e-18
SDSS-II SN 5468,NUV,4.00128061061689e-18,2.4663403424663716e-18,1.1459194941836104e-18
SDSS-II SN 5473,FUV,5.0792840293210236e-18,1.736104434031675e-17,3.555498820524717e-19
SDSS-II SN 5473,NUV,1.9690324548053874e-17,8.501901025891651e-18,1.231264749581524e-18
SDSS-II SN 5486,FUV,2.7201682668666377e-17,5.5312271459481084e-18,2.228922714160486e-18
SDSS-II SN 5486,NUV,1.4351252532538732e-17,2.640049650592947e-18,9.300347275988246e-19
SDSS-II SN 5590,FUV,-1.8274382666523366e-18,4.5852488607801735e-18,-1.2792067866566357e-19
SDSS-II SN 5590,NUV,-2.837207966958393e-17,1.2131848541978775e-17,-1.986045576870875e-18
SDSS-II SN 5595,NUV,8.487146207820896e-18,2.6139494743335728e-18,6.487895804844017e-19
SDSS-II SN 5659,FUV,3.3758524620382094e-18,6.129863387266038e-18,7.481633460506593e-19
SDSS-II SN 5659,NUV,1.0775550945905864e-17,3.4252972811566735e-18,1.5679139892670091e-18
SDSS-II SN 5690,FUV,3.498370450444155e-17,2.8209145838640364e-17,2.4488593153109087e-18
SDSS-II SN 5690,NUV,2.021423084133695e-17,1.2649938056288782e-17,1.4149961588935865e-18
SDSS-II SN 5702,FUV,4.3599048221390485e-18,5.131844483231152e-18,3.051933375497334e-19
SDSS-II SN 5702,NUV,7.676698823522051e-18,9.596454645787242e-18,5.373689176465436e-19
SDSS-II SN 5731,FUV,2.2136134278201372e-17,1.9644781332580738e-17,1.549529399474096e-18
SDSS-II SN 5731,NUV,2.676503421657808e-18,8.959825627117216e-18,1.8735523951604658e-19
SDSS-II SN 5735,NUV,4.359634231558409e-18,4.0408827947076365e-18,6.424847616576742e-19
SDSS-II SN 5869,FUV,6.264362283000287e-17,2.5302554455944382e-18,2.960240067782239e-18
SDSS-II SN 5869,NUV,3.479259388014156e-17,1.3166553745638177e-17,2.4354815716099095e-18
SDSS-II SN 5877,NUV,3.6866903690913075e-18,3.4325311834242177e-18,1.4948932125715193e-18
SDSS-II SN 5890,FUV,3.2057309312059446e-17,2.885311586597486e-17,2.7261547443761447e-17
SDSS-II SN 5897,FUV,2.0709540265132984e-17,6.648618855184576e-18,1.449667818559309e-18
SDSS-II SN 5897,NUV,1.6750444579268858e-17,2.9094554181299568e-18,1.1725311205488201e-18
SDSS-II SN 5917,FUV,1.5608598034834258e-17,2.2350039492264905e-17,1.0926018624383982e-18
SDSS-II SN 5917,NUV,1.9119923225648016e-17,2.462053768088335e-18,1.172508546588551e-18
SDSS-II SN 5925,FUV,1.4409463073160234e-17,1.8098066037943663e-17,1.0086624151212166e-18
SDSS-II SN 5925,NUV,1.928935665749903e-18,1.6241313211534608e-19,8.769230658881716e-19
SDSS-II SN 5963,FUV,1.025900069750284e-17,1.9656292918603367e-17,7.181300488251989e-19
SDSS-II SN 5963,NUV,1.9182583061608153e-17,1.3305321661800962e-17,1.3427808143125708e-18
SDSS-II SN 5993,FUV,2.471860954042236e-17,1.0658075177755834e-17,2.1629023778607918e-18
SDSS-II SN 5993,NUV,2.216184222042417e-18,1.1760751716586545e-19,8.93138762869724e-19
SDSS-II SN 6225,FUV,1.9058879527210585e-18,4.5083172397331346e-18,1.334121566904741e-19
SDSS-II SN 6225,NUV,4.9984968223633245e-18,1.0491021713294282e-17,3.4989477756543275e-19
SDSS-II SN 6274,FUV,2.3354807737368718e-17,1.7872154136648767e-17,1.6348365416158103e-18
SDSS-II SN 6274,NUV,2.1254553431667055e-17,7.963300179853832e-18,1.487818740216694e-18
SDSS-II SN 6275,FUV,-1.1353239006844114e-17,2.0498526586296165e-17,-7.94726730479088e-19
SDSS-II SN 6275,NUV,1.4515916475258527e-17,1.1098690956569304e-17,1.0161141532680971e-18
SDSS-II SN 6362,FUV,1.3597500674885059e-17,2.2621962275601825e-17,9.518250472419543e-19
SDSS-II SN 6362,NUV,9.197109957998287e-18,1.2734970386101839e-17,6.437976970598802e-19
SDSS-II SN 6491,FUV,1.4778146977343376e-16,5.0058116053877556e-17,1.0344702884140364e-17
SDSS-II SN 6491,NUV,2.470031880915999e-16,2.6838391805416242e-17,1.7290223166411995e-17
SDSS-II SN 6496,NUV,1.5098423675349536e-17,7.426545563984412e-18,6.455546692182459e-18
SDSS-II SN 6530,FUV,4.4585841596479405e-17,3.128445993315631e-17,3.1210089117535587e-18
SDSS-II SN 6530,NUV,2.3168457078527823e-17,1.4013944226590298e-17,1.6217919954969477e-18
SDSS-II SN 6556,FUV,3.865234099533379e-17,1.1511699656657716e-17,2.551778400986856e-18
SDSS-II SN 6556,NUV,4.690539278650861e-17,1.5756179628941986e-17,1.9096844495291667e-17
SDSS-II SN 6618,FUV,1.4635759893494085e-17,7.117413199753727e-18,1.024503192544586e-18
SDSS-II SN 6618,NUV,7.924741770402205e-18,3.57211248434065e-18,5.547319239281544e-19
SDSS-II SN 6696,NUV,1.1677262836479064e-17,3.078420011470013e-18,8.174083985535346e-19
SDSS-II SN 6709,FUV,3.3706843755615754e-19,9.515101332551772e-18,2.4507432223460292e-18
SDSS-II SN 6709,NUV,1.777170199179378e-17,7.374988696371777e-18,1.2586309033300078e-18
SDSS-II SN 6807,NUV,3.678597052673533e-18,2.9783457978838868e-18,2.575017936871473e-19
SDSS-II SN 6813,FUV,4.76690849832387e-17,3.1213345899680586e-17,3.909079064579173e-17
SDSS-II SN 6813,NUV,4.6927932114999524e-18,5.819381788598759e-18,1.0190769304321276e-18
SDSS-II SN 6816,FUV,4.51045090028837e-18,6.517941625361867e-18,3.157315630201859e-19
SDSS-II SN 6816,NUV,2.614569647632648e-18,1.0738569305870004e-17,1.8301987533428538e-19
SDSS-II SN 6831,FUV,8.891775708433155e-17,3.9324399322013945e-17,6.224242995903209e-18
SDSS-II SN 6831,NUV,4.7439252931840036e-17,1.3249265845605324e-17,3.3207477052288027e-18
SDSS-II SN 6861,FUV,4.300737389013504e-18,5.9505507243890656e-18,3.0105161723094527e-19
SDSS-II SN 6861,NUV,7.110818548125754e-18,2.380508160049048e-18,6.789319028784391e-19
SDSS-II SN 6877,FUV,4.8177831395054995e-17,3.7046050728112645e-17,3.37244819765385e-18
SDSS-II SN 6877,NUV,1.5747836877442584e-18,1.2168078970713094e-17,1.102348581420981e-19
SDSS-II SN 6889,FUV,-8.356324609440278e-18,3.127273740305528e-18,1.0935440271096839e-18
SDSS-II SN 6889,NUV,2.1468835277112985e-18,4.017853371321267e-18,3.6747603414464144e-18
SDSS-II SN 6895,FUV,4.527499704579439e-17,3.589368573853341e-18,2.3042476451579423e-18
SDSS-II SN 6895,NUV,3.0437246408063823e-17,4.521754502862013e-18,1.1182158076130127e-18
SDSS-II SN 6896,FUV,2.4952790480704343e-17,2.9197964778235995e-18,2.203727658441988e-18
SDSS-II SN 6896,NUV,1.9532568077511674e-17,5.5426771194025585e-18,1.1008359495312906e-18
SDSS-II SN 7051,FUV,-9.650627526809818e-19,4.368601404543002e-18,-6.755439268766873e-20
SDSS-II SN 7051,NUV,1.3376454681976187e-17,1.0266326818588301e-17,9.36351827738333e-19
SDSS-II SN 7056,FUV,-1.6475874300408148e-18,1.9281113461201235e-17,-1.1533112010285706e-19
SDSS-II SN 7056,NUV,-2.724882434517912e-19,8.34544324841665e-18,-1.9074177041625386e-20
SDSS-II SN 7099,FUV,2.343367786955843e-17,5.339228610424316e-18,2.745990961719949e-18
SDSS-II SN 7099,NUV,1.9147336780711763e-17,7.508090372991233e-19,1.2372787526922289e-18
SDSS-II SN 7194,FUV,1.2860472508690741e-17,5.168889018859523e-18,7.319368287469712e-19
SDSS-II SN 7194,NUV,1.4466341722465347e-17,3.440803749882805e-18,2.147566674758984e-18
SDSS-II SN 7195,FUV,2.1050779151375116e-18,5.5967043257143446e-18,6.160983067749792e-19
SDSS-II SN 7195,NUV,1.4436608728648322e-17,3.635945944148877e-18,2.558281462237617e-18
SDSS-II SN 7365,FUV,2.3355659863161026e-17,7.310288795181103e-18,1.4477398406653337e-18
SDSS-II SN 7365,NUV,3.0930965932625095e-17,2.0759945506438767e-18,5.924717405545586e-19
SDSS-II SN 7373,FUV,4.3239814870146775e-17,5.998607760296649e-18,2.385070906019096e-18
SDSS-II SN 7373,NUV,4.4096773296596537e-17,2.560048974275299e-18,7.637528940813419e-19
SDSS-II SN 7374,FUV,3.0535269483389036e-18,8.603107199236813e-18,5.1952442876117134e-18
SDSS-II SN 7374,NUV,3.89364268843959e-18,2.90365932373084e-18,5.556973974159495e-19
SDSS-II SN 7413,FUV,-3.469551992090853e-18,1.2080864851214614e-17,-2.428686394463597e-19
SDSS-II SN 7413,NUV,-6.689283947023116e-18,9.279369424736826e-18,-4.682498762916181e-19
SDSS-II SN 7479,FUV,8.692413715768049e-18,1.510211625480626e-17,6.084689601037635e-19
SDSS-II SN 7479,NUV,6.663884176642231e-17,6.011394666403584e-18,1.5405936709579603e-18
SDSS-II SN 7502,FUV,4.4605293385351284e-18,1.7760089545589803e-17,3.12237053697459e-19
SDSS-II SN 7502,NUV,-2.3306757256166447e-18,3.1854787525404977e-18,9.150678687224034e-19
SDSS-II SN 7600,FUV,1.3063497944569366e-17,4.83069209480376e-18,5.985970821138965e-19
SDSS-II SN 7600,NUV,6.456473604408919e-19,3.2695271374789986e-18,3.2267272758943478e-18
SDSS-II SN 7644,FUV,2.3725160861340754e-17,6.529300595204627e-18,2.7441912303945582e-18
SDSS-II SN 7644,NUV,1.2948024833772895e-17,8.135559524483065e-18,1.1928926297955975e-18
SDSS-II SN 7699,FUV,1.1330427374702536e-17,5.813097605295221e-18,1.867117273915455e-18
SDSS-II SN 7699,NUV,1.7105458514161272e-17,6.065719333908701e-18,1.1315007010360497e-18
SDSS-II SN 7701,FUV,4.106076782175892e-17,1.8258884044270747e-17,1.0340288398742292e-17
SDSS-II SN 7701,NUV,5.0710810785601854e-17,1.6485722031363044e-18,1.3059323431791269e-18
SDSS-II SN 7713,FUV,1.2007737375192302e-17,1.8267510358878415e-17,8.405416162634612e-19
SDSS-II SN 7713,NUV,1.8546179283621463e-17,1.1705131340471944e-17,1.2982325498535025e-18
SDSS-II SN 7717,FUV,-2.336832660479786e-18,2.4107019467478154e-17,-1.6357828623358503e-19
SDSS-II SN 7717,NUV,-1.380774927277636e-18,1.0795307303874107e-17,-9.665424490943453e-20
SDSS-II SN 7736,FUV,1.2211410182169393e-17,5.241512663863288e-18,1.7551105077788718e-18
SDSS-II SN 7736,NUV,7.829077677254809e-18,2.519436651045152e-18,1.0626005681466805e-18
SDSS-II SN 779,FUV,9.840766566578575e-18,5.0317565767587654e-18,1.6242086914389478e-18
SDSS-II SN 779,NUV,4.1999845382431455e-17,1.8207965127206034e-17,2.4651281181172657e-17
SDSS-II SN 7802,FUV,-1.2947457372743011e-18,5.436582341124046e-18,-9.063220160920108e-20
SDSS-II SN 7802,NUV,3.496884196505897e-18,4.096238085082151e-18,3.9229847423186664e-18
SDSS-II SN 7803,FUV,-1.9691694109961853e-17,3.1740716456287065e-17,-1.3784185876973297e-18
SDSS-II SN 7803,NUV,2.8756974181438636e-17,1.4939987641226383e-17,1.7117954732965496e-17
SDSS-II SN 7824,FUV,9.234134751154882e-18,1.7844680331757895e-21,1.4891847943296196e-18
SDSS-II SN 7824,NUV,7.71506361895999e-19,1.2307603815298196e-18,5.871906786808195e-19
SDSS-II SN 7835,FUV,1.307868491434023e-17,1.6747018781944027e-17,9.155079440038163e-19
SDSS-II SN 7835,NUV,2.1866021520930925e-17,1.2429994747950452e-17,1.5306215064651649e-18
SDSS-II SN 7884,FUV,1.5339229368937148e-17,2.1854277006258785e-17,1.0737460558256005e-18
SDSS-II SN 7884,NUV,4.6608903832657226e-18,5.912190348648199e-18,9.58015735855983e-19
SDSS-II SN 7954,FUV,5.351561124404126e-17,5.363934183322803e-18,2.5062871077097377e-18
SDSS-II SN 7954,NUV,4.9632452438883625e-17,6.980792276311215e-18,4.379389171589745e-18
SDSS-II SN 7986,FUV,4.337803805173603e-19,8.330564210386655e-18,1.913180023472735e-18
SDSS-II SN 7986,NUV,4.935844916894367e-18,1.2034347863787488e-18,7.94390266326947e-19
SDSS-II SN 8004,FUV,7.558678987094201e-19,1.1580599261221693e-18,1.2036859682228382e-18
SDSS-II SN 8004,NUV,6.285055214699162e-18,3.4447982558599462e-18,2.781455779958433e-18
SDSS-II SN 8092,FUV,3.168335350209985e-19,1.9957923545447544e-17,2.2178347451469897e-20
SDSS-II SN 8092,NUV,1.4852700011388564e-17,1.1528300507072198e-17,1.0396890007971995e-18
SDSS-II SN 8114,FUV,5.319669837084617e-18,8.291320077773636e-18,5.997106918655163e-18
SDSS-II SN 8114,NUV,5.053774770215214e-18,3.335730620169571e-18,8.116068140899682e-19
SDSS-II SN 8160,FUV,-2.6917122969688175e-18,1.804175088963114e-19,1.2058559593954884e-18
SDSS-II SN 8160,NUV,2.4222899507452874e-18,5.967778022682006e-18,7.379143865908794e-18
SDSS-II SN 8165,FUV,2.7274352798499604e-17,2.105689277849848e-17,1.9092046958949724e-18
SDSS-II SN 8165,NUV,1.3832914807671065e-17,1.3206642242303446e-17,9.683040365369746e-19
SDSS-II SN 8216,FUV,2.285201058663486e-17,3.2978523110764206e-17,1.5996407410644403e-18
SDSS-II SN 8216,NUV,4.824981436964871e-18,5.449630990199341e-18,1.2457741916159087e-18
SDSS-II SN 8254,FUV,4.021192567430847e-17,9.755258923411383e-19,2.705567032003884e-18
SDSS-II SN 8254,NUV,2.960658481759697e-17,4.2507117492403625e-18,2.1803595570326175e-18
SDSS-II SN 8280,FUV,2.0259669681770543e-16,6.181626277311197e-17,1.418176877723938e-17
SDSS-II SN 8280,NUV,8.997393897818155e-17,2.139738015719416e-17,6.2981757284727085e-18
SDSS-II SN 8290,FUV,-5.118466563384128e-19,3.138329523096046e-17,-3.5829265943688904e-20
SDSS-II SN 8290,NUV,3.2117695806108567e-17,1.4114920166047284e-17,2.2482387064276e-18
SDSS-II SN 8307,FUV,6.7835802392248355e-18,5.613648369939163e-18,4.748506167457385e-19
SDSS-II SN 8307,NUV,4.065771194757729e-18,5.453797411116818e-19,5.624472750725702e-19
SDSS-II SN 8421,FUV,1.1318723998852567e-17,1.3822530140654454e-17,7.9231067991967975e-19
SDSS-II SN 8421,NUV,1.02695701401083e-18,2.5648126241287484e-18,1.510845153908194e-18
SDSS-II SN 8605,FUV,-2.532910559521919e-17,2.474869761528853e-17,-1.7730373916653435e-18
SDSS-II SN 8605,NUV,2.2492528447612495e-17,1.1585556140150394e-17,1.5744769913328748e-18
SDSS-II SN 8607,FUV,7.424222426320071e-18,1.717505394576333e-17,5.19695569842405e-19
SDSS-II SN 8607,NUV,1.0138439286637316e-17,5.134961719075965e-18,5.765408687038442e-19
SDSS-II SN 8700,NUV,2.2387711281904004e-17,1.0884438323656942e-17,1.5671397897332804e-18
SDSS-II SN 8730,FUV,1.3496695209029019e-17,1.2052785393871075e-17,2.156886597170849e-18
SDSS-II SN 8730,NUV,1.2962967294926513e-17,1.1893910829888875e-17,1.4594374294709042e-17
SDSS-II SN 8888,FUV,4.16683638310943e-18,6.194260833274058e-18,1.715509550411294e-18
SDSS-II SN 8888,NUV,5.690801181444468e-18,3.495169254980971e-18,4.613385071378419e-19
SDSS-II SN 8912,NUV,9.165095056311737e-18,1.6154002905462073e-17,2.164619747922039e-17
SDSS-II SN 893,FUV,8.72116963849989e-17,1.879729169066945e-17,1.3879634772043506e-17
SDSS-II SN 893,NUV,5.528156077179231e-17,7.455675231115129e-18,5.242636953961037e-18
SDSS-II SN 9020,FUV,1.4915730028870318e-17,1.9174598769978027e-18,2.1654899542412854e-18
SDSS-II SN 9020,NUV,2.0488548676387103e-17,1.7798051549453887e-18,6.559924507444207e-19
SDSS-II SN 904,FUV,3.0862834377512046e-17,2.4963861608672e-17,2.1603984064258433e-18
SDSS-II SN 904,NUV,2.0348345875402188e-17,1.052013797824744e-17,1.4243842112781532e-18
SDSS-II SN 9052,FUV,1.3415283597207152e-17,1.59176170332271e-17,9.390698518045007e-19
SDSS-II SN 9052,NUV,1.2919562761143766e-17,9.917941309951129e-18,9.043693932800637e-19
SDSS-II SN 9109,FUV,2.0499415492792706e-17,2.5454400611141325e-17,3.308106334979105e-17
SDSS-II SN 9109,NUV,-3.266466497073093e-18,1.7891339645779875e-18,8.74772026120138e-19
SDSS-II SN 9132,FUV,7.165069916736067e-18,1.8913057919363144e-17,5.015548941715248e-19
SDSS-II SN 9132,NUV,2.2613344988107504e-18,1.0381957035289189e-17,1.5829341491675254e-19
SDSS-II SN 9133,FUV,4.7522446897896426e-17,3.053378525443921e-17,3.32657128285275e-18
SDSS-II SN 9133,NUV,3.33777297623653e-17,1.2928938032771404e-17,2.336441083365571e-18
SDSS-II SN 9194,FUV,1.7672512153324985e-18,4.938995906251445e-18,1.237075850732749e-19
SDSS-II SN 9194,NUV,7.416723141545873e-18,9.595820426050787e-18,5.191706199082111e-19
SDSS-II SN 9239,FUV,2.4607503758632943e-17,2.1192408978588193e-17,1.7225252631043061e-18
SDSS-II SN 9239,NUV,7.838659676514298e-18,3.8596038592259577e-19,1.0185267805777047e-18
SDSS-II SN 9268,NUV,6.705610671680708e-18,1.90624254228697e-18,5.322030004246997e-19
SDSS-II SN 9326,FUV,4.7143485927735456e-17,3.7009375325350037e-17,3.3000440149414822e-18
SDSS-II SN 9326,NUV,5.278023043577367e-18,2.1965487160580754e-18,9.612689641142796e-19
SDSS-II SN 9424,FUV,3.166344290434503e-17,2.276425729112224e-17,2.2164410033041524e-18
SDSS-II SN 9424,NUV,8.946360614227397e-18,1.0825320554405027e-17,6.262452429959178e-19
SDSS-II SN 9558,FUV,-7.818099337443687e-18,2.0414244927357366e-17,-5.472669536210582e-19
SDSS-II SN 9558,NUV,1.8175734302210206e-17,1.2095352462798904e-17,1.2723014011547146e-18
SDSS-II SN 9594,FUV,9.472881900686756e-18,1.7761165238810442e-17,6.63101733048073e-19
SDSS-II SN 9594,NUV,8.125865571149399e-18,1.1322994237441705e-17,5.68810589980458e-19
SDSS-II SN 9704,FUV,4.113596307303731e-17,2.9800933362595066e-17,2.879517415112612e-18
SDSS-II SN 9704,NUV,-3.7529267297495114e-18,1.0707819174654412e-17,-2.6270487108246584e-19
SDSS-II SN 9817,FUV,2.279634851705817e-17,1.0365827129068383e-17,1.3843265588689904e-18
SDSS-II SN 9817,NUV,1.989826357350888e-17,9.100003837611228e-18,1.0378289161688347e-17
SDSS-II SN 986,FUV,6.048096178219602e-17,6.334162930376777e-18,3.813900801274812e-18
SDSS-II SN 986,NUV,2.778366534374925e-17,1.027175553343601e-17,1.0086241012399355e-17
SDSS-II SN 9895,FUV,2.8651359907241916e-17,2.348938112518112e-17,2.005595193506934e-18
SDSS-II SN 9895,NUV,2.08917443398307e-17,1.0848661065966189e-17,1.4624221037881493e-18
SDSS-II SN 9954,FUV,1.5311383602283746e-17,8.436172584047976e-18,2.32518588447361e-18
SDSS-II SN 9954,NUV,3.130594220391302e-17,1.7749611159867472e-17,2.3153071917568342e-17
SN2003im,FUV,-2.4053362207281454e-18,6.423471733724682e-18,-1.683735354509702e-19
SN2003im,NUV,-1.4178767589332361e-18,4.291164696222209e-18,-9.925137312532654e-20
SN2003jk,NUV,4.4059885477849825e-18,1.0288347495564676e-17,3.084191983449488e-19
SN2003jr,FUV,7.664389147002399e-18,5.2184310296473135e-18,5.36507240290168e-19
SN2003jr,NUV,2.360825099510793e-17,1.1951194124570384e-17,1.6525775696575552e-18
SN2003ju,FUV,2.4785031247549733e-17,7.656876481972855e-18,1.7349521873284814e-18
SN2003ju,NUV,9.400898966413296e-18,3.2029505845585987e-18,6.580629276489308e-19
SN2003kk,FUV,5.2168920095547376e-18,6.0673160762940484e-18,3.6518244066883167e-19
SN2003kk,NUV,1.7911998696879896e-17,3.2226095301072394e-18,1.2538399087815928e-18
SN2003lc,FUV,1.0944934123075268e-18,1.835978255495493e-17,7.661453886152688e-20
SN2003lc,NUV,3.2103579561933436e-18,1.0635068952570859e-17,2.2472505693353407e-19
SN2003lf,FUV,1.48774780394889e-17,6.2888736174663896e-18,1.0414234627642232e-18
SN2003lf,NUV,9.98183405279444e-18,9.960925855176567e-18,6.987283836956109e-19
SN2003lj,NUV,-6.2860694311883684e-18,9.419176619097555e-18,-4.400248601831858e-19
SN2004at,FUV,-1.1307366432497376e-16,5.788977839980325e-17,-7.915156502748163e-18
SN2004at,NUV,-5.087124295845295e-17,1.835074245071549e-17,-3.560987007091707e-18
SN2004bj,FUV,-1.2367057029580007e-17,2.224409076377509e-17,-8.656939920706006e-19
SN2004bj,NUV,-1.4385038300201105e-17,1.1164976658865596e-17,-1.0069526810140775e-18
SN2004bk,NUV,1.5584664805719094e-16,3.695739494926697e-17,1.0909265364003368e-17
SN2004cn,FUV,1.1205593390437683e-16,4.0692109910306303e-17,7.843915373306379e-18
SN2004cn,NUV,1.2243570482442395e-16,1.8392680362559973e-17,8.570499337709677e-18
SN2004co,FUV,1.7677353916879408e-17,1.5101581985278705e-17,1.2374147741815586e-18
SN2004co,NUV,1.290988919174367e-16,1.869040321382914e-17,9.036922434220569e-18
SN2004ey,FUV,1.5836093975521442e-16,6.493517725200359e-17,8.736652253128452e-17
SN2004ey,NUV,1.3806405129474432e-16,8.241210064394789e-19,1.6164993686966161e-18
SN2004fd,NUV,8.157598844683345e-17,2.157649518884361e-17,2.896288777731038e-17
SN2004fh,FUV,5.256660653731266e-18,1.8651171077178846e-17,3.679662457611886e-19
SN2004fh,NUV,-2.9444004968145736e-18,9.136821791763767e-18,-2.0610803477702018e-19
SN2004fj,FUV,2.1482520586554715e-17,5.878291750951468e-18,1.5037764410588301e-18
SN2004fj,NUV,1.9922711783816487e-17,1.2287788238021734e-17,1.3945898248671542e-18
SN2004fk,FUV,2.256919574032744e-17,3.1023022655929126e-17,1.5798437018229209e-18
SN2004fm,FUV,5.7375441840307396e-18,5.785932562014127e-18,4.016280928821518e-19
SN2004fm,NUV,2.5166459052704795e-18,3.022460065269496e-18,1.761652133689336e-19
SN2004fu,FUV,-2.258145177098269e-17,4.300286899307984e-17,-1.5807016239687883e-18
SN2004fu,NUV,-2.870331241759269e-17,1.3568960167686465e-17,-2.0092318692314886e-18
SN2004gs,FUV,4.7282988961542936e-17,3.2203318583316216e-17,3.309809227308006e-18
SN2004gs,NUV,7.545863803087585e-17,1.3916722649816782e-17,5.28210466216131e-18
SN2004hd,NUV,1.2275866003496285e-17,1.0316814698296356e-17,8.5931062024474e-19
SN2004hh,NUV,2.8566240275944845e-17,1.1469782449947674e-17,1.9996368193161395e-18
SN2004hk,FUV,1.0351739450951096e-17,1.9576040725128294e-17,7.246217615665768e-19
SN2004hk,NUV,2.0223161444009884e-17,6.245908927970744e-19,1.2447025702376002e-18
SN2004ho,FUV,3.5453120324838827e-17,2.3108295397687782e-17,2.4817184227387182e-18
SN2004ho,NUV,4.3510435560677236e-17,1.2425819263709752e-17,3.045730489247407e-18
SN2004ia,FUV,2.2739946329662917e-16,5.4383861662560236e-17,1.5917962430764044e-17
SN2004ia,NUV,1.8990276156809683e-16,2.113227568189339e-17,1.329319330976678e-17
SN2004id,FUV,1.5947538712142675e-17,1.9795794873944247e-17,1.1163277098499874e-18
SN2004id,NUV,-3.911293558724718e-18,9.640845692797043e-18,-2.7379054911073027e-19
SN2004ie,FUV,6.897370208109315e-17,4.486530078161002e-17,4.899664814933356e-17
SN2004ie,NUV,3.909324984424111e-17,1.1482769410970134e-17,4.8730381304621695e-18
SN2004if,FUV,2.7450352915123503e-17,1.3083167952716035e-17,8.626477605514618e-18
SN2004if,NUV,1.3555329865655888e-17,4.4299049271184426e-18,8.496197170577298e-19
SN2004ig,FUV,1.2185863783894976e-16,1.707295391651038e-17,1.794681572324257e-17
SN2004ig,NUV,7.544332398909469e-17,4.779490843896987e-18,3.897102688017028e-18
SN2004ij,FUV,-3.717321343083814e-18,2.0623103398695894e-17,-2.60212494015867e-19
SN2004ij,NUV,8.406747943842254e-18,1.1668011087850964e-17,5.884723560689578e-19
SN2004ik,FUV,3.5110513363949005e-17,2.556921289181801e-17,2.4577359354764305e-18
SN2004ik,NUV,5.805567154585124e-17,1.4781923841400258e-17,4.063897008209587e-18
SN2004il,FUV,1.0382957172113543e-17,1.6938629108275652e-17,7.268070020479481e-19
SN2004il,NUV,6.976364387956746e-18,8.45835788155676e-18,4.883455071569722e-19
SN2005A,FUV,1.2438538601225155e-16,8.022852215865155e-17,8.706977020857609e-18
SN2005A,NUV,5.809996109053962e-18,3.515304030314057e-17,4.066997276337774e-19
SN2005S,FUV,3.231811551419261e-16,1.5861955934780243e-16,2.262268085993483e-17
SN2005S,NUV,2.6184482790279396e-16,1.677095732956739e-17,4.959412389067519e-18
SN2005ac,FUV,2.2445971082604317e-18,1.8625761528418515e-17,1.5712179757823025e-19
SN2005ac,NUV,1.8326545289278073e-17,1.3058126823703597e-17,1.2828581702494653e-18
SN2005cc,NUV,2.473156061988859e-15,8.291864146070137e-17,1.7312092433922013e-16
SN2005co,FUV,3.845830868623689e-17,1.1396522001994264e-17,2.6920816080365824e-18
SN2005co,NUV,1.8759000840686534e-17,7.166421653344863e-18,9.875140949230033e-18
SN2005cr,FUV,6.325923656708549e-16,9.569691932622468e-17,4.4281465596959843e-17
SN2005cr,NUV,4.675536861697188e-16,3.385579447893173e-17,3.272875803188032e-17
SN2005dh,FUV,-4.343485749937921e-18,4.132176567360518e-17,-3.0404400249565447e-19
SN2005dh,NUV,-1.5816300946043626e-18,1.7219099454335986e-17,2.791789779731056e-18
SN2005ed,FUV,3.1215932675290776e-17,1.3561719170410042e-17,2.1851152872703547e-18
SN2005ed,NUV,2.854969495163019e-17,6.5427931735933195e-18,1.9984786466141132e-18
SN2005ef,FUV,-4.210053598666842e-18,2.545211012118537e-17,-2.9470375190667893e-19
SN2005ef,NUV,1.9087098866461663e-17,1.2960160354128345e-17,1.3360969206523165e-18
SN2005eg,FUV,9.069931070579331e-17,5.740431041849572e-17,6.3489517494055324e-18
