File,SN,Disc. Date,R.A.,Dec.,Category,Total Epochs,Epochs Pre-SN,Epochs Post-SN
SN1997bp-NUV.fits.gz,SN1997bp,1997-04-06,12h46m53.75s,-11d38m33.2s,post_disc,3,0,3
SN1997bx-FUV.fits.gz,SN1997bx,1997-04-03,12h25m11.8s,0d04m54.4s,post_disc,2,0,2
SN1997bx-NUV.fits.gz,SN1997bx,1997-04-03,12h25m11.8s,0d04m54.4s,post_disc,5,0,5
SN1997bz-FUV.fits.gz,SN1997bz,1997-04-27,11h22m25.45s,1d11m21.5s,post_disc,2,0,2
SN1997bz-NUV.fits.gz,SN1997bz,1997-04-27,11h22m25.45s,1d11m21.5s,post_disc,2,0,2
SN1997ca-NUV.fits.gz,SN1997ca,1997-04-29,14h16m40.24s,52d31m59.2s,post_disc,154,0,154
SN1997ce-FUV.fits.gz,SN1997ce,1997-04-29,17h07m48.26s,44d01m26.2s,post_disc,2,0,2
SN1997ce-NUV.fits.gz,SN1997ce,1997-04-29,17h07m48.26s,44d01m26.2s,post_disc,2,0,2
SN1997cj-FUV.fits.gz,SN1997cj,1997-04-29,12h37m04.27s,62d26m24.9s,post_disc,81,0,81
SN1997cj-NUV.fits.gz,SN1997cj,1997-04-29,12h37m04.27s,62d26m24.9s,post_disc,130,0,130
SN1997cm-NUV.fits.gz,SN1997cm,1997-05-02,12h53m37.03s,-28d48m48.5s,post_disc,3,0,3
SN1997cn-NUV.fits.gz,SN1997cn,1997-05-14,14h09m57.76s,17d32m32.3s,post_disc,2,0,2
SN1997cp-FUV.fits.gz,SN1997cp,1997-06-02,21h44m36.5s,-57d25m30.4s,post_disc,2,0,2
SN1997cp-NUV.fits.gz,SN1997cp,1997-06-02,21h44m36.5s,-57d25m30.4s,post_disc,2,0,2
SN1997ct-FUV.fits.gz,SN1997ct,1997-06-29,14h07m26.88s,70d26m05.9s,post_disc,2,0,2
SN1997ct-NUV.fits.gz,SN1997ct,1997-06-29,14h07m26.88s,70d26m05.9s,post_disc,2,0,2
SN1997cu-FUV.fits.gz,SN1997cu,1997-07-04,3h29m03.09s,-52d41m40.4s,post_disc,6,0,6
SN1997cu-NUV.fits.gz,SN1997cu,1997-07-04,3h29m03.09s,-52d41m40.4s,post_disc,8,0,8
SN1997cv-NUV.fits.gz,SN1997cv,1997-07-07,13h35m20.77s,-34d12m11.6s,post_disc,5,0,5
SN1997cw-FUV.fits.gz,SN1997cw,1997-07-10,0h25m17.27s,12d53m06.2s,post_disc,2,0,2
SN1997cw-NUV.fits.gz,SN1997cw,1997-07-10,0h25m17.27s,12d53m06.2s,post_disc,2,0,2
SN1997cz-NUV.fits.gz,SN1997cz,1997-07-19,13h37m09.39s,-33d47m31.9s,post_disc,5,0,5
SN1997de-FUV.fits.gz,SN1997de,1997-08-27,19h18m20.82s,-60d29m42s,post_disc,7,0,7
SN1997de-NUV.fits.gz,SN1997de,1997-08-27,19h18m20.82s,-60d29m42s,post_disc,14,0,14
SN1997dg-FUV.fits.gz,SN1997dg,1997-09-27,23h40m14.21s,26d12m11.8s,post_disc,3,0,3
SN1997dg-NUV.fits.gz,SN1997dg,1997-09-27,23h40m14.21s,26d12m11.8s,post_disc,5,0,5
SN1997dk-FUV.fits.gz,SN1997dk,1997-10-26,23h43m38.69s,-41d19m25.4s,post_disc,2,0,2
SN1997dk-NUV.fits.gz,SN1997dk,1997-10-26,23h43m38.69s,-41d19m25.4s,post_disc,2,0,2
SN1997dl-FUV.fits.gz,SN1997dl,1997-10-26,23h43m38.48s,-41d19m20s,post_disc,2,0,2
SN1997dl-NUV.fits.gz,SN1997dl,1997-10-26,23h43m38.48s,-41d19m20s,post_disc,2,0,2
SN1997dr-FUV.fits.gz,SN1997dr,1997-11-07,3h18m49.27s,-44d28m13.7s,post_disc,3,0,3
SN1997dr-NUV.fits.gz,SN1997dr,1997-11-07,3h18m49.27s,-44d28m13.7s,post_disc,5,0,5
SN1997ee-NUV.fits.gz,SN1997ee,1997-11-23,3h07m24.946s,-3d10m25.71s,post_disc,2,0,2
SN1997ei-NUV.fits.gz,SN1997ei,1997-12-23,11h54m59.98s,58d29m26.4s,post_disc,3,0,3
SN1997ej-NUV.fits.gz,SN1997ej,1997-12-29,4h17m53.37s,-56d36m58.6s,post_disc,2,0,2
SN1997ek-FUV.fits.gz,SN1997ek,1997-12-28,4h56m11.63s,-3d41m26s,post_disc,2,0,2
SN1997ek-NUV.fits.gz,SN1997ek,1997-12-28,4h56m11.63s,-3d41m26s,post_disc,4,0,4
SN1997el-FUV.fits.gz,SN1997el,1997-12-28,4h56m41.21s,-3d27m54.7s,post_disc,2,0,2
SN1997el-NUV.fits.gz,SN1997el,1997-12-28,4h56m41.21s,-3d27m54.7s,post_disc,7,0,7
SN1997en-FUV.fits.gz,SN1997en,1997-12-28,4h56m57.21s,-4d11m46s,post_disc,2,0,2
SN1997en-NUV.fits.gz,SN1997en,1997-12-28,4h56m57.21s,-4d11m46s,post_disc,4,0,4
SN1997eo-FUV.fits.gz,SN1997eo,1997-12-28,4h57m32.35s,-3d30m06.2s,post_disc,2,0,2
SN1997eo-NUV.fits.gz,SN1997eo,1997-12-28,4h57m32.35s,-3d30m06.2s,post_disc,7,0,7
SN1997ep-FUV.fits.gz,SN1997ep,1997-12-28,4h57m48.59s,-3d42m44.7s,post_disc,2,0,2
SN1997ep-NUV.fits.gz,SN1997ep,1997-12-28,4h57m48.59s,-3d42m44.7s,post_disc,4,0,4
SN1997eq-FUV.fits.gz,SN1997eq,1997-12-28,4h58m56.32s,-3d59m29.4s,post_disc,2,0,2
SN1997eq-NUV.fits.gz,SN1997eq,1997-12-28,4h58m56.32s,-3d59m29.4s,post_disc,2,0,2
SN1997er-FUV.fits.gz,SN1997er,1997-12-28,5h00m38.56s,-3d59m32.2s,post_disc,3,0,3
SN1997er-NUV.fits.gz,SN1997er,1997-12-28,5h00m38.56s,-3d59m32.2s,post_disc,7,0,7
SN1997es-FUV.fits.gz,SN1997es,1997-12-28,8h18m40.65s,3d13m36.5s,post_disc,2,0,2
SN1997es-NUV.fits.gz,SN1997es,1997-12-28,8h18m40.65s,3d13m36.5s,post_disc,2,0,2
SN1997ex-FUV.fits.gz,SN1997ex,1997-12-28,8h24m27.87s,3d52m05.8s,post_disc,3,0,3
SN1997ex-NUV.fits.gz,SN1997ex,1997-12-28,8h24m27.87s,3d52m05.8s,post_disc,3,0,3
SN1997ey-FUV.fits.gz,SN1997ey,1997-12-29,4h56m58.19s,-2d37m36.7s,post_disc,2,0,2
SN1997ey-NUV.fits.gz,SN1997ey,1997-12-29,4h56m58.19s,-2d37m36.7s,post_disc,5,0,5
SN1997ez-FUV.fits.gz,SN1997ez,1997-12-29,8h21m38.13s,3d25m10.5s,post_disc,3,0,3
SN1997ez-NUV.fits.gz,SN1997ez,1997-12-29,8h21m38.13s,3d25m10.5s,post_disc,3,0,3
SN1997fa-FUV.fits.gz,SN1997fa,1997-12-29,8h22m03.72s,3d24m24.9s,post_disc,4,0,4
SN1997fa-NUV.fits.gz,SN1997fa,1997-12-29,8h22m03.72s,3d24m24.9s,post_disc,4,0,4
SN1997fd-FUV.fits.gz,SN1997fd,1997-12-28,3h41m15.65s,-53d29m30.8s,post_disc,3,0,3
SN1997fd-NUV.fits.gz,SN1997fd,1997-12-28,3h41m15.65s,-53d29m30.8s,post_disc,3,0,3
SN1997fe-FUV.fits.gz,SN1997fe,1997-12-31,4h33m07.64s,-61d26m19.3s,post_disc,4,0,4
SN1997fe-NUV.fits.gz,SN1997fe,1997-12-31,4h33m07.64s,-61d26m19.3s,post_disc,4,0,4
SN1997ff-FUV.fits.gz,SN1997ff,1997-12-23,12h36m44.1s,62d12m44.7s,post_disc,82,0,82
SN1997ff-NUV.fits.gz,SN1997ff,1997-12-23,12h36m44.1s,62d12m44.7s,post_disc,131,0,131
SN1997G-FUV.fits.gz,SN1997G,1997-01-05,4h58m30.23s,-3d16m04s,post_disc,2,0,2
SN1997G-NUV.fits.gz,SN1997G,1997-01-05,4h58m30.23s,-3d16m04s,post_disc,5,0,5
SN1997H-FUV.fits.gz,SN1997H,1997-01-05,4h59m36.57s,-3d09m34.6s,post_disc,2,0,2
SN1997H-NUV.fits.gz,SN1997H,1997-01-05,4h59m36.57s,-3d09m34.6s,post_disc,5,0,5
SN1997L-FUV.fits.gz,SN1997L,1997-01-05,8h21m57.14s,3d53m35.7s,post_disc,3,0,3
SN1997L-NUV.fits.gz,SN1997L,1997-01-05,8h21m57.14s,3d53m35.7s,post_disc,3,0,3
SN1997N-FUV.fits.gz,SN1997N,1997-01-05,8h23m50.03s,3d28m52.8s,post_disc,3,0,3
SN1997N-NUV.fits.gz,SN1997N,1997-01-05,8h23m50.03s,3d28m52.8s,post_disc,3,0,3
SN1997R-FUV.fits.gz,SN1997R,1997-01-06,10h57m19.23s,-3d54m51.7s,post_disc,56,0,56
SN1997R-NUV.fits.gz,SN1997R,1997-01-06,10h57m19.23s,-3d54m51.7s,post_disc,58,0,58
SN1997S-FUV.fits.gz,SN1997S,1997-01-06,10h57m51.59s,-3d45m46.9s,post_disc,56,0,56
SN1997S-NUV.fits.gz,SN1997S,1997-01-06,10h57m51.59s,-3d45m46.9s,post_disc,58,0,58
SN1997T-FUV.fits.gz,SN1997T,1997-01-19,11h55m47.46s,80d12m42.6s,post_disc,2,0,2
SN1997T-NUV.fits.gz,SN1997T,1997-01-19,11h55m47.46s,80d12m42.6s,post_disc,2,0,2
SN1998ab-NUV.fits.gz,SN1998ab,1998-04-01,12h48m47.24s,41d55m28.3s,post_disc,3,0,3
SN1998ac-FUV.fits.gz,SN1998ac,1998-02-27,9h31m20s,-5d16m24.3s,post_disc,2,0,2
SN1998ac-NUV.fits.gz,SN1998ac,1998-02-27,9h31m20s,-5d16m24.3s,post_disc,2,0,2
SN1998ag-FUV.fits.gz,SN1998ag,1998-03-25,13h43m36.42s,0d08m02.2s,post_disc,2,0,2
SN1998ag-NUV.fits.gz,SN1998ag,1998-03-25,13h43m36.42s,0d08m02.2s,post_disc,5,0,5
SN1998ah-FUV.fits.gz,SN1998ah,1998-03-26,9h28m15.74s,-5d21m57.9s,post_disc,2,0,2
SN1998ah-NUV.fits.gz,SN1998ah,1998-03-26,9h28m15.74s,-5d21m57.9s,post_disc,2,0,2
SN1998ai-NUV.fits.gz,SN1998ai,1998-03-26,13h42m27.59s,-0d06m47.2s,post_disc,3,0,3
SN1998ak-NUV.fits.gz,SN1998ak,1998-03-26,13h44m16.22s,-0d10m49.3s,post_disc,3,0,3
SN1998al-NUV.fits.gz,SN1998al,1998-03-26,13h43m05.37s,-0d25m43s,post_disc,3,0,3
SN1998ax-FUV.fits.gz,SN1998ax,1998-03-22,10h57m16.38s,-3d33m59.2s,post_disc,56,0,56
SN1998ax-NUV.fits.gz,SN1998ax,1998-03-22,10h57m16.38s,-3d33m59.2s,post_disc,58,0,58
SN1998ay-FUV.fits.gz,SN1998ay,1998-03-22,10h57m21.51s,-3d14m49.9s,post_disc,56,0,56
SN1998ay-NUV.fits.gz,SN1998ay,1998-03-22,10h57m21.51s,-3d14m49.9s,post_disc,57,0,57
SN1998ba-FUV.fits.gz,SN1998ba,1998-03-22,13h43m36.92s,2d19m30.6s,post_disc,2,0,2
SN1998ba-NUV.fits.gz,SN1998ba,1998-03-22,13h43m36.92s,2d19m30.6s,post_disc,3,0,3
SN1998bd-FUV.fits.gz,SN1998bd,1998-03-22,13h45m29.05s,1d57m32.5s,post_disc,2,0,2
SN1998bd-NUV.fits.gz,SN1998bd,1998-03-22,13h45m29.05s,1d57m32.5s,post_disc,3,0,3
SN1998be-FUV.fits.gz,SN1998be,1998-03-22,13h46m20.89s,2d02m40.4s,post_disc,3,0,3
SN1998be-NUV.fits.gz,SN1998be,1998-03-22,13h46m20.89s,2d02m40.4s,post_disc,5,0,5
SN1998bi-FUV.fits.gz,SN1998bi,1998-03-22,13h47m44.72s,2d20m57.2s,post_disc,2,0,2
SN1998bi-NUV.fits.gz,SN1998bi,1998-03-22,13h47m44.72s,2d20m57.2s,post_disc,3,0,3
SN1998bk-FUV.fits.gz,SN1998bk,1998-03-22,13h48m48.25s,2d58m41.2s,post_disc,2,0,2
SN1998bk-NUV.fits.gz,SN1998bk,1998-03-22,13h48m48.25s,2d58m41.2s,post_disc,3,0,3
SN1998bn-NUV.fits.gz,SN1998bn,1998-04-17,12h29m18.8s,-23d09m50.5s,post_disc,3,0,3
SN1998bq-FUV.fits.gz,SN1998bq,1998-04-18,15h10m20.53s,5d51m16.5s,post_disc,6,0,6
SN1998bq-NUV.fits.gz,SN1998bq,1998-04-18,15h10m20.53s,5d51m16.5s,post_disc,6,0,6
SN1998br-FUV.fits.gz,SN1998br,1998-04-28,15h10m24.94s,5d55m30s,post_disc,4,0,4
SN1998br-NUV.fits.gz,SN1998br,1998-04-28,15h10m24.94s,5d55m30s,post_disc,4,0,4
SN1998bs-NUV.fits.gz,SN1998bs,1998-04-18,13h26m31.55s,-31d09m10s,post_disc,6,0,6
SN1998cd-NUV.fits.gz,SN1998cd,1998-05-17,10h45m04.16s,39d25m12.5s,post_disc,5,0,5
SN1998ci-FUV.fits.gz,SN1998ci,1998-05-19,12h41m01.16s,-6d39m47.4s,post_disc,2,0,2
SN1998ci-NUV.fits.gz,SN1998ci,1998-05-19,12h41m01.16s,-6d39m47.4s,post_disc,2,0,2
SN1998cm-NUV.fits.gz,SN1998cm,1998-06-10,13h44m12.94s,3d00m40.4s,post_disc,3,0,3
SN1998cq-FUV.fits.gz,SN1998cq,1998-06-17,0h45m06.11s,-63d49m50.4s,post_disc,2,0,2
SN1998cq-NUV.fits.gz,SN1998cq,1998-06-17,0h45m06.11s,-63d49m50.4s,post_disc,2,0,2
SN1998cs-FUV.fits.gz,SN1998cs,1998-06-29,16h30m39.22s,41d12m54.4s,post_disc,26,0,26
SN1998cs-NUV.fits.gz,SN1998cs,1998-06-29,16h30m39.22s,41d12m54.4s,post_disc,57,0,57
SN1998cw-FUV.fits.gz,SN1998cw,1998-06-24,22h56m19.67s,-35d09m59.9s,post_disc,2,0,2
SN1998cw-NUV.fits.gz,SN1998cw,1998-06-24,22h56m19.67s,-35d09m59.9s,post_disc,4,0,4
SN1998dj-FUV.fits.gz,SN1998dj,1998-08-08,2h01m06.92s,-6d49m04.8s,post_disc,2,0,2
SN1998dj-NUV.fits.gz,SN1998dj,1998-08-08,2h01m06.92s,-6d49m04.8s,post_disc,3,0,3
SN1998do-FUV.fits.gz,SN1998do,1998-08-01,1h14m30.91s,0d28m12.8s,post_disc,6,0,6
SN1998do-NUV.fits.gz,SN1998do,1998-08-01,1h14m30.91s,0d28m12.8s,post_disc,11,0,11
SN1998dq-FUV.fits.gz,SN1998dq,1998-08-23,19h11m23.78s,-50d38m25.5s,post_disc,2,0,2
SN1998dq-NUV.fits.gz,SN1998dq,1998-08-23,19h11m23.78s,-50d38m25.5s,post_disc,2,0,2
SN1998dr-FUV.fits.gz,SN1998dr,1998-08-28,0h09m30.68s,-48d50m39.1s,post_disc,2,0,2
SN1998dr-NUV.fits.gz,SN1998dr,1998-08-28,0h09m30.68s,-48d50m39.1s,post_disc,2,0,2
SN1998du-FUV.fits.gz,SN1998du,1998-08-14,0h45m11.73s,-63d48m21.6s,post_disc,2,0,2
SN1998du-NUV.fits.gz,SN1998du,1998-08-14,0h45m11.73s,-63d48m21.6s,post_disc,2,0,2
SN1998dv-FUV.fits.gz,SN1998dv,1998-08-22,4h29m46.79s,-61d30m25.4s,post_disc,4,0,4
SN1998dv-NUV.fits.gz,SN1998dv,1998-08-22,4h29m46.79s,-61d30m25.4s,post_disc,4,0,4
SN1998dy-FUV.fits.gz,SN1998dy,1998-07-14,4h29m54.24s,-61d12m43.1s,post_disc,4,0,4
SN1998dy-NUV.fits.gz,SN1998dy,1998-07-14,4h29m54.24s,-61d12m43.1s,post_disc,4,0,4
SN1998ea-FUV.fits.gz,SN1998ea,1998-09-06,4h33m46.59s,-61d35m20.4s,post_disc,4,0,4
SN1998ea-NUV.fits.gz,SN1998ea,1998-09-06,4h33m46.59s,-61d35m20.4s,post_disc,4,0,4
SN1998ef-NUV.fits.gz,SN1998ef,1998-10-18,1h03m26.87s,32d14m12.4s,post_disc,2,0,2
SN1998em-FUV.fits.gz,SN1998em,1998-10-26,19h15m12.69s,-54d06m49.7s,post_disc,2,0,2
SN1998em-NUV.fits.gz,SN1998em,1998-10-26,19h15m12.69s,-54d06m49.7s,post_disc,2,0,2
SN1998en-FUV.fits.gz,SN1998en,1998-10-30,7h04m00.05s,50d40m30s,post_disc,3,0,3
SN1998en-NUV.fits.gz,SN1998en,1998-10-30,7h04m00.05s,50d40m30s,post_disc,3,0,3
SN1998eo-FUV.fits.gz,SN1998eo,1998-10-15,4h56m15.47s,-3d46m38.7s,post_disc,2,0,2
SN1998eo-NUV.fits.gz,SN1998eo,1998-10-15,4h56m15.47s,-3d46m38.7s,post_disc,4,0,4
SN1998eu-FUV.fits.gz,SN1998eu,1998-11-14,0h59m58.66s,14d18m00.4s,post_disc,5,0,5
SN1998eu-NUV.fits.gz,SN1998eu,1998-11-14,0h59m58.66s,14d18m00.4s,post_disc,7,0,7
SN1998ez-FUV.fits.gz,SN1998ez,1998-12-08,3h57m32.93s,-27d12m13.6s,post_disc,2,0,2
SN1998ez-NUV.fits.gz,SN1998ez,1998-12-08,3h57m32.93s,-27d12m13.6s,post_disc,2,0,2
SN1998M-NUV.fits.gz,SN1998M,1998-01-24,11h33m44.37s,4d05m13.4s,post_disc,3,0,3
SN1998Q-FUV.fits.gz,SN1998Q,1998-01-27,13h32m46.38s,-31d37m23.5s,post_disc,4,0,4
SN1998Q-NUV.fits.gz,SN1998Q,1998-01-27,13h32m46.38s,-31d37m23.5s,post_disc,4,0,4
SN1999aa-FUV.fits.gz,SN1999aa,1999-02-11,8h27m42.03s,21d29m14.8s,post_disc,3,0,3
SN1999aa-NUV.fits.gz,SN1999aa,1999-02-11,8h27m42.03s,21d29m14.8s,post_disc,5,0,5
SN1999ac-FUV.fits.gz,SN1999ac,1999-02-26,16h07m15.01s,7d58m20.4s,post_disc,5,0,5
SN1999ac-NUV.fits.gz,SN1999ac,1999-02-26,16h07m15.01s,7d58m20.4s,post_disc,5,0,5
SN1999af-FUV.fits.gz,SN1999af,1999-02-12,13h44m50.95s,-6d40m12.6s,post_disc,2,0,2
SN1999af-NUV.fits.gz,SN1999af,1999-02-12,13h44m50.95s,-6d40m12.6s,post_disc,2,0,2
SN1999as-FUV.fits.gz,SN1999as,1999-02-18,9h16m30.86s,13d39m02.2s,post_disc,4,0,4
SN1999as-NUV.fits.gz,SN1999as,1999-02-18,9h16m30.86s,13d39m02.2s,post_disc,17,0,17
SN1999av-FUV.fits.gz,SN1999av,1999-03-09,10h55m49.7s,-9d20m22.9s,post_disc,2,0,2
SN1999av-NUV.fits.gz,SN1999av,1999-03-09,10h55m49.7s,-9d20m22.9s,post_disc,3,0,3
SN1999aw-NUV.fits.gz,SN1999aw,1999-03-09,11h01m36.37s,-6d06m31.6s,post_disc,5,0,5
SN1999ax-FUV.fits.gz,SN1999ax,1999-03-20,14h03m57.92s,15d51m09.2s,post_disc,2,0,2
SN1999ax-NUV.fits.gz,SN1999ax,1999-03-20,14h03m57.92s,15d51m09.2s,post_disc,4,0,4
SN1999az-FUV.fits.gz,SN1999az,1999-02-23,10h18m56.37s,-10d25m18.1s,post_disc,2,0,2
SN1999az-NUV.fits.gz,SN1999az,1999-02-23,10h18m56.37s,-10d25m18.1s,post_disc,4,0,4
SN1999bf-FUV.fits.gz,SN1999bf,1999-03-10,11h49m52.28s,-0d41m19.9s,post_disc,3,0,3
SN1999bf-NUV.fits.gz,SN1999bf,1999-03-10,11h49m52.28s,-0d41m19.9s,post_disc,5,0,5
SN1999bi-FUV.fits.gz,SN1999bi,1999-03-11,11h01m15.66s,-11d45m16s,post_disc,2,0,2
SN1999bi-NUV.fits.gz,SN1999bi,1999-03-11,11h01m15.66s,-11d45m16s,post_disc,2,0,2
SN1999bl-FUV.fits.gz,SN1999bl,1999-03-15,11h12m13.6s,-5d04m44.8s,post_disc,2,0,2
SN1999bl-NUV.fits.gz,SN1999bl,1999-03-15,11h12m13.6s,-5d04m44.8s,post_disc,3,0,3
SN1999bq-NUV.fits.gz,SN1999bq,1999-03-20,13h06m54.46s,-12d37m11.6s,post_disc,2,0,2
SN1999bt-FUV.fits.gz,SN1999bt,1999-04-09,17h11m37.77s,72d25m15.5s,post_disc,3,0,3
SN1999bt-NUV.fits.gz,SN1999bt,1999-04-09,17h11m37.77s,72d25m15.5s,post_disc,5,0,5
SN1999by-FUV.fits.gz,SN1999by,1999-04-30,9h21m52.07s,51d00m06.6s,post_disc,14,0,14
SN1999by-NUV.fits.gz,SN1999by,1999-04-30,9h21m52.07s,51d00m06.6s,post_disc,17,0,17
SN1999cb-FUV.fits.gz,SN1999cb,1999-04-04,16h25m48.41s,40d20m32.4s,post_disc,3,0,3
SN1999cb-NUV.fits.gz,SN1999cb,1999-04-04,16h25m48.41s,40d20m32.4s,post_disc,6,0,6
SN1999cc-FUV.fits.gz,SN1999cc,1999-05-08,16h02m42.03s,37d21m34.4s,post_disc,2,0,2
SN1999cc-NUV.fits.gz,SN1999cc,1999-05-08,16h02m42.03s,37d21m34.4s,post_disc,2,0,2
SN1999cf-NUV.fits.gz,SN1999cf,1999-05-22,13h33m29.71s,33d03m22.9s,post_disc,4,0,4
SN1999ch-FUV.fits.gz,SN1999ch,1999-05-13,16h54m45.69s,39d59m13.9s,post_disc,39,0,39
SN1999ch-NUV.fits.gz,SN1999ch,1999-05-13,16h54m45.69s,39d59m13.9s,post_disc,60,0,60
SN1999ci-NUV.fits.gz,SN1999ci,1999-05-15,14h52m12.7s,27d54m22.2s,post_disc,4,0,4
SN1999cj-FUV.fits.gz,SN1999cj,1999-04-17,10h14m02.46s,-0d14m02.5s,post_disc,3,0,3
SN1999cj-NUV.fits.gz,SN1999cj,1999-04-17,10h14m02.46s,-0d14m02.5s,post_disc,4,0,4
SN1999ck-FUV.fits.gz,SN1999ck,1999-04-16,14h08m56.59s,-0d05m50.7s,post_disc,4,0,4
SN1999ck-NUV.fits.gz,SN1999ck,1999-04-16,14h08m56.59s,-0d05m50.7s,post_disc,6,0,6
SN1999cl-NUV.fits.gz,SN1999cl,1999-05-29,12h31m56.01s,14d25m35.3s,post_disc,3,0,3
SN1999cp-NUV.fits.gz,SN1999cp,1999-06-18,14h06m31.3s,-5d26m49s,post_disc,2,0,2
SN1999ct-FUV.fits.gz,SN1999ct,1999-06-13,13h13m04.56s,46d15m52.7s,post_disc,3,0,3
SN1999ct-NUV.fits.gz,SN1999ct,1999-06-13,13h13m04.56s,46d15m52.7s,post_disc,4,0,4
SN1999dg-FUV.fits.gz,SN1999dg,1999-07-23,15h11m28.41s,13d29m05.7s,post_disc,2,0,2
SN1999dg-NUV.fits.gz,SN1999dg,1999-07-23,15h11m28.41s,13d29m05.7s,post_disc,2,0,2
SN1999dq-FUV.fits.gz,SN1999dq,1999-09-02,2h33m59.68s,20d58m30.4s,post_disc,2,0,2
SN1999dq-NUV.fits.gz,SN1999dq,1999-09-02,2h33m59.68s,20d58m30.4s,post_disc,2,0,2
SN1999dr-FUV.fits.gz,SN1999dr,1999-09-02,23h00m17.56s,-0d05m12.5s,post_disc,5,0,5
SN1999dr-NUV.fits.gz,SN1999dr,1999-09-02,23h00m17.56s,-0d05m12.5s,post_disc,5,0,5
SN1999du-FUV.fits.gz,SN1999du,1999-09-08,1h07m05.94s,-0d07m53.8s,post_disc,4,0,4
SN1999du-NUV.fits.gz,SN1999du,1999-09-08,1h07m05.94s,-0d07m53.8s,post_disc,4,0,4
SN1999dw-FUV.fits.gz,SN1999dw,1999-09-07,1h22m52.8s,-0d16m20.8s,post_disc,6,0,6
SN1999dw-NUV.fits.gz,SN1999dw,1999-09-07,1h22m52.8s,-0d16m20.8s,post_disc,6,0,6
SN1999dx-FUV.fits.gz,SN1999dx,1999-09-08,1h33m59.4s,0d04m15.3s,post_disc,4,0,4
SN1999dx-NUV.fits.gz,SN1999dx,1999-09-08,1h33m59.4s,0d04m15.3s,post_disc,4,0,4
SN1999dz-FUV.fits.gz,SN1999dz,1999-09-08,1h37m03.24s,0d01m57.9s,post_disc,4,0,4
SN1999dz-NUV.fits.gz,SN1999dz,1999-09-08,1h37m03.24s,0d01m57.9s,post_disc,6,0,6
SN1999ea-FUV.fits.gz,SN1999ea,1999-09-09,1h47m26.09s,-0d02m07.2s,post_disc,3,0,3
SN1999ea-NUV.fits.gz,SN1999ea,1999-09-09,1h47m26.09s,-0d02m07.2s,post_disc,3,0,3
SN1999ec-FUV.fits.gz,SN1999ec,1999-10-02,6h16m16.16s,-21d22m09.8s,post_disc,2,0,2
SN1999ec-NUV.fits.gz,SN1999ec,1999-10-02,6h16m16.16s,-21d22m09.8s,post_disc,4,0,4
SN1999ee-NUV.fits.gz,SN1999ee,1999-10-07,22h16m09.4s,-36d50m31.5s,post_disc,4,0,4
SN1999ej-FUV.fits.gz,SN1999ej,1999-10-18,1h22m57.38s,33d27m58s,post_disc,5,0,5
SN1999ej-NUV.fits.gz,SN1999ej,1999-10-18,1h22m57.38s,33d27m58s,post_disc,5,0,5
SN1999F-NUV.fits.gz,SN1999F,1999-01-12,11h27m15.05s,-6d10m33.4s,post_disc,2,0,2
SN1999fc-FUV.fits.gz,SN1999fc,1999-10-04,3h02m30.41s,0d10m14s,post_disc,4,0,4
SN1999fc-NUV.fits.gz,SN1999fc,1999-10-04,3h02m30.41s,0d10m14s,post_disc,4,0,4
SN1999fd-FUV.fits.gz,SN1999fd,1999-10-04,3h03m17.49s,0d03m06.6s,post_disc,3,0,3
SN1999fd-NUV.fits.gz,SN1999fd,1999-10-04,3h03m17.49s,0d03m06.6s,post_disc,3,0,3
SN1999fi-FUV.fits.gz,SN1999fi,1999-11-03,2h28m11.67s,0d43m39.3s,post_disc,25,0,25
SN1999fi-NUV.fits.gz,SN1999fi,1999-11-03,2h28m11.67s,0d43m39.3s,post_disc,25,0,25
SN1999fm-FUV.fits.gz,SN1999fm,1999-11-03,2h30m35.62s,1d09m43.3s,post_disc,9,0,9
SN1999fm-NUV.fits.gz,SN1999fm,1999-11-03,2h30m35.62s,1d09m43.3s,post_disc,9,0,9
SN1999fu-FUV.fits.gz,SN1999fu,1999-11-03,23h29m48.21s,0d08m27s,post_disc,67,0,67
SN1999fu-NUV.fits.gz,SN1999fu,1999-11-03,23h29m48.21s,0d08m27s,post_disc,85,0,85
SN1999fv-FUV.fits.gz,SN1999fv,1999-11-03,23h30m35.8s,0d16m40s,post_disc,78,0,78
SN1999fv-NUV.fits.gz,SN1999fv,1999-11-03,23h30m35.8s,0d16m40s,post_disc,98,0,98
SN1999fw-FUV.fits.gz,SN1999fw,1999-11-03,23h31m53.03s,0d09m32.3s,post_disc,180,0,180
SN1999fw-NUV.fits.gz,SN1999fw,1999-11-03,23h31m53.03s,0d09m32.3s,post_disc,196,0,196
SN1999fx-FUV.fits.gz,SN1999fx,1999-11-03,23h33m37.79s,0d12m03.8s,post_disc,125,0,125
SN1999fx-NUV.fits.gz,SN1999fx,1999-11-03,23h33m37.79s,0d12m03.8s,post_disc,130,0,130
SN1999fz-FUV.fits.gz,SN1999fz,1999-11-18,13h02m16.34s,78d32m29.4s,post_disc,4,0,4
SN1999fz-NUV.fits.gz,SN1999fz,1999-11-18,13h02m16.34s,78d32m29.4s,post_disc,6,0,6
SN1999gh-NUV.fits.gz,SN1999gh,1999-12-03,9h44m19.75s,-21d16m25s,post_disc,2,0,2
SN1999gj-FUV.fits.gz,SN1999gj,1999-11-17,10h29m19.27s,26d06m19.2s,post_disc,2,0,2
