File,Disc. Date,R.A.,Dec.,Category,Total Epochs,Epochs Pre-SN,Epochs Post-SN
SDSS-II_SN_15753-FUV.fits.gz,nan,nan,nan,nan,nan,nan,nan
SDSS-II_SN_15753-NUV.fits.gz,nan,nan,nan,nan,nan,nan,nan
SDSS-II_SN_15755-FUV.fits.gz,2006-10-17,23h53m36.778s,0d13m34.86s,pre_post_disc,4,1,3
SDSS-II_SN_15755-NUV.fits.gz,2006-10-17,23h53m36.778s,0d13m34.86s,pre_post_disc,4,1,3
SDSS-II_SN_15759-FUV.fits.gz,2006-10-13,0h59m27.432s,0d19m08.7312s,pre_post_disc,5,1,4
SDSS-II_SN_15759-NUV.fits.gz,2006-10-13,0h59m27.432s,0d19m08.7312s,pre_post_disc,5,1,4
SDSS-II_SN_15761-FUV.fits.gz,2006-10-17,1h21m10.46s,0d20m27.7s,pre_post_disc,9,2,7
SDSS-II_SN_15761-NUV.fits.gz,2006-10-17,1h21m10.46s,0d20m27.7s,pre_post_disc,9,2,7
SDSS-II_SN_15765-FUV.fits.gz,2006-10-21,2h11m23.318s,0d14m45.93s,pre_post_disc,2,1,1
SDSS-II_SN_15765-NUV.fits.gz,2006-10-21,2h11m23.318s,0d14m45.93s,pre_post_disc,2,1,1
SDSS-II_SN_15773-FUV.fits.gz,2006-10-13,1h13m08.376s,-0d59m57.624s,post_disc,5,0,5
SDSS-II_SN_15773-NUV.fits.gz,2006-10-13,1h13m08.376s,-0d59m57.624s,post_disc,6,0,6
SDSS-II_SN_15779-FUV.fits.gz,2006-10-21,23h02m34.8s,-0d27m45.18s,pre_post_disc,6,2,4
SDSS-II_SN_15779-NUV.fits.gz,2006-10-21,23h02m34.8s,-0d27m45.18s,pre_post_disc,6,2,4
SDSS-II_SN_15785-FUV.fits.gz,2006-10-13,2h01m06.83s,-0d32m21.4s,post_disc,2,0,2
SDSS-II_SN_15785-NUV.fits.gz,2006-10-13,2h01m06.83s,-0d32m21.4s,post_disc,2,0,2
SDSS-II_SN_15802-FUV.fits.gz,nan,nan,nan,nan,nan,nan,nan
SDSS-II_SN_15802-NUV.fits.gz,nan,nan,nan,nan,nan,nan,nan
SDSS-II_SN_15803-FUV.fits.gz,2006-10-12,1h13m04.996s,-0d40m18.41s,pre_post_disc,8,1,7
SDSS-II_SN_15803-NUV.fits.gz,2006-10-12,1h13m04.996s,-0d40m18.41s,pre_post_disc,12,1,11
SDSS-II_SN_15805-FUV.fits.gz,2006-10-02,1h31m29.256s,-0d43m04.2744s,pre_post_disc,5,2,3
SDSS-II_SN_15805-NUV.fits.gz,2006-10-02,1h31m29.256s,-0d43m04.2744s,pre_post_disc,5,2,3
SDSS-II_SN_15806-FUV.fits.gz,2006-10-22,1h36m22.153s,-0d49m50.27s,pre_post_disc,4,2,2
SDSS-II_SN_15806-NUV.fits.gz,2006-10-22,1h36m22.153s,-0d49m50.27s,pre_post_disc,4,2,2
SDSS-II_SN_15812-FUV.fits.gz,2006-10-20,1h17m26.389s,-0d18m32.23s,post_disc,5,0,5
SDSS-II_SN_15812-NUV.fits.gz,2006-10-20,1h17m26.389s,-0d18m32.23s,post_disc,5,0,5
SDSS-II_SN_15813-FUV.fits.gz,nan,nan,nan,nan,nan,nan,nan
SDSS-II_SN_15813-NUV.fits.gz,nan,nan,nan,nan,nan,nan,nan
SDSS-II_SN_15814-FUV.fits.gz,2006-10-16,1h58m54.045s,-0d22m21.55s,pre_post_disc,6,2,4
SDSS-II_SN_15814-NUV.fits.gz,2006-10-16,1h58m54.045s,-0d22m21.55s,pre_post_disc,6,2,4
SDSS-II_SN_15817-FUV.fits.gz,2006-10-20,1h58m15.514s,0d00m48.06s,pre_post_disc,4,2,2
SDSS-II_SN_15817-NUV.fits.gz,2006-10-20,1h58m15.514s,0d00m48.06s,pre_post_disc,6,2,4
SDSS-II_SN_15822-NUV.fits.gz,2006-10-22,20h45m25.2s,0d06m04.9752s,pre_post_disc,14,7,7
SDSS-II_SN_15823-NUV.fits.gz,2006-10-29,20h57m00.635s,0d11m56.73s,pre_post_disc,5,4,1
SDSS-II_SN_15850-FUV.fits.gz,2006-10-20,0h02m40.21s,-1d09m54.45s,pre_post_disc,4,1,3
SDSS-II_SN_15850-NUV.fits.gz,2006-10-20,0h02m40.21s,-1d09m54.45s,pre_post_disc,4,1,3
SDSS-II_SN_15860-FUV.fits.gz,2006-10-16,0h18m23.381s,0d10m59.11s,pre_post_disc,6,1,5
SDSS-II_SN_15860-NUV.fits.gz,2006-10-16,0h18m23.381s,0d10m59.11s,pre_post_disc,6,1,5
SDSS-II_SN_15865-FUV.fits.gz,2006-10-27,3h48m16.08s,0d29m55.64s,pre_post_disc,3,1,2
SDSS-II_SN_15865-NUV.fits.gz,2006-10-27,3h48m16.08s,0d29m55.64s,pre_post_disc,3,1,2
SDSS-II_SN_15866-FUV.fits.gz,2006-10-22,22h35m07.412s,0d58m04.94s,single,1,1,0
SDSS-II_SN_15866-NUV.fits.gz,2006-10-22,22h35m07.412s,0d58m04.94s,pre_post_disc,2,1,1
SDSS-II_SN_15902-FUV.fits.gz,nan,nan,nan,nan,nan,nan,nan
SDSS-II_SN_15902-NUV.fits.gz,nan,nan,nan,nan,nan,nan,nan
SDSS-II_SN_15903-FUV.fits.gz,2006-10-21,3h15m37.447s,-0d36m09.16s,pre_post_disc,4,1,3
SDSS-II_SN_15903-NUV.fits.gz,2006-10-21,3h15m37.447s,-0d36m09.16s,pre_post_disc,5,1,4
SDSS-II_SN_15909-FUV.fits.gz,nan,nan,nan,nan,nan,nan,nan
SDSS-II_SN_15909-NUV.fits.gz,nan,nan,nan,nan,nan,nan,nan
SDSS-II_SN_15916-FUV.fits.gz,2006-10-23,23h32m58.56s,0d18m26.1s,pre_post_disc,125,68,57
SDSS-II_SN_15916-NUV.fits.gz,2006-10-23,23h32m58.56s,0d18m26.1s,pre_post_disc,130,73,57
SDSS-II_SN_15929-FUV.fits.gz,2006-10-29,22h58m22.08s,-0d15m09.162s,pre_post_disc,11,3,8
SDSS-II_SN_15929-NUV.fits.gz,2006-10-29,22h58m22.08s,-0d15m09.162s,pre_post_disc,16,4,12
SDSS-II_SN_15935-FUV.fits.gz,2006-10-20,21h43m51.12s,0d26m23.89s,pre_post_disc,3,2,1
SDSS-II_SN_15935-NUV.fits.gz,2006-10-20,21h43m51.12s,0d26m23.89s,pre_post_disc,3,2,1
SDSS-II_SN_15944-FUV.fits.gz,2006-10-14,23h14m45.803s,0d25m36.16s,pre_post_disc,5,3,2
SDSS-II_SN_15944-NUV.fits.gz,2006-10-14,23h14m45.803s,0d25m36.16s,pre_post_disc,5,3,2
SDSS-II_SN_15945-FUV.fits.gz,2006-10-27,23h37m20.444s,0d29m58.97s,pre_post_disc,4,3,1
SDSS-II_SN_15945-NUV.fits.gz,2006-10-27,23h37m20.444s,0d29m58.97s,pre_post_disc,4,3,1
SDSS-II_SN_15946-FUV.fits.gz,2006-11-08,23h40m45.12s,0d37m56.147s,pre_post_disc,5,3,2
SDSS-II_SN_15946-NUV.fits.gz,2006-11-08,23h40m45.12s,0d37m56.147s,pre_post_disc,5,3,2
SDSS-II_SN_15950-FUV.fits.gz,nan,nan,nan,nan,nan,nan,nan
SDSS-II_SN_15950-NUV.fits.gz,nan,nan,nan,nan,nan,nan,nan
SDSS-II_SN_15953-FUV.fits.gz,2006-11-22,1h12m56.753s,0d56m25.15s,pre_post_disc,8,2,6
SDSS-II_SN_15953-NUV.fits.gz,2006-11-22,1h12m56.753s,0d56m25.15s,pre_post_disc,14,2,12
SDSS-II_SN_15955-FUV.fits.gz,2006-10-16,0h34m21.5064s,-1d12m14.904s,pre_post_disc,5,2,3
SDSS-II_SN_15955-NUV.fits.gz,2006-10-16,0h34m21.5064s,-1d12m14.904s,pre_post_disc,5,2,3
SDSS-II_SN_15961-FUV.fits.gz,2006-10-22,0h14m59.94s,-0d48m15.4656s,pre_post_disc,6,1,5
SDSS-II_SN_15961-NUV.fits.gz,2006-10-22,0h14m59.94s,-0d48m15.4656s,pre_post_disc,6,1,5
SDSS-II_SN_15967-FUV.fits.gz,2006-10-16,1h28m20.24s,-0d46m15.48s,pre_post_disc,5,2,3
SDSS-II_SN_15967-NUV.fits.gz,2006-10-16,1h28m20.24s,-0d46m15.48s,pre_post_disc,6,2,4
SDSS-II_SN_15973-FUV.fits.gz,2006-10-20,1h46m21.744s,0d53m22.999s,pre_post_disc,5,2,3
SDSS-II_SN_15973-NUV.fits.gz,2006-10-20,1h46m21.744s,0d53m22.999s,pre_post_disc,5,2,3
SDSS-II_SN_15992-FUV.fits.gz,2006-09-18,0h35m32.62s,0d01m30.8s,pre_post_disc,9,1,8
SDSS-II_SN_15992-NUV.fits.gz,2006-09-18,0h35m32.62s,0d01m30.8s,pre_post_disc,9,1,8
SDSS-II_SN_15994-FUV.fits.gz,2006-10-29,0h47m43.781s,0d06m01.66s,pre_post_disc,4,1,3
SDSS-II_SN_15994-NUV.fits.gz,2006-10-29,0h47m43.781s,0d06m01.66s,pre_post_disc,4,1,3
SDSS-II_SN_16001-FUV.fits.gz,2006-10-12,1h29m02.64s,0d02m12.69s,pre_post_disc,4,2,2
SDSS-II_SN_16001-NUV.fits.gz,2006-10-12,1h29m02.64s,0d02m12.69s,pre_post_disc,4,2,2
SDSS-II_SN_16015-FUV.fits.gz,2006-10-21,0h14m52.6776s,-0d25m34.0464s,pre_post_disc,6,1,5
SDSS-II_SN_16015-NUV.fits.gz,2006-10-21,0h14m52.6776s,-0d25m34.0464s,pre_post_disc,6,1,5
SDSS-II_SN_16024-FUV.fits.gz,2006-10-16,1h16m12.168s,-0d22m37.92s,post_disc,5,0,5
SDSS-II_SN_16024-NUV.fits.gz,2006-10-16,1h16m12.168s,-0d22m37.92s,post_disc,5,0,5
SDSS-II_SN_16039-FUV.fits.gz,2006-10-16,1h37m48.264s,-1d05m48.012s,pre_post_disc,5,2,3
SDSS-II_SN_16039-NUV.fits.gz,2006-10-16,1h37m48.264s,-1d05m48.012s,pre_post_disc,5,2,3
SDSS-II_SN_16044-FUV.fits.gz,2006-10-16,2h45m40.44s,-1d05m16.98s,single,1,1,0
SDSS-II_SN_16044-NUV.fits.gz,2006-10-16,2h45m40.44s,-1d05m16.98s,pre_post_disc,3,1,2
SDSS-II_SN_16048-FUV.fits.gz,2006-10-16,2h23m22.3s,-0d40m56.7s,post_disc,4,0,4
SDSS-II_SN_16048-NUV.fits.gz,2006-10-16,2h23m22.3s,-0d40m56.7s,post_disc,4,0,4
SDSS-II_SN_16054-FUV.fits.gz,2006-11-09,22h31m21.84s,1d03m37.224s,single,1,1,0
SDSS-II_SN_16054-NUV.fits.gz,2006-11-09,22h31m21.84s,1d03m37.224s,pre_post_disc,2,1,1
SDSS-II_SN_16091-FUV.fits.gz,2006-10-31,3h20m45.611s,0d50m30.93s,post_disc,2,0,2
SDSS-II_SN_16091-NUV.fits.gz,2006-10-31,3h20m45.611s,0d50m30.93s,post_disc,2,0,2
SDSS-II_SN_16094-FUV.fits.gz,2006-10-17,0h36m54.3888s,1d06m35.928s,pre_post_disc,5,1,4
SDSS-II_SN_16094-NUV.fits.gz,2006-10-17,0h36m54.3888s,1d06m35.928s,pre_post_disc,5,1,4
SDSS-II_SN_16098-FUV.fits.gz,2006-10-22,3h37m28.824s,-0d37m47.784s,post_disc,3,0,3
SDSS-II_SN_16098-NUV.fits.gz,2006-10-22,3h37m28.824s,-0d37m47.784s,post_disc,4,0,4
SDSS-II_SN_16104-FUV.fits.gz,2006-10-22,21h06m15.36s,-1d03m59.22s,pre_post_disc,4,2,2
SDSS-II_SN_16104-NUV.fits.gz,2006-10-22,21h06m15.36s,-1d03m59.22s,pre_post_disc,8,2,6
SDSS-II_SN_16111-FUV.fits.gz,2006-10-22,21h57m16.063s,0d56m07.62s,pre_post_disc,11,7,4
SDSS-II_SN_16111-NUV.fits.gz,2006-10-22,21h57m16.063s,0d56m07.62s,pre_post_disc,11,7,4
SDSS-II_SN_16121-FUV.fits.gz,2006-10-27,3h16m54.936s,-0d21m21.528s,pre_post_disc,6,1,5
SDSS-II_SN_16121-NUV.fits.gz,2006-10-27,3h16m54.936s,-0d21m21.528s,pre_post_disc,8,1,7
SDSS-II_SN_16125-FUV.fits.gz,2006-10-27,0h49m29.688s,0d03m19.93s,pre_post_disc,3,1,2
SDSS-II_SN_16125-NUV.fits.gz,2006-10-27,0h49m29.688s,0d03m19.93s,pre_post_disc,3,1,2
SDSS-II_SN_16129-FUV.fits.gz,2006-10-20,3h13m59.52s,0d12m46.73s,pre_post_disc,4,1,3
SDSS-II_SN_16129-NUV.fits.gz,2006-10-20,3h13m59.52s,0d12m46.73s,pre_post_disc,5,1,4
SDSS-II_SN_16130-FUV.fits.gz,2006-10-29,3h27m05.962s,0d09m28.22s,pre_post_disc,3,1,2
SDSS-II_SN_16130-NUV.fits.gz,2006-10-29,3h27m05.962s,0d09m28.22s,pre_post_disc,3,1,2
SDSS-II_SN_16136-FUV.fits.gz,2006-11-08,2h13m56.605s,-0d43m53.74s,pre_post_disc,4,2,2
SDSS-II_SN_16136-NUV.fits.gz,2006-11-08,2h13m56.605s,-0d43m53.74s,pre_post_disc,4,2,2
SDSS-II_SN_16142-FUV.fits.gz,2006-10-29,0h04m05.9496s,0d29m10.813s,pre_post_disc,8,1,7
SDSS-II_SN_16142-NUV.fits.gz,2006-10-29,0h04m05.9496s,0d29m10.813s,pre_post_disc,8,1,7
SDSS-II_SN_16148-FUV.fits.gz,2006-10-27,3h14m38.697s,0d35m17.77s,pre_post_disc,10,1,9
SDSS-II_SN_16148-NUV.fits.gz,2006-10-27,3h14m38.697s,0d35m17.77s,pre_post_disc,13,1,12
SDSS-II_SN_16153-FUV.fits.gz,2006-10-22,3h27m29.736s,0d53m43.91s,pre_post_disc,3,1,2
SDSS-II_SN_16153-NUV.fits.gz,2006-10-22,3h27m29.736s,0d53m43.91s,pre_post_disc,4,1,3
SDSS-II_SN_16163-FUV.fits.gz,2006-11-09,2h05m59.76s,-0d51m21.1s,pre_post_disc,6,3,3
SDSS-II_SN_16163-NUV.fits.gz,2006-11-09,2h05m59.76s,-0d51m21.1s,pre_post_disc,6,3,3
SDSS-II_SN_16172-FUV.fits.gz,2006-11-01,3h50m49.339s,-0d13m08.98s,pre_post_disc,6,1,5
SDSS-II_SN_16172-NUV.fits.gz,2006-11-01,3h50m49.339s,-0d13m08.98s,pre_post_disc,8,1,7
SDSS-II_SN_16199-FUV.fits.gz,2006-10-23,22h11m46.639s,1d08m06.12s,pre_post_disc,12,3,9
SDSS-II_SN_16199-NUV.fits.gz,2006-10-23,22h11m46.639s,1d08m06.12s,pre_post_disc,43,3,40
SDSS-II_SN_16202-FUV.fits.gz,2006-10-21,21h27m11.04s,-0d04m49.35s,pre_post_disc,9,4,5
SDSS-II_SN_16202-NUV.fits.gz,2006-10-21,21h27m11.04s,-0d04m49.35s,pre_post_disc,9,4,5
SDSS-II_SN_16219-FUV.fits.gz,nan,nan,nan,nan,nan,nan,nan
SDSS-II_SN_16219-NUV.fits.gz,nan,nan,nan,nan,nan,nan,nan
SDSS-II_SN_16236-FUV.fits.gz,2006-10-21,22h18m56.4s,-0d30m42.3s,post_disc,5,0,5
SDSS-II_SN_16236-NUV.fits.gz,2006-10-21,22h18m56.4s,-0d30m42.3s,post_disc,38,0,38
SDSS-II_SN_16237-FUV.fits.gz,2006-10-31,1h32m02.52s,-0d37m24.6s,pre_post_disc,5,3,2
SDSS-II_SN_16237-NUV.fits.gz,2006-10-31,1h32m02.52s,-0d37m24.6s,pre_post_disc,5,3,2
SDSS-II_SN_16238-FUV.fits.gz,2006-10-31,1h51m39.633s,-0d26m08.84s,pre_post_disc,4,2,2
SDSS-II_SN_16238-NUV.fits.gz,2006-10-31,1h51m39.633s,-0d26m08.84s,pre_post_disc,4,2,2
SDSS-II_SN_16247-FUV.fits.gz,2006-10-31,3h45m28.747s,-0d27m48.17s,single,1,0,1
SDSS-II_SN_16247-NUV.fits.gz,2006-10-31,3h45m28.747s,-0d27m48.17s,post_disc,2,0,2
SDSS-II_SN_16298-FUV.fits.gz,2006-10-22,22h01m38.88s,0d34m34.2s,pre_post_disc,5,4,1
SDSS-II_SN_16298-NUV.fits.gz,2006-10-22,22h01m38.88s,0d34m34.2s,pre_post_disc,5,4,1
SDSS-II_SN_16301-FUV.fits.gz,2006-10-29,21h50m06.96s,1d01m59.916s,pre_post_disc,4,3,1
SDSS-II_SN_16301-NUV.fits.gz,2006-10-29,21h50m06.96s,1d01m59.916s,pre_post_disc,5,4,1
SDSS-II_SN_16302-FUV.fits.gz,2006-10-29,22h07m04.13s,0d11m00.3s,pre_post_disc,8,4,4
SDSS-II_SN_16302-NUV.fits.gz,2006-10-29,22h07m04.13s,0d11m00.3s,pre_post_disc,12,5,7
SDSS-II_SN_16356-FUV.fits.gz,2006-11-09,21h12m48.435s,-0d34m02.26s,pre_post_disc,4,2,2
SDSS-II_SN_16356-NUV.fits.gz,2006-11-09,21h12m48.435s,-0d34m02.26s,pre_post_disc,10,2,8
SDSS-II_SN_16360-FUV.fits.gz,2006-10-28,22h50m14.64s,-0d30m31.4352s,pre_post_disc,4,2,2
SDSS-II_SN_16360-NUV.fits.gz,2006-10-28,22h50m14.64s,-0d30m31.4352s,pre_post_disc,6,2,4
SDSS-II_SN_16393-FUV.fits.gz,2006-11-09,21h46m00.296s,-0d03m38.57s,pre_post_disc,4,2,2
SDSS-II_SN_16393-NUV.fits.gz,2006-11-09,21h46m00.296s,-0d03m38.57s,pre_post_disc,4,2,2
SDSS-II_SN_16398-FUV.fits.gz,2006-09-17,21h23m04.32s,0d20m15.601s,post_disc,3,0,3
SDSS-II_SN_16398-NUV.fits.gz,2006-09-17,21h23m04.32s,0d20m15.601s,post_disc,5,0,5
SDSS-II_SN_16405-FUV.fits.gz,2006-11-09,23h44m24.946s,0d22m04.42s,pre_post_disc,5,4,1
SDSS-II_SN_16405-NUV.fits.gz,2006-11-09,23h44m24.946s,0d22m04.42s,pre_post_disc,5,4,1
SDSS-II_SN_16417-FUV.fits.gz,2006-10-01,0h49m22.77s,1d12m52.78s,pre_disc,2,2,0
SDSS-II_SN_16417-NUV.fits.gz,2006-10-01,0h49m22.77s,1d12m52.78s,pre_disc,2,2,0
SDSS-II_SN_16433-FUV.fits.gz,2006-10-29,2h27m59.016s,-1d10m09.264s,pre_post_disc,3,1,2
SDSS-II_SN_16433-NUV.fits.gz,2006-10-29,2h27m59.016s,-1d10m09.264s,pre_post_disc,3,1,2
SDSS-II_SN_16434-FUV.fits.gz,2006-10-29,2h51m08.454s,-1d10m13.55s,pre_post_disc,5,1,4
SDSS-II_SN_16434-NUV.fits.gz,2006-10-29,2h51m08.454s,-1d10m13.55s,pre_post_disc,6,1,5
SDSS-II_SN_16441-FUV.fits.gz,2006-11-11,21h59m37.2s,-0d39m49.32s,pre_post_disc,11,4,7
SDSS-II_SN_16441-NUV.fits.gz,2006-11-11,21h59m37.2s,-0d39m49.32s,pre_post_disc,11,4,7
SDSS-II_SN_16451-FUV.fits.gz,2006-11-14,0h33m53.6976s,0d09m03.78s,pre_post_disc,6,2,4
SDSS-II_SN_16451-NUV.fits.gz,2006-11-14,0h33m53.6976s,0d09m03.78s,pre_post_disc,6,2,4
SDSS-II_SN_16455-FUV.fits.gz,2006-10-27,21h55m21.12s,-0d23m36.15s,pre_post_disc,6,3,3
SDSS-II_SN_16455-NUV.fits.gz,2006-10-27,21h55m21.12s,-0d23m36.15s,pre_post_disc,6,3,3
SDSS-II_SN_16460-FUV.fits.gz,2006-11-08,0h44m02.322s,-0d13m47.88s,pre_post_disc,4,1,3
SDSS-II_SN_16460-NUV.fits.gz,2006-11-08,0h44m02.322s,-0d13m47.88s,pre_post_disc,4,1,3
SDSS-II_SN_16462-FUV.fits.gz,2006-11-14,1h08m09.739s,-0d23m11.12s,pre_post_disc,3,1,2
SDSS-II_SN_16462-NUV.fits.gz,2006-11-14,1h08m09.739s,-0d23m11.12s,pre_post_disc,7,1,6
SDSS-II_SN_16467-FUV.fits.gz,2006-10-29,21h54m20.576s,0d07m05.81s,pre_post_disc,6,3,3
SDSS-II_SN_16467-NUV.fits.gz,2006-10-29,21h54m20.576s,0d07m05.81s,pre_post_disc,6,3,3
SDSS-II_SN_16468-FUV.fits.gz,2006-10-29,0h15m32.1312s,0d06m57.431s,pre_post_disc,9,2,7
SDSS-II_SN_16468-NUV.fits.gz,2006-10-29,0h15m32.1312s,0d06m57.431s,pre_post_disc,9,2,7
SDSS-II_SN_16472-FUV.fits.gz,2006-10-29,1h33m02.469s,0d09m57.55s,pre_post_disc,4,2,2
SDSS-II_SN_16472-NUV.fits.gz,2006-10-29,1h33m02.469s,0d09m57.55s,pre_post_disc,4,2,2
SDSS-II_SN_16478-FUV.fits.gz,2006-10-20,1h16m20.688s,0d34m05.52s,post_disc,6,0,6
SDSS-II_SN_16478-NUV.fits.gz,2006-10-20,1h16m20.688s,0d34m05.52s,post_disc,6,0,6
SDSS-II_SN_16481-FUV.fits.gz,nan,nan,nan,nan,nan,nan,nan
SDSS-II_SN_16481-NUV.fits.gz,nan,nan,nan,nan,nan,nan,nan
SDSS-II_SN_1650-FUV.fits.gz,2005-09-10,23h34m02.656s,0d41m00.04s,pre_post_disc,19,3,16
SDSS-II_SN_1650-NUV.fits.gz,2005-09-10,23h34m02.656s,0d41m00.04s,pre_post_disc,19,3,16
SDSS-II_SN_16546-FUV.fits.gz,nan,nan,nan,nan,nan,nan,nan
SDSS-II_SN_16546-NUV.fits.gz,nan,nan,nan,nan,nan,nan,nan
SDSS-II_SN_16547-FUV.fits.gz,2006-10-29,1h25m21.288s,-1d07m09.588s,pre_post_disc,8,3,5
SDSS-II_SN_16547-NUV.fits.gz,2006-10-29,1h25m21.288s,-1d07m09.588s,pre_post_disc,8,3,5
SDSS-II_SN_16551-FUV.fits.gz,2006-10-27,0h01m47.52s,-0d40m22.4s,pre_post_disc,4,1,3
SDSS-II_SN_16551-NUV.fits.gz,2006-10-27,0h01m47.52s,-0d40m22.4s,pre_post_disc,4,1,3
SDSS-II_SN_16554-FUV.fits.gz,2006-10-29,1h16m54.102s,-0d46m49.98s,post_disc,6,0,6
SDSS-II_SN_16554-NUV.fits.gz,2006-10-29,1h16m54.102s,-0d46m49.98s,post_disc,6,0,6
SDSS-II_SN_16563-FUV.fits.gz,nan,nan,nan,nan,nan,nan,nan
SDSS-II_SN_16563-NUV.fits.gz,nan,nan,nan,nan,nan,nan,nan
SDSS-II_SN_16572-FUV.fits.gz,2006-11-09,23h43m56.4s,0d20m29.555s,pre_post_disc,5,4,1
SDSS-II_SN_16572-NUV.fits.gz,2006-11-09,23h43m56.4s,0d20m29.555s,pre_post_disc,5,4,1
SDSS-II_SN_1658-FUV.fits.gz,2005-09-10,23h50m01.102s,0d39m00.79s,post_disc,5,0,5
SDSS-II_SN_1658-NUV.fits.gz,2005-09-10,23h50m01.102s,0d39m00.79s,post_disc,5,0,5
SDSS-II_SN_16582-FUV.fits.gz,2006-10-21,21h48m57.84s,-0d26m01.9932s,pre_post_disc,3,2,1
SDSS-II_SN_16582-NUV.fits.gz,2006-10-21,21h48m57.84s,-0d26m01.9932s,pre_post_disc,3,2,1
SDSS-II_SN_16584-NUV.fits.gz,2006-10-31,22h37m01.983s,-0d27m52.25s,single,1,0,1
SDSS-II_SN_16586-FUV.fits.gz,2006-11-09,23h53m21.6s,-0d32m19.5s,pre_post_disc,4,2,2
SDSS-II_SN_16586-NUV.fits.gz,2006-11-09,23h53m21.6s,-0d32m19.5s,pre_post_disc,4,2,2
SDSS-II_SN_16590-FUV.fits.gz,nan,nan,nan,nan,nan,nan,nan
SDSS-II_SN_16590-NUV.fits.gz,nan,nan,nan,nan,nan,nan,nan
SDSS-II_SN_16606-FUV.fits.gz,2006-10-31,22h50m26.601s,1d13m22.02s,pre_post_disc,4,3,1
SDSS-II_SN_16606-NUV.fits.gz,2006-10-31,22h50m26.601s,1d13m22.02s,pre_post_disc,4,3,1
SDSS-II_SN_16637-FUV.fits.gz,2006-11-14,0h32m43.33s,-0d19m23.7s,pre_post_disc,4,1,3
SDSS-II_SN_16637-NUV.fits.gz,2006-11-14,0h32m43.33s,-0d19m23.7s,pre_post_disc,4,1,3
SDSS-II_SN_16642-FUV.fits.gz,nan,nan,nan,nan,nan,nan,nan
SDSS-II_SN_16642-NUV.fits.gz,nan,nan,nan,nan,nan,nan,nan
SDSS-II_SN_16652-FUV.fits.gz,2006-11-10,0h22m43.15s,0d00m45.1s,pre_post_disc,29,28,1
SDSS-II_SN_16652-NUV.fits.gz,2006-11-10,0h22m43.15s,0d00m45.1s,pre_post_disc,30,28,2
SDSS-II_SN_16711-NUV.fits.gz,2006-11-11,22h24m30.48s,0d28m38.089s,single,1,0,1
SDSS-II_SN_16715-FUV.fits.gz,2006-11-11,21h16m02.16s,-0d43m56.352s,pre_post_disc,5,2,3
SDSS-II_SN_16715-NUV.fits.gz,2006-11-11,21h16m02.16s,-0d43m56.352s,pre_post_disc,15,2,13
SDSS-II_SN_16721-NUV.fits.gz,2006-10-24,21h47m04.255s,-0d15m56.42s,pre_post_disc,4,2,2
SDSS-II_SN_16724-FUV.fits.gz,2006-11-11,21h57m26.4s,0d06m21.92s,pre_post_disc,11,4,7
SDSS-II_SN_16724-NUV.fits.gz,2006-11-11,21h57m26.4s,0d06m21.92s,pre_post_disc,11,4,7
SDSS-II_SN_16727-NUV.fits.gz,nan,nan,nan,nan,nan,nan,nan
SDSS-II_SN_16759-FUV.fits.gz,2006-11-09,23h42m08.4s,1d07m29.136s,post_disc,2,0,2
SDSS-II_SN_16759-NUV.fits.gz,2006-11-09,23h42m08.4s,1d07m29.136s,post_disc,2,0,2
SDSS-II_SN_16831-FUV.fits.gz,2006-11-14,22h24m54.72s,-0d23m03.84s,single,1,1,0
SDSS-II_SN_16831-NUV.fits.gz,2006-11-14,22h24m54.72s,-0d23m03.84s,pre_post_disc,2,1,1
SDSS-II_SN_16841-FUV.fits.gz,2006-11-08,1h35m18.24s,0d09m26.53s,pre_post_disc,4,2,2
SDSS-II_SN_16841-NUV.fits.gz,2006-11-08,1h35m18.24s,0d09m26.53s,pre_post_disc,4,2,2
SDSS-II_SN_1686-FUV.fits.gz,2005-09-03,0h08m59.6s,-0d12m37.5s,pre_post_disc,7,1,6
SDSS-II_SN_1686-NUV.fits.gz,2005-09-03,0h08m59.6s,-0d12m37.5s,pre_post_disc,7,1,6
SDSS-II_SN_16878-FUV.fits.gz,2006-09-11,21h44m48.96s,-0d07m27.7212s,pre_post_disc,4,2,2
SDSS-II_SN_16878-NUV.fits.gz,2006-09-11,21h44m48.96s,-0d07m27.7212s,pre_post_disc,4,2,2
SDSS-II_SN_16879-FUV.fits.gz,2006-11-09,21h55m07.2s,-0d04m25.284s,pre_post_disc,6,3,3
SDSS-II_SN_16879-NUV.fits.gz,2006-11-09,21h55m07.2s,-0d04m25.284s,pre_post_disc,6,3,3
SDSS-II_SN_16889-FUV.fits.gz,2006-11-09,21h51m27.36s,0d20m37.43s,pre_disc,3,3,0
SDSS-II_SN_16889-NUV.fits.gz,2006-11-09,21h51m27.36s,0d20m37.43s,pre_disc,4,4,0
SDSS-II_SN_16937-FUV.fits.gz,2006-10-03,21h51m31.68s,-0d27m56.862s,pre_post_disc,3,2,1
SDSS-II_SN_16937-NUV.fits.gz,2006-10-03,21h51m31.68s,-0d27m56.862s,pre_post_disc,3,2,1
SDSS-II_SN_16945-FUV.fits.gz,2006-10-31,3h22m21.768s,-0d28m04.1844s,pre_post_disc,5,1,4
SDSS-II_SN_16945-NUV.fits.gz,2006-10-31,3h22m21.768s,-0d28m04.1844s,pre_post_disc,5,1,4
