File,Category,Total Epochs,Epochs Pre-SN,Epochs Post-SN
SN2007io-FUV.fits.gz,pre_disc,6,6,0
SN2007io-NUV.fits.gz,pre_disc,6,6,0
SN2007ip-FUV.fits.gz,pre_disc,3,3,0
SN2007ip-NUV.fits.gz,pre_post_disc,6,4,2
SN2007ix-FUV.fits.gz,pre_disc,2,2,0
SN2007ix-NUV.fits.gz,pre_disc,2,2,0
SN2007iy-NUV.fits.gz,pre_post_disc,35,nan,nan
SN2007jb-FUV.fits.gz,pre_post_disc,5,1,4
SN2007jb-NUV.fits.gz,pre_post_disc,5,1,4
SN2007jd-FUV.fits.gz,pre_disc,5,5,0
SN2007jd-NUV.fits.gz,pre_post_disc,6,5,1
SN2007je-FUV.fits.gz,pre_post_disc,4,2,2
SN2007je-NUV.fits.gz,pre_post_disc,4,2,2
SN2007jg-FUV.fits.gz,pre_disc,3,3,0
SN2007jg-NUV.fits.gz,pre_disc,3,3,0
SN2007jh-FUV.fits.gz,pre_post_disc,2,1,1
SN2007jh-NUV.fits.gz,pre_post_disc,2,1,1
SN2007ji-FUV.fits.gz,post_disc,6,0,6
SN2007ji-NUV.fits.gz,post_disc,6,0,6
SN2007jj-FUV.fits.gz,pre_post_disc,5,2,3
SN2007jj-NUV.fits.gz,pre_post_disc,5,2,3
SN2007jk-FUV.fits.gz,post_disc,4,0,4
SN2007jk-NUV.fits.gz,post_disc,5,0,5
SN2007jo-FUV.fits.gz,post_disc,6,nan,nan
SN2007jo-NUV.fits.gz,post_disc,6,nan,nan
SN2007jp-FUV.fits.gz,pre_disc,7,7,0
SN2007jp-NUV.fits.gz,pre_disc,7,7,0
SN2007jr-FUV.fits.gz,pre_disc,5,5,0
SN2007jr-NUV.fits.gz,pre_disc,5,5,0
SN2007jt-FUV.fits.gz,post_disc,3,0,3
SN2007jt-NUV.fits.gz,post_disc,3,0,3
SN2007ju-FUV.fits.gz,pre_disc,5,5,0
SN2007ju-NUV.fits.gz,pre_disc,5,5,0
SN2007jv-FUV.fits.gz,pre_post_disc,6,2,4
SN2007jv-NUV.fits.gz,pre_post_disc,6,2,4
SN2007jw-FUV.fits.gz,pre_post_disc,4,2,2
SN2007jw-NUV.fits.gz,pre_post_disc,4,2,2
SN2007jx-NUV.fits.gz,single,1,1,0
SN2007jy-NUV.fits.gz,pre_post_disc,10,6,4
SN2007jz-FUV.fits.gz,pre_post_disc,7,2,5
SN2007jz-NUV.fits.gz,pre_post_disc,7,2,5
SN2007kb-NUV.fits.gz,pre_disc,12,12,0
SN2007kd-FUV.fits.gz,pre_disc,3,3,0
SN2007kd-NUV.fits.gz,pre_disc,6,6,0
SN2007kg-NUV.fits.gz,pre_post_disc,4,1,3
SN2007kk-NUV.fits.gz,single,1,1,0
SN2007kp-FUV.fits.gz,pre_post_disc,12,4,8
SN2007kp-NUV.fits.gz,pre_post_disc,45,4,41
SN2007kr-FUV.fits.gz,pre_post_disc,6,3,3
SN2007kr-NUV.fits.gz,pre_post_disc,6,3,3
SN2007kt-FUV.fits.gz,post_disc,4,0,4
SN2007kt-NUV.fits.gz,post_disc,8,0,8
SN2007ku-FUV.fits.gz,post_disc,8,0,8
SN2007ku-NUV.fits.gz,post_disc,8,0,8
SN2007kx-FUV.fits.gz,pre_post_disc,7,1,6
SN2007kx-NUV.fits.gz,pre_post_disc,7,1,6
SN2007la-FUV.fits.gz,single,1,1,0
SN2007la-NUV.fits.gz,pre_post_disc,2,1,1
SN2007le-FUV.fits.gz,pre_post_disc,5,4,1
SN2007le-NUV.fits.gz,pre_post_disc,5,4,1
SN2007lf-FUV.fits.gz,post_disc,7,0,7
SN2007lf-NUV.fits.gz,post_disc,7,0,7
SN2007lg-FUV.fits.gz,pre_post_disc,4,1,3
SN2007lg-NUV.fits.gz,pre_post_disc,4,1,3
SN2007lh-FUV.fits.gz,pre_post_disc,4,nan,nan
SN2007lh-NUV.fits.gz,pre_post_disc,14,nan,nan
SN2007lk-FUV.fits.gz,pre_post_disc,4,nan,nan
SN2007lk-NUV.fits.gz,pre_post_disc,4,nan,nan
SN2007lm-FUV.fits.gz,pre_post_disc,4,nan,nan
SN2007lm-NUV.fits.gz,pre_post_disc,5,nan,nan
SN2007ln-FUV.fits.gz,pre_post_disc,2,1,1
SN2007ln-NUV.fits.gz,pre_post_disc,2,1,1
SN2007lo-FUV.fits.gz,single,1,1,0
SN2007lo-NUV.fits.gz,pre_post_disc,2,1,1
SN2007lp-FUV.fits.gz,pre_disc,4,4,0
SN2007lp-NUV.fits.gz,pre_disc,5,5,0
SN2007lq-FUV.fits.gz,pre_post_disc,6,5,1
SN2007lq-NUV.fits.gz,pre_post_disc,6,5,1
SN2007lr-FUV.fits.gz,pre_disc,3,3,0
SN2007lr-NUV.fits.gz,pre_disc,3,3,0
SN2007lt-FUV.fits.gz,pre_disc,6,6,0
SN2007lt-NUV.fits.gz,pre_disc,6,6,0
SN2007lu-FUV.fits.gz,pre_disc,5,5,0
SN2007lu-NUV.fits.gz,pre_disc,6,6,0
SN2007lv-FUV.fits.gz,pre_post_disc,6,3,3
SN2007lv-NUV.fits.gz,pre_post_disc,12,3,9
SN2007ly-FUV.fits.gz,pre_disc,27,nan,nan
SN2007ly-NUV.fits.gz,pre_post_disc,28,nan,nan
SN2007M-FUV.fits.gz,single,1,1,0
SN2007M-NUV.fits.gz,single,1,1,0
SN2007ma-FUV.fits.gz,pre_disc,5,5,0
SN2007ma-NUV.fits.gz,pre_disc,5,5,0
SN2007mb-FUV.fits.gz,pre_post_disc,4,1,3
SN2007mb-NUV.fits.gz,pre_post_disc,4,1,3
SN2007mc-FUV.fits.gz,pre_post_disc,5,nan,nan
SN2007mc-NUV.fits.gz,pre_post_disc,16,nan,nan
SN2007mg-FUV.fits.gz,pre_disc,7,nan,nan
SN2007mg-NUV.fits.gz,pre_disc,7,nan,nan
SN2007mh-FUV.fits.gz,pre_disc,4,4,0
SN2007mh-NUV.fits.gz,pre_disc,5,5,0
SN2007mi-FUV.fits.gz,pre_post_disc,3,nan,nan
SN2007mi-NUV.fits.gz,pre_post_disc,3,nan,nan
SN2007mj-FUV.fits.gz,post_disc,2,0,2
SN2007mj-NUV.fits.gz,post_disc,2,0,2
SN2007ml-FUV.fits.gz,post_disc,5,0,5
SN2007ml-NUV.fits.gz,post_disc,5,0,5
SN2007mn-FUV.fits.gz,pre_disc,2,2,0
SN2007mn-NUV.fits.gz,pre_disc,2,2,0
SN2007mo-FUV.fits.gz,post_disc,16,0,16
SN2007mo-NUV.fits.gz,post_disc,48,0,48
SN2007mp-FUV.fits.gz,post_disc,5,0,5
SN2007mp-NUV.fits.gz,post_disc,15,0,15
SN2007mu-FUV.fits.gz,post_disc,5,0,5
SN2007mu-NUV.fits.gz,post_disc,5,0,5
SN2007mv-FUV.fits.gz,pre_post_disc,6,1,5
SN2007mv-NUV.fits.gz,pre_post_disc,6,1,5
SN2007mw-FUV.fits.gz,pre_disc,3,3,0
SN2007mw-NUV.fits.gz,pre_disc,4,4,0
SN2007mx-FUV.fits.gz,pre_post_disc,4,2,2
SN2007mx-NUV.fits.gz,pre_post_disc,10,2,8
SN2007my-FUV.fits.gz,pre_post_disc,6,3,3
SN2007my-NUV.fits.gz,pre_post_disc,6,3,3
SN2007N-FUV.fits.gz,single,1,1,0
SN2007N-NUV.fits.gz,pre_disc,3,3,0
SN2007na-FUV.fits.gz,pre_disc,15,15,0
SN2007na-NUV.fits.gz,pre_disc,52,52,0
SN2007nb-FUV.fits.gz,unknown,83,nan,nan
SN2007nb-NUV.fits.gz,unknown,98,nan,nan
SN2007nd-FUV.fits.gz,pre_disc,4,4,0
SN2007nd-NUV.fits.gz,pre_disc,4,4,0
SN2007ne-FUV.fits.gz,post_disc,6,nan,nan
SN2007ne-NUV.fits.gz,post_disc,6,nan,nan
SN2007nf-FUV.fits.gz,post_disc,4,0,4
SN2007nf-NUV.fits.gz,post_disc,4,0,4
SN2007ni-FUV.fits.gz,post_disc,2,0,2
SN2007ni-NUV.fits.gz,post_disc,2,0,2
SN2007no-FUV.fits.gz,single,1,1,0
SN2007no-NUV.fits.gz,single,1,1,0
SN2007np-FUV.fits.gz,pre_disc,2,2,0
SN2007np-NUV.fits.gz,pre_disc,2,2,0
SN2007nt-FUV.fits.gz,pre_disc,5,5,0
SN2007nt-NUV.fits.gz,pre_disc,6,6,0
SN2007nz-FUV.fits.gz,pre_post_disc,3,nan,nan
SN2007nz-NUV.fits.gz,pre_post_disc,3,nan,nan
SN2007O-FUV.fits.gz,pre_disc,2,nan,nan
SN2007O-NUV.fits.gz,pre_disc,2,nan,nan
SN2007oa-FUV.fits.gz,pre_disc,12,nan,nan
SN2007oa-NUV.fits.gz,pre_post_disc,49,nan,nan
SN2007oi-FUV.fits.gz,post_disc,4,0,4
SN2007oi-NUV.fits.gz,post_disc,4,0,4
SN2007oj-FUV.fits.gz,pre_post_disc,7,5,2
SN2007oj-NUV.fits.gz,pre_post_disc,7,5,2
SN2007ol-FUV.fits.gz,pre_disc,5,nan,nan
SN2007ol-NUV.fits.gz,pre_disc,5,nan,nan
SN2007om-FUV.fits.gz,pre_disc,6,nan,nan
SN2007om-NUV.fits.gz,pre_disc,6,nan,nan
SN2007on-FUV.fits.gz,pre_post_disc,40,36,4
SN2007on-NUV.fits.gz,pre_post_disc,50,38,12
SN2007oo-NUV.fits.gz,post_disc,2,0,2
SN2007op-FUV.fits.gz,single,1,1,0
SN2007op-NUV.fits.gz,single,1,1,0
SN2007oq-FUV.fits.gz,pre_disc,3,3,0
SN2007oq-NUV.fits.gz,pre_disc,3,3,0
SN2007or-FUV.fits.gz,post_disc,3,0,3
SN2007or-NUV.fits.gz,post_disc,4,0,4
SN2007ot-FUV.fits.gz,unknown,6,nan,nan
SN2007ot-NUV.fits.gz,unknown,6,nan,nan
SN2007ou-FUV.fits.gz,post_disc,2,0,2
SN2007ou-NUV.fits.gz,post_disc,2,0,2
SN2007ox-FUV.fits.gz,unknown,5,nan,nan
SN2007ox-NUV.fits.gz,unknown,6,nan,nan
SN2007oy-FUV.fits.gz,pre_disc,3,3,0
SN2007oy-NUV.fits.gz,pre_disc,7,7,0
SN2007oz-FUV.fits.gz,pre_disc,3,nan,nan
SN2007oz-NUV.fits.gz,pre_disc,3,nan,nan
SN2007pa-FUV.fits.gz,post_disc,3,nan,nan
SN2007pa-NUV.fits.gz,post_disc,3,nan,nan
SN2007pb-FUV.fits.gz,pre_post_disc,5,3,2
SN2007pb-NUV.fits.gz,pre_post_disc,5,3,2
SN2007pc-FUV.fits.gz,pre_post_disc,4,3,1
SN2007pc-NUV.fits.gz,pre_post_disc,4,3,1
SN2007pd-FUV.fits.gz,pre_disc,3,3,0
SN2007pd-NUV.fits.gz,pre_disc,3,3,0
SN2007pe-FUV.fits.gz,pre_post_disc,2,1,1
SN2007pe-NUV.fits.gz,pre_post_disc,2,1,1
SN2007pf-FUV.fits.gz,pre_post_disc,10,4,6
SN2007pf-NUV.fits.gz,pre_post_disc,42,5,37
SN2007pi-FUV.fits.gz,pre_post_disc,5,2,3
SN2007pi-NUV.fits.gz,pre_post_disc,5,2,3
SN2007pj-FUV.fits.gz,pre_post_disc,9,7,2
SN2007pj-NUV.fits.gz,pre_post_disc,9,7,2
SN2007pl-FUV.fits.gz,single,1,1,0
SN2007pl-NUV.fits.gz,single,1,1,0
SN2007pq-FUV.fits.gz,unknown,2,nan,nan
SN2007pq-NUV.fits.gz,unknown,3,nan,nan
SN2007pr-FUV.fits.gz,pre_post_disc,5,4,1
SN2007pr-NUV.fits.gz,pre_post_disc,6,5,1
SN2007ps-FUV.fits.gz,pre_post_disc,2,1,1
SN2007ps-NUV.fits.gz,pre_post_disc,2,1,1
SN2007pt-FUV.fits.gz,pre_disc,6,6,0
SN2007pt-NUV.fits.gz,pre_disc,6,6,0
SN2007pu-FUV.fits.gz,pre_disc,7,nan,nan
SN2007pu-NUV.fits.gz,pre_disc,10,nan,nan
SN2007pw-FUV.fits.gz,pre_post_disc,4,nan,nan
SN2007pw-NUV.fits.gz,pre_post_disc,4,nan,nan
SN2007px-FUV.fits.gz,pre_disc,10,10,0
SN2007px-NUV.fits.gz,pre_disc,10,10,0
SN2007py-FUV.fits.gz,pre_post_disc,3,1,2
SN2007py-NUV.fits.gz,pre_post_disc,4,1,3
SN2007pz-FUV.fits.gz,pre_post_disc,6,nan,nan
SN2007pz-NUV.fits.gz,pre_post_disc,6,nan,nan
SN2007qa-FUV.fits.gz,pre_post_disc,12,nan,nan
SN2007qa-NUV.fits.gz,pre_post_disc,22,nan,nan
SN2007qd-FUV.fits.gz,post_disc,5,nan,nan
SN2007qd-NUV.fits.gz,post_disc,5,nan,nan
SN2007qe-FUV.fits.gz,pre_disc,3,3,0
SN2007qe-NUV.fits.gz,pre_disc,3,3,0
SN2007qf-FUV.fits.gz,pre_disc,12,nan,nan
SN2007qf-NUV.fits.gz,pre_disc,81,nan,nan
SN2007qg-FUV.fits.gz,pre_post_disc,4,2,2
SN2007qg-NUV.fits.gz,pre_post_disc,4,2,2
SN2007qi-FUV.fits.gz,unknown,9,nan,nan
SN2007qi-NUV.fits.gz,unknown,14,nan,nan
SN2007qk-FUV.fits.gz,pre_disc,9,nan,nan
SN2007qk-NUV.fits.gz,pre_disc,14,nan,nan
SN2007ql-FUV.fits.gz,pre_post_disc,180,63,117
SN2007ql-NUV.fits.gz,pre_post_disc,376,162,214
SN2007qn-FUV.fits.gz,pre_post_disc,4,1,3
SN2007qn-NUV.fits.gz,pre_post_disc,4,1,3
SN2007qo-FUV.fits.gz,pre_post_disc,4,3,1
SN2007qo-NUV.fits.gz,pre_post_disc,4,3,1
SN2007qp-FUV.fits.gz,pre_disc,7,7,0
SN2007qp-NUV.fits.gz,pre_disc,7,7,0
SN2007qq-NUV.fits.gz,single,1,0,1
SN2007qr-FUV.fits.gz,pre_disc,4,4,0
SN2007qr-NUV.fits.gz,pre_post_disc,5,4,1
SN2007qt-FUV.fits.gz,pre_post_disc,5,1,4
SN2007qt-NUV.fits.gz,pre_post_disc,6,1,5
SN2007qu-FUV.fits.gz,single,1,1,0
SN2007qu-NUV.fits.gz,pre_post_disc,2,1,1
SN2007qz-FUV.fits.gz,pre_post_disc,9,3,6
SN2007qz-NUV.fits.gz,pre_post_disc,11,4,7
SN2007R-FUV.fits.gz,post_disc,2,0,2
SN2007R-NUV.fits.gz,post_disc,3,0,3
SN2007ra-FUV.fits.gz,post_disc,13,0,13
SN2007ra-NUV.fits.gz,post_disc,18,0,18
SN2007re-FUV.fits.gz,post_disc,3,0,3
SN2007re-NUV.fits.gz,post_disc,8,0,8
SN2007rf-FUV.fits.gz,pre_post_disc,6,nan,nan
SN2007rf-NUV.fits.gz,pre_post_disc,6,nan,nan
SN2007rg-FUV.fits.gz,pre_post_disc,5,nan,nan
SN2007rg-NUV.fits.gz,pre_post_disc,7,nan,nan
SN2007ri-FUV.fits.gz,pre_disc,7,nan,nan
SN2007ri-NUV.fits.gz,pre_disc,18,nan,nan
SN2007rj-FUV.fits.gz,pre_post_disc,4,nan,nan
SN2007rj-NUV.fits.gz,pre_post_disc,14,nan,nan
SN2007rm-FUV.fits.gz,pre_post_disc,5,1,4
SN2007rm-NUV.fits.gz,pre_post_disc,5,1,4
SN2007ro-FUV.fits.gz,pre_disc,3,3,0
SN2007ro-NUV.fits.gz,pre_disc,3,3,0
SN2007rq-FUV.fits.gz,pre_post_disc,4,1,3
SN2007rq-NUV.fits.gz,pre_post_disc,4,1,3
SN2007rr-FUV.fits.gz,unknown,5,nan,nan
SN2007rr-NUV.fits.gz,unknown,5,nan,nan
SN2007rs-FUV.fits.gz,pre_disc,3,nan,nan
SN2007rs-NUV.fits.gz,pre_disc,3,nan,nan
SN2007rv-FUV.fits.gz,pre_disc,3,3,0
SN2007rv-NUV.fits.gz,pre_disc,3,3,0
SN2007rx-FUV.fits.gz,post_disc,2,0,2
SN2007rx-NUV.fits.gz,post_disc,2,0,2
SN2007S-FUV.fits.gz,post_disc,2,nan,nan
SN2007S-NUV.fits.gz,post_disc,5,nan,nan
SN2007sb-FUV.fits.gz,pre_post_disc,5,2,3
SN2007sb-NUV.fits.gz,pre_post_disc,5,2,3
SN2007sc-FUV.fits.gz,post_disc,6,0,6
SN2007sc-NUV.fits.gz,post_disc,6,0,6
SN2007sh-FUV.fits.gz,post_disc,6,0,6
SN2007sh-NUV.fits.gz,post_disc,6,0,6
SN2007si-FUV.fits.gz,post_disc,2,0,2
SN2007si-NUV.fits.gz,post_disc,2,0,2
SN2007sl-FUV.fits.gz,pre_post_disc,6,2,4
SN2007sl-NUV.fits.gz,pre_post_disc,17,nan,nan
SN2007ss-FUV.fits.gz,post_disc,3,0,3
SN2007ss-NUV.fits.gz,post_disc,4,0,4
SN2007st-FUV.fits.gz,pre_disc,3,3,0
SN2007st-NUV.fits.gz,pre_disc,5,5,0
SN2007sw-FUV.fits.gz,post_disc,10,0,10
SN2007sw-NUV.fits.gz,post_disc,10,0,10
SN2007ta-FUV.fits.gz,pre_disc,3,3,0
SN2007ta-NUV.fits.gz,pre_post_disc,12,11,1
SN2007td-FUV.fits.gz,pre_disc,3,3,0
SN2007td-NUV.fits.gz,pre_post_disc,12,3,9
SN2007tf-FUV.fits.gz,pre_post_disc,3,nan,nan
SN2007tf-NUV.fits.gz,pre_post_disc,11,nan,nan
SN2007th-FUV.fits.gz,single,1,0,1
SN2007th-NUV.fits.gz,post_disc,31,nan,nan
SN2007ti-FUV.fits.gz,single,1,0,1
SN2007ti-NUV.fits.gz,post_disc,49,0,49
SN2007tj-FUV.fits.gz,single,1,1,0
SN2007tj-NUV.fits.gz,pre_post_disc,22,1,21
SN2007tk-FUV.fits.gz,pre_disc,3,3,0
SN2007tk-NUV.fits.gz,pre_disc,11,11,0
SN2007tl-FUV.fits.gz,pre_post_disc,4,1,3
SN2007tl-NUV.fits.gz,pre_post_disc,11,1,10
SN2007tm-FUV.fits.gz,pre_disc,3,nan,nan
SN2007tm-NUV.fits.gz,pre_disc,12,nan,nan
SN2007to-FUV.fits.gz,pre_disc,3,3,0
SN2007to-NUV.fits.gz,pre_disc,10,10,0
SN2007tr-FUV.fits.gz,pre_post_disc,3,nan,nan
SN2007tr-NUV.fits.gz,pre_post_disc,8,nan,nan
SN2007ts-FUV.fits.gz,pre_post_disc,3,1,2
SN2007ts-NUV.fits.gz,pre_post_disc,7,1,6
SN2007tt-FUV.fits.gz,pre_post_disc,4,1,3
SN2007tt-NUV.fits.gz,pre_post_disc,12,1,11
SN2007tv-FUV.fits.gz,pre_disc,2,2,0
SN2007tv-NUV.fits.gz,pre_post_disc,64,2,62
SN2007tw-FUV.fits.gz,pre_disc,2,nan,nan
SN2007tw-NUV.fits.gz,pre_post_disc,64,nan,nan
SN2007tx-FUV.fits.gz,pre_post_disc,3,2,1
SN2007tx-NUV.fits.gz,pre_post_disc,9,2,7
SN2007tz-FUV.fits.gz,pre_post_disc,3,1,2
SN2007tz-NUV.fits.gz,pre_post_disc,11,1,10
SN2007ub-FUV.fits.gz,pre_disc,2,2,0
SN2007ub-NUV.fits.gz,pre_post_disc,16,2,14
SN2007ud-FUV.fits.gz,pre_disc,6,nan,nan
SN2007ud-NUV.fits.gz,pre_disc,13,nan,nan
SN2007ug-FUV.fits.gz,single,1,1,0
SN2007ug-NUV.fits.gz,pre_disc,33,33,0
SN2007uh-FUV.fits.gz,post_disc,3,0,3
SN2007uh-NUV.fits.gz,post_disc,12,0,12
SN2007ui-FUV.fits.gz,pre_disc,4,4,0
SN2007ui-NUV.fits.gz,pre_disc,9,9,0
SN2007uk-FUV.fits.gz,pre_disc,4,4,0
SN2007uk-NUV.fits.gz,pre_disc,8,8,0
SN2007ul-FUV.fits.gz,single,1,1,0
SN2007ul-NUV.fits.gz,pre_disc,64,64,0
SN2007um-FUV.fits.gz,pre_post_disc,3,nan,nan
SN2007um-NUV.fits.gz,pre_post_disc,8,nan,nan
SN2007un-FUV.fits.gz,pre_post_disc,9,1,8
SN2007un-NUV.fits.gz,pre_post_disc,14,1,13
SN2007uo-FUV.fits.gz,post_disc,8,0,8
SN2007uo-NUV.fits.gz,post_disc,16,0,16
SN2007up-FUV.fits.gz,single,1,1,0
SN2007up-NUV.fits.gz,pre_disc,31,31,0
SN2007ur-FUV.fits.gz,pre_post_disc,3,1,2
SN2007ur-NUV.fits.gz,pre_post_disc,10,1,9
SN2007us-FUV.fits.gz,post_disc,2,0,2
SN2007us-NUV.fits.gz,post_disc,10,0,10
SN2007ut-FUV.fits.gz,post_disc,3,nan,nan
SN2007ut-NUV.fits.gz,post_disc,14,nan,nan
SN2007uu-FUV.fits.gz,pre_disc,11,nan,nan
SN2007uu-NUV.fits.gz,pre_post_disc,16,nan,nan
SN2007uv-FUV.fits.gz,pre_disc,12,12,0
SN2007uv-NUV.fits.gz,pre_disc,12,12,0
SN2007uw-FUV.fits.gz,pre_disc,2,2,0
SN2007uw-NUV.fits.gz,pre_disc,9,9,0
SN2007ux-FUV.fits.gz,single,1,0,1
SN2007ux-NUV.fits.gz,post_disc,5,0,5
SN2007V-NUV.fits.gz,single,1,0,1
SN2008A-FUV.fits.gz,pre_disc,2,2,0
SN2008A-NUV.fits.gz,pre_disc,2,2,0
SN2008ab-FUV.fits.gz,single,1,1,0
SN2008ab-NUV.fits.gz,pre_post_disc,3,2,1
SN2008ac-FUV.fits.gz,post_disc,2,nan,nan
SN2008ac-NUV.fits.gz,post_disc,3,nan,nan
SN2008ae-FUV.fits.gz,single,1,0,1
SN2008ae-NUV.fits.gz,post_disc,4,0,4
SN2008af-FUV.fits.gz,single,1,1,0
SN2008af-NUV.fits.gz,pre_disc,3,3,0
SN2008ah-FUV.fits.gz,single,1,1,0
SN2008ah-NUV.fits.gz,pre_post_disc,9,2,7
SN2008ai-NUV.fits.gz,pre_disc,2,nan,nan
SN2008ba-FUV.fits.gz,single,1,1,0
SN2008ba-NUV.fits.gz,pre_disc,3,3,0
SN2008bf-FUV.fits.gz,post_disc,2,0,2
SN2008bf-NUV.fits.gz,post_disc,2,0,2
SN2008bg-FUV.fits.gz,pre_disc,6,6,0
SN2008bg-NUV.fits.gz,pre_disc,11,11,0
SN2008bi-FUV.fits.gz,pre_disc,2,nan,nan
SN2008bi-NUV.fits.gz,pre_disc,3,nan,nan
SN2008by-FUV.fits.gz,single,1,1,0
SN2008by-NUV.fits.gz,single,1,1,0
SN2008ca-FUV.fits.gz,pre_disc,8,8,0
SN2008ca-NUV.fits.gz,pre_disc,177,177,0
SN2008cd-FUV.fits.gz,pre_disc,3,3,0
SN2008cd-NUV.fits.gz,pre_disc,3,3,0
SN2008cf-FUV.fits.gz,single,1,0,1
SN2008cf-NUV.fits.gz,single,1,0,1
SN2008cj-FUV.fits.gz,single,1,1,0
SN2008cj-NUV.fits.gz,pre_disc,3,3,0
SN2008ck-FUV.fits.gz,pre_disc,2,2,0
SN2008ck-NUV.fits.gz,pre_disc,2,2,0
SN2008cl-FUV.fits.gz,pre_disc,10,10,0
SN2008cl-NUV.fits.gz,pre_disc,29,29,0
SN2008cm-FUV.fits.gz,pre_disc,3,3,0
SN2008cm-NUV.fits.gz,pre_disc,3,3,0
SN2008cp-FUV.fits.gz,pre_disc,5,5,0
SN2008cp-NUV.fits.gz,pre_disc,5,5,0
SN2008cq-FUV.fits.gz,single,1,1,0
SN2008cq-NUV.fits.gz,single,1,1,0
SN2008cr-FUV.fits.gz,single,1,1,0
SN2008cr-NUV.fits.gz,pre_post_disc,2,1,1
SN2008ct-FUV.fits.gz,pre_disc,2,2,0
SN2008ct-NUV.fits.gz,pre_disc,2,2,0
SN2008cv-FUV.fits.gz,pre_disc,2,nan,nan
SN2008cv-NUV.fits.gz,pre_disc,3,nan,nan
SN2008dh-FUV.fits.gz,pre_disc,2,2,0
SN2008dh-NUV.fits.gz,pre_post_disc,3,2,1
SN2008dk-FUV.fits.gz,pre_disc,2,2,0
SN2008dk-NUV.fits.gz,pre_disc,3,3,0
SN2008dr-FUV.fits.gz,post_disc,2,0,2
SN2008dr-NUV.fits.gz,post_disc,5,0,5
SN2008ds-FUV.fits.gz,single,1,1,0
SN2008ds-NUV.fits.gz,pre_post_disc,3,1,2
SN2008E-FUV.fits.gz,single,1,1,0
SN2008E-NUV.fits.gz,pre_disc,2,nan,nan
SN2008ec-FUV.fits.gz,post_disc,5,0,5
SN2008ec-NUV.fits.gz,post_disc,5,0,5
SN2008ee-FUV.fits.gz,pre_post_disc,5,1,4
SN2008ee-NUV.fits.gz,pre_post_disc,5,1,4
SN2008ep-NUV.fits.gz,single,1,1,0
SN2008eq-FUV.fits.gz,single,1,1,0
SN2008eq-NUV.fits.gz,single,1,1,0
SN2008ey-NUV.fits.gz,single,1,1,0
SN2008ez-FUV.fits.gz,single,1,1,0
SN2008ez-NUV.fits.gz,single,1,1,0
SN2008fa-FUV.fits.gz,single,1,1,0
SN2008fa-NUV.fits.gz,single,1,1,0
SN2008fj-FUV.fits.gz,pre_post_disc,3,2,1
SN2008fj-NUV.fits.gz,pre_post_disc,4,2,2
SN2008fk-FUV.fits.gz,pre_disc,5,nan,nan
SN2008fk-NUV.fits.gz,pre_post_disc,6,nan,nan
SN2008fr-FUV.fits.gz,pre_disc,2,2,0
SN2008fr-NUV.fits.gz,pre_disc,3,3,0
SN2008fy-FUV.fits.gz,single,1,1,0
SN2008fy-NUV.fits.gz,single,1,1,0
SN2008ge-FUV.fits.gz,single,1,1,0
SN2008ge-NUV.fits.gz,single,1,1,0
SN2008gl-FUV.fits.gz,pre_post_disc,3,nan,nan
SN2008gl-NUV.fits.gz,pre_post_disc,3,nan,nan
SN2008go-FUV.fits.gz,post_disc,2,0,2
SN2008go-NUV.fits.gz,post_disc,2,0,2
SN2008gy-FUV.fits.gz,pre_disc,2,2,0
SN2008gy-NUV.fits.gz,pre_disc,2,2,0
SN2008ha-NUV.fits.gz,single,1,0,1
SN2008hb-NUV.fits.gz,single,1,0,1
SN2008hc-FUV.fits.gz,pre_disc,2,2,0
SN2008hc-NUV.fits.gz,pre_disc,2,2,0
SN2008hd-FUV.fits.gz,pre_disc,23,nan,nan
SN2008hd-NUV.fits.gz,pre_post_disc,31,nan,nan
SN2008he-NUV.fits.gz,pre_disc,2,2,0
SN2008hf-FUV.fits.gz,pre_disc,2,2,0
SN2008hf-NUV.fits.gz,pre_disc,3,3,0
SN2008hm-NUV.fits.gz,single,1,0,1
SN2008hr-FUV.fits.gz,pre_disc,2,2,0
SN2008hr-NUV.fits.gz,pre_post_disc,3,2,1
SN2008hs-NUV.fits.gz,post_disc,3,0,3
SN2008hv-FUV.fits.gz,pre_post_disc,8,4,4
SN2008hv-NUV.fits.gz,pre_post_disc,8,4,4
SN2008hz-NUV.fits.gz,pre_post_disc,81,20,61
SN2008id-FUV.fits.gz,pre_disc,41,nan,nan
SN2008id-NUV.fits.gz,pre_disc,80,nan,nan
SN2008io-FUV.fits.gz,single,1,1,0
SN2008io-NUV.fits.gz,pre_disc,4,4,0
SN2008iq-FUV.fits.gz,pre_disc,2,2,0
SN2008iq-NUV.fits.gz,pre_disc,2,2,0
SN2008ir-FUV.fits.gz,single,1,1,0
SN2008ir-NUV.fits.gz,pre_post_disc,10,nan,nan
SN2008is-FUV.fits.gz,pre_disc,2,nan,nan
SN2008is-NUV.fits.gz,pre_disc,3,nan,nan
SN2008it-NUV.fits.gz,pre_disc,2,2,0
SN2008ix-FUV.fits.gz,pre_disc,3,nan,nan
SN2008ix-NUV.fits.gz,pre_disc,3,nan,nan
SN2008O-NUV.fits.gz,post_disc,2,nan,nan
SN2008Q-FUV.fits.gz,pre_disc,4,4,0
SN2008Q-NUV.fits.gz,pre_disc,5,5,0
