name,objname,ra,dec,z,z_err,v_helio,v_helio_err,h_dist,h_dist_err,z_indep_dist,type,morph,a_v,a_k,posn_ref,z_ref,sep,offset,host,galex_ra,galex_dec,morph_ref
SDSS-II SN 15866,WISEA J223507.39+005805.1,22h35m07.395s,+00d58m05.09s,0.18899999999999997,0.01,56660.7825,2997.925,804.24,70.74,5.0,G,,0.238,0.026,2007SDSS6.C...0000:,2011ApJ...738..162S,0.005,1.161785482823825,SDSS J23507.39+005805.1,22h35m07.412s,0d58m04.94s,
SDSS-II SN 15903,SDSS J031537.45-003609.7,03h15m37.450s,-00d36m09.76s,0.28300000000000003,,84841.2775,,1209.47,84.66,,G,,0.17,0.019,2007SDSS6.C...0000:,2010ApJ...713.1026D,0.01,3.5379671661910836,SDSS J31537.45-003609.7,3h15m37.447s,-0d36m09.16s,
SDSS-II SN 15916,SDSS-II SN 15916,23h32m58.580s,+00d18m26.07s,0.4662600000000001,0.00014,139780.05187999998,42.570535,1991.62,139.41,6.0,G,,0.096,0.011,2007SDSS6.C...0000:,2016SDSSD.C...0000:,0.005,2.920842791606165,SDSS J33258.57+001826.0,23h32m58.56s,0d18m26.1s,
SDSS-II SN 15929,WISEA J225822.13-001507.9,22h58m22.146s,-00d15m07.84s,0.2035,0.01,61007.77375,2997.925,866.29,74.24,,G,,0.131,0.014,2007SDSS6.C...0000:,2011ApJ...738..162S,0.027000000000000003,6.983409090794841,SDSS J25822.14-001507.8,22h58m22.08s,-0d15m09.162s,
SDSS-II SN 15935,SDSS-II SN 15935,21h43m51.144s,+00d26m23.79s,0.193,,57859.9525,,821.69,57.52,2.0,G,,0.191,0.021,2007SDSS6.C...0000:,2011ApJ...738..162S,0.006,1.4982976547799156,SDSS J14351.15+002623.8,21h43m51.12s,0d26m23.89s,
SDSS-II SN 15944,SDSS-II SN 15944,23h14m45.802s,+00d25m36.16s,0.29600000000000004,,88738.58,,1262.43,88.37,6.0,VisS,,0.116,0.013,2011ApJ...738..162S,2011ApJ...738..162S,0.001,0.09225311697919912,SDSS J31445.79+002535.5,23h14m45.803s,0d25m36.16s,
SDSS-II SN 15945,SDSS-II SN 15945,23h37m20.438s,+00d29m58.71s,0.205,,61457.4625,,872.73,61.09,10.0,G,,0.096,0.011,2007SDSS6.C...0000:,2011ApJ...738..162S,0.005,1.1719251710989451,SDSS J33720.43+002958.6,23h37m20.444s,0d29m58.97s,
SDSS-II SN 15946,SDSS-II SN 15946,23h40m45.189s,+00d37m56.18s,0.139,,41671.1575,,590.08,41.31,4.0,G,,0.079,0.009000000000000001,2007SDSS6.C...0000:,2011ApJ...738..162S,0.017,2.9907070182643665,SDSS J34045.19+003756.2,23h40m45.12s,0d37m56.147s,
SDSS-II SN 15953,SDSS-II SN 15953,01h12m56.752s,+00d56m25.15s,0.6629999999999999,,198762.4275,,2834.91,198.44,10.0,VisS,,0.07400000000000001,0.008,2011ApJ...738..162S,2011ApJ...738..162S,0.0,0.20663451671738034,SDSS J11256.69+005625.3,1h12m56.753s,0d56m25.15s,
SDSS-II SN 15955,SDSS-II SN 15955,00h34m23s,-01d12m,,,,,,,,SN,,0.065,0.006999999999999999,2018PASP..130f4002S,,0.0,,SDSS J03421.57-011215.0,0h34m21.5064s,-1d12m14.904s,
SDSS-II SN 15961,WISEA J001459.94-004815.3,00h14m59.918s,-00d48m15.43s,0.28532,3e-05,85536.7961,8.094397,1216.9,85.18,,G,,0.114,0.013,2007SDSS6.C...0000:,2016SDSSD.C...0000:,0.006,1.9676904056831008,SDSS J01459.92-004815.2,0h14m59.94s,-0d48m15.4656s,
SDSS-II SN 15967,SDSS-II SN 15967,01h28m20.240s,-00d46m15.48s,0.374,,112122.395,,1597.4,111.82,6.0,VisS,,0.085,0.009000000000000001,2011ApJ...738..162S,2011ApJ...738..162S,0.0,0.0,,1h28m20.24s,-0d46m15.48s,
SDSS-II SN 15973,SDSS-II SN 15973,01h46m23s,+00d53m,,,,,,,4.0,SN,,0.075,0.008,2018PASP..130f4002S,,0.003,,SDSS J14621.76+005321.3,1h46m21.744s,0d53m22.999s,
SDSS-II SN 15992,WISEA J003532.63+000130.8,00h35m32.614s,+00d01m30.85s,0.36456,0.0001,109292.054008,30.279042,1556.4,108.95,,G,,0.058,0.006,2007SDSS6.C...0000:,2016SDSSD.C...0000:,0.002,0.7798660772545282,SDSS J03532.63+000130.7,0h35m32.62s,0d01m30.8s,
SDSS-II SN 15994,SDSS J004743.76+000601.9,00h47m43.761s,+00d06m02.02s,0.243,,72849.5775,,1035.9,72.51,,G,,0.06,0.006999999999999999,2007SDSS6.C...0000:,2010ApJ...713.1026D,0.008,2.366031503995304,SDSS J04743.76+000601.9,0h47m43.781s,0d06m01.66s,
SDSS-II SN 16001,SDSS-II SN 16001,01h29m04s,+00d02m,,,,,,,,SN,,0.092,0.01,2018PASP..130f4002S,,0.003,,,1h29m02.64s,0d02m12.69s,
SDSS-II SN 16015,SDSS-II SN 16015,00h14m54s,-00d26m,,,,,,,,SN,,0.16399999999999998,0.018000000000000002,2018PASP..130f4002S,,0.0,,,0h14m52.6776s,-0d25m34.0464s,
SDSS-II SN 16024,SDSS-II SN 16024,01h16m12.157s,-00d22m37.92s,0.514,,154093.345,,2196.83,153.78,2.0,VisS,,0.09,0.01,2011ApJ...738..162S,2011ApJ...738..162S,0.003,1.7621592125860774,,1h16m12.168s,-0d22m37.92s,
SDSS-II SN 16039,SDSS-II SN 16039,01h37m48.270s,-01d05m48.01s,0.47700000000000004,,143001.0225,,2038.65,142.71,2.0,VisS,,0.08900000000000001,0.01,2011ApJ...738..162S,2011ApJ...738..162S,0.001,0.8922081308956112,,1h37m48.264s,-1d05m48.012s,
SDSS-II SN 16044,SDSS-II SN 16044,02h45m40.452s,-01d05m16.87s,0.593,,177776.9525,,2536.55,177.56,6.0,G,,0.087,0.01,2007SDSS6.C...0000:,2011ApJ...738..162S,0.003,2.5991585972273072,SDSS J24540.43-010517.1,2h45m40.44s,-1d05m16.98s,
SDSS-II SN 16048,WISEA J022322.30-004056.7,02h23m22.301s,-00d40m56.67s,0.3807,6e-05,114131.00475,16.78838,1626.92,113.88,,G,,0.097,0.011,2007SDSS6.C...0000:,2016SDSSD.C...0000:,0.001,0.2653121991975147,SDSS J22322.30-004056.6,2h23m22.3s,-0d40m56.7s,
SDSS-II SN 16054,SDSS-II SN 16054,22h31m23s,+01d04m,,,,,,,,SN,,0.229,0.025,2018PASP..130f4002S,,0.029,,SDSS J23121.95+010337.0,22h31m21.84s,1d03m37.224s,
SDSS-II SN 16091,SDSS J032045.59+005031.4,03h20m45.609s,+00d50m31.64s,0.3006,0.0005,90117.6255,149.89625,1284.93,89.97,,G,,0.307,0.034,2007SDSS6.C...0000:,2011ApJ...738..162S,0.012,4.438464461266904,SDSS J32045.59+005031.4,3h20m45.611s,0d50m30.93s,
SDSS-II SN 16094,SDSS-II SN 16094,00h36m56s,+01d07m,,,,,,,,SN,,0.055,0.006,2018PASP..130f4002S,,0.001,,SDSS J03654.36+010635.3,0h36m54.3888s,1d06m35.928s,
SDSS-II SN 16098,SDSS-II SN 16098,03h37m28.832s,-00d37m47.78s,0.512,,153493.76,,2190.67,153.35,2.0,VisS,,0.358,0.039,2011ApJ...738..162S,2011ApJ...738..162S,0.002,1.2772926977291592,,3h37m28.824s,-0d37m47.784s,
SDSS-II SN 16104,SDSS-II SN 16104,21h06m15.545s,-01d03m58.88s,0.691,,207156.6175,,2954.91,206.84,2.0,G,,0.179,0.02,2007SDSS6.C...0000:,2011ApJ...738..162S,0.046,40.139749254453136,SDSS J10615.54-010358.8,21h06m15.36s,-1d03m59.22s,
SDSS-II SN 16111,SDSS-II SN 16111,21h57m16.063s,+00d56m07.62s,0.215,,64455.3875,,915.8,64.11,2.0,VisS,,0.15,0.017,2010ApJ...713.1026D,2011ApJ...738..162S,0.0,0.0,,21h57m16.063s,0d56m07.62s,
SDSS-II SN 16121,SDSS-II SN 16121,03h16m54.924s,-00d21m21.53s,0.012,,3597.51,,48.86,3.43,2.0,VisS,,0.189,0.021,2011ApJ...738..162S,2011ApJ...738..162S,0.003,0.04488266532996907,SDSS J31654.91-002121.2,3h16m54.936s,-0d21m21.528s,
SDSS-II SN 16125,SDSS-II SN 16125,00h49m29.695s,+00d03m19.15s,0.6709999999999999,,201160.7675,,2868.93,200.83,6.0,G,,0.086,0.009000000000000001,2007SDSS6.C...0000:,2011ApJ...738..162S,0.013,10.9727369118556,SDSS J04929.68+000318.8,0h49m29.688s,0d03m19.93s,
SDSS-II SN 16129,SDSS-II SN 16129,03h13m59.515s,+00d12m46.87s,0.358,,107325.715,,1530.63,107.14,2.0,G,,0.245,0.027000000000000003,2007SDSS6.C...0000:,2011ApJ...738..162S,0.003,1.1813992630738304,SDSS J31359.51+001246.7,3h13m59.52s,0d12m46.73s,
SDSS-II SN 16130,SDSS J032705.98+000928.1,03h27m05.982s,+00d09m28.14s,0.325,,97432.5625,,1389.57,97.27,,G,,0.342,0.038,2007SDSS6.C...0000:,2010ApJ...713.1026D,0.005,2.0966211353455235,SDSS J32705.98+000928.1,3h27m05.962s,0d09m28.22s,
SDSS-II SN 16136,SDSS J021356.61-004354.0,02h13m56.618s,-00d43m54.05s,0.3427,0.0001,102738.88975,29.97925,1464.02,102.48,,G,,0.09,0.01,2007SDSS6.C...0000:,2011ApJ...738..162S,0.006,2.6077566012358457,SDSS J21356.62-004354.1,2h13m56.605s,-0d43m53.74s,
SDSS-II SN 16142,SDSS-II SN 16142,00h04m07s,+00d29m,,,,,,,,SN,,0.14400000000000002,0.016,2018PASP..130f4002S,,0.0,,,0h04m05.9496s,0d29m10.813s,
SDSS-II SN 16148,SDSS-II SN 16148,03h14m38.671s,+00d35m17.30s,0.249,,74648.3325,,1063.82,74.47,2.0,VisS,,0.275,0.03,2010ApJ...713.1026D,2011ApJ...738..162S,0.01,3.1597436121609968,SDSS J31438.67+003517.6,3h14m38.697s,0d35m17.77s,
SDSS-II SN 16153,SDSS-II SN 16153,03h27m29.719s,+00d53m43.95s,0.196,,58759.33,,837.09,58.6,2.0,G,,0.324,0.036000000000000004,2007SDSS6.C...0000:,2011ApJ...738..162S,0.005,1.0511695306966826,SDSS J32729.72+005343.8,3h27m29.736s,0d53m43.91s,
SDSS-II SN 16163,WISEA J020559.78-005121.0,02h05m59.74s,-00d51m21.1s,0.1549,0.0005,46437.85825,149.89625,659.59,46.22,4.0,G,,0.087,0.01,1990MNRAS.243..692M,2011ApJ...738..162S,0.004,0.9655410754846168,SDSS J20559.80-005120.9,2h05m59.76s,-0d51m21.1s,
SDSS-II SN 16172,WISEA J035049.23-001305.8,03h50m49.239s,-00d13m05.68s,0.2195,0.0002,65804.45375,59.9585,938.24,65.68,5.0,G,,0.5870000000000001,0.065,2007SDSS6.C...0000:,2011ApJ...738..162S,0.061,16.53218622574709,SDSS J35049.23-001305.7,3h50m49.339s,-0d13m08.98s,
SDSS-II SN 16199,SDSS-II SN 16199,22h11m46.617s,+01d08m05.82s,0.29100000000000004,,87239.6175,,1241.19,86.88,12.0,VisS,,0.114,0.013,2010ApJ...713.1026D,2011ApJ...738..162S,0.008,2.6965499046488195,SDSS J21146.66+010804.7,22h11m46.639s,1d08m06.12s,
SDSS-II SN 16202,SDSS-II SN 16202,21h27m10.835s,-00d04m50.28s,,,,,,,,G,,0.128,0.014,2007SDSS6.C...0000:,,0.054000000000000006,,SDSS J12710.83-000450.3,21h27m11.04s,-0d04m49.35s,
SDSS-II SN 16236,WISEA J221856.28-002959.0,22h18m56.298s,-00d29m59.00s,0.36826,0.00015,110402.485427,43.769705,1572.06,110.05,,G,,0.2,0.022,2007SDSS6.C...0000:,2016SDSSD.C...0000:,0.722,331.5213311043957,SDSS J21856.50-003042.4,22h18m56.4s,-0d30m42.3s,
SDSS-II SN 16237,WISEA J013202.48-003724.6,01h32m02.507s,-00d37m24.62s,0.29600000000000004,,88738.58,,1263.39,88.44,4.0,G,,0.101,0.011,2007SDSS6.C...0000:,2010ApJ...713.1026D,0.004,1.2055819321639123,SDSS J13202.51-003724.8,1h32m02.52s,-0d37m24.6s,
SDSS-II SN 16238,WISEA J015139.67-002611.3,01h51m39.659s,-00d26m11.48s,0.33899999999999997,,101629.6575,,1447.82,101.35,,G,,0.08,0.009000000000000001,2007SDSS6.C...0000:,2010ApJ...713.1026D,0.044,18.797046566506726,SDSS J15139.66-002611.5,1h51m39.633s,-0d26m08.84s,
SDSS-II SN 16247,SDSS-II SN 16247,03h45m28.745s,-00d27m48.42s,0.344,,103128.62,,1471.33,102.99,2.0,VisS,,0.401,0.044,2010ApJ...713.1026D,2011ApJ...738..162S,0.004,1.7997042947530326,SDSS J34528.75-002748.6,3h45m28.747s,-0d27m48.17s,
SDSS-II SN 16298,SDSS-II SN 16298,22h01m38.880s,+00d34m34.18s,,,,,,,8.0,SN,,0.147,0.016,2013ApJ...763...88C,,0.001,,SDSS J20138.78+003434.1,22h01m38.88s,0d34m34.2s,
SDSS-II SN 16301,SDSS-II SN 16301,21h50m06.861s,+01d01m59.93s,0.19399999999999998,,58159.745,,825.91,57.82,2.0,VisS,,0.2,0.022,2011ApJ...738..162S,2011ApJ...738..162S,0.025,5.9861220078082935,,21h50m06.96s,1d01m59.916s,
SDSS-II SN 16302,SDSS J220703.83+001059.8,22h07m03.837s,+00d10m59.90s,0.187,,56061.1975,,795.82,55.71,,G,,0.252,0.028,2007SDSS6.C...0000:,2010ApJ...713.1026D,0.07400000000000001,17.147067195085384,,22h07m04.13s,0d11m00.3s,
SDSS-II SN 16356,[CDN2013] CID 16356,21h12m48.240s,-00d34m03.26s,,,,,,,,SN,,0.181,0.02,2013ApJ...763...88C,,0.052000000000000005,,SDSS J11248.23-003403.1,21h12m48.435s,-0d34m02.26s,
SDSS-II SN 16360,SDSS-II SN 16360,22h50m16s,-00d31m,,,,,,,,SN,,0.248,0.027000000000000003,2018PASP..130f4002S,,0.009000000000000001,,,22h50m14.64s,-0d30m31.4352s,
SDSS-II SN 16393,[CDN2013] CID 16393,21h46m00.240s,-00d03m39.34s,,,,,,,,SN,,0.227,0.025,2013ApJ...763...88C,,0.019,,SDSS J14600.22-000339.4,21h46m00.296s,-0d03m38.57s,
SDSS-II SN 16398,SDSS-II SN 16398,21h23m06s,+00d20m,,,,,,,,SN,,0.151,0.017,2018PASP..130f4002S,,0.026,,,21h23m04.32s,0d20m15.601s,
SDSS-II SN 16405,SDSS J234424.87+002204.2,23h44m24.870s,+00d22m04.43s,0.2754,0.01,82562.8545,2997.925,1174.26,92.69,4.0,G,,0.067,0.006999999999999999,2007SDSS6.C...0000:,2011ApJ...738..162S,0.019,6.5235437147023925,SDSS J34424.87+002204.2,23h44m24.946s,0d22m04.42s,
SDSS-II SN 16433,SDSS-II SN 16433,02h27m59.062s,-01d10m09.43s,0.322,,96533.185,,1375.61,96.29,6.0,G,,0.095,0.01,2007SDSS6.C...0000:,2011ApJ...738..162S,0.011,4.748112049735144,SDSS J22759.00-011009.9,2h27m59.016s,-1d10m09.264s,
SDSS-II SN 16434,SDSS-II SN 16434,02h51m08.386s,-01d10m13.62s,0.40299999999999997,,120816.3775,,1722.93,120.61,10.0,G,,0.197,0.022,2007SDSS6.C...0000:,2011ApJ...738..162S,0.017,8.56098237356175,SDSS J25108.38-011013.5,2h51m08.454s,-1d10m13.55s,
SDSS-II SN 16441,SDSS-II SN 16441,21h59m39s,-00d40m,,,,,,,4.0,SN,,0.201,0.022,2018PASP..130f4002S,,0.008,,SDSS J15937.09-003949.6,21h59m37.2s,-0d39m49.32s,
SDSS-II SN 16451,WISEA J003353.69+000903.7,00h33m53.703s,+00d09m03.68s,0.19105,3e-05,57275.65691699999,9.59336,813.29,56.93,,G,,0.05,0.006,2007SDSS6.C...0000:,2016SDSSD.C...0000:,0.002,0.5108441238542918,SDSS J03353.70+000903.7,0h33m53.6976s,0d09m03.78s,
SDSS-II SN 16455,SDSS-II SN 16455,21h55m21.069s,-00d23m36.15s,0.12,,35975.1,,508.97,35.63,2.0,VisS,,0.28600000000000003,0.032,2011ApJ...738..162S,2011ApJ...738..162S,0.013,1.907395539647169,,21h55m21.12s,-0d23m36.15s,
SDSS-II SN 16460,SDSS J004402.26-001348.8,00h44m02.269s,-00d13m48.88s,0.28600000000000003,,85740.655,,1220.03,85.4,,G,,0.043,0.005,2007SDSS6.C...0000:,2010ApJ...713.1026D,0.022,7.591498634360051,SDSS J04402.27-001349.1,0h44m02.322s,-0d13m47.88s,
SDSS-II SN 16462,WISEA J010809.74-002309.4,01h08m09.750s,-00d23m09.38s,0.2446,0.0001,73329.2455,29.97925,1042.97,73.01,5.0,G,,0.099,0.011,2007SDSS6.C...0000:,2011ApJ...738..162S,0.029,8.882755378777848,SDSS J10809.75-002309.4,1h08m09.739s,-0d23m11.12s,
SDSS-II SN 16467,WISEA J215420.48+000703.8,21h54m20.489s,+00d07m03.80s,0.2214,0.0005,66374.0595,149.89625,943.24,66.06,3.0,G,,0.217,0.024,2007SDSS6.C...0000:,2011ApJ...738..162S,0.04,11.024269779719814,SDSS J15420.49+000703.8,21h54m20.576s,0d07m05.81s,
SDSS-II SN 16468,SDSS J001532.13+000657.1,00h15m32.138s,+00d06m57.19s,0.22659,5e-05,67930.58216,16.188795000000002,965.38,67.58,,G,,0.07400000000000001,0.008,2007SDSS6.C...0000:,2016SDSSD.C...0000:,0.004,1.232073313678968,SDSS J01532.14+000657.1,0h15m32.1312s,0d06m57.431s,
SDSS-II SN 16472,SDSS J013302.52+001000.1,01h33m02.524s,+00d10m00.16s,0.3097,0.0005,92845.73725,149.89625,1322.07,92.57,4.0,G,,0.07400000000000001,0.008,2007SDSS6.C...0000:,2011ApJ...738..162S,0.045,17.614048325725825,SDSS J13302.52+001000.1,1h33m02.469s,0d09m57.55s,
SDSS-II SN 16477,SDSS J004125.12+003155.2,00h41m25.118s,+00d31m55.47s,0.40106,2e-05,120234.180465,7.19502,1712.76,119.89,,G,,0.056,0.006,2013ApJ...763...88C,2013ApJ...763...88C,0.004,2.063182608434325,SDSS J04125.12+003155.2,0h41m25.13s,0d31m55.3s,
SDSS-II SN 16478,SDSS-II SN 16478,01h16m20.801s,+00d34m03.11s,0.34600000000000003,,103728.205,,1477.32,103.41,6.0,G,,0.08199999999999999,0.009000000000000001,2007SDSS6.C...0000:,2011ApJ...738..162S,0.049,21.181766936279462,SDSS J11620.79+003403.1,1h16m20.688s,0d34m05.52s,
SDSS-II SN 1650,SDSS-II SN 01650,23h34m02.515s,+00d41m01.52s,0.27699999999999997,,83042.5225,,1181.08,82.68,10.0,G,,0.104,0.011,2007SDSS6.C...0000:,2011ApJ...738..162S,0.043,14.857068476550827,SDSS J33402.51+004101.4,23h34m02.656s,0d41m00.04s,
SDSS-II SN 16547,SDSS-II SN 16547,01h25m21.216s,-01d07m08.83s,0.36112,4e-05,108260.767808,11.392115,1542.2,107.95,4.0,G,,0.099,0.011,2007SDSS6.C...0000:,2016SDSSD.C...0000:,0.022,9.900212549709913,SDSS J12521.21-010708.5,1h25m21.288s,-1d07m09.588s,
SDSS-II SN 16551,WISEA J000147.52-004022.2,00h01m47.522s,-00d40m22.45s,0.30007,7e-05,89959.33506,19.786305,1280.0,89.6,,G,,0.104,0.011,2007SDSS6.C...0000:,2016SDSSD.C...0000:,0.001,0.3635466259374074,SDSS J00147.52-004022.4,0h01m47.52s,-0d40m22.4s,
SDSS-II SN 16554,SDSS-II SN 16554,01h16m54.088s,-00d46m48.56s,0.5529999999999999,,165785.2525,,2363.87,165.47,8.0,G,,0.106,0.012,2007SDSS6.C...0000:,2011ApJ...738..162S,0.024,16.493374577747467,SDSS J11654.09-004648.5,1h16m54.102s,-0d46m49.98s,
SDSS-II SN 16572,SDSS-II SN 16572,23h43m56.437s,+00d20m29.36s,1.6244299999999998,0.00053,486992.830153,158.590232,6951.83,486.63,,G,,0.07200000000000001,0.008,2007SDSS6.C...0000:,2016SDSSD.C...0000:,0.01,19.854936830955936,SDSS J34356.44+002029.3,23h43m56.4s,0d20m29.555s,
SDSS-II SN 1658,SDSS J235000.77+003901.7,23h50m00.773s,+00d39m01.71s,0.256,,76746.88,,1091.19,76.38,,G,,0.08199999999999999,0.009000000000000001,2007SDSS6.C...0000:,2010ApJ...713.1026D,0.084,26.701994540208965,SDSS J35001.17+003859.6,23h50m01.102s,0d39m00.79s,
SDSS-II SN 16582,SDSS-II SN 16582,21h48m57.864s,-00d26m01.99s,0.27899999999999997,,83642.1075,,1189.97,83.3,2.0,VisS,,0.332,0.037000000000000005,2011ApJ...738..162S,2011ApJ...738..162S,0.006,2.086997564577269,,21h48m57.84s,-0d26m01.9932s,
SDSS-II SN 16586,WISEA J235321.60-003219.1,23h53m21.617s,-00d32m19.53s,0.31971,0.0001,95846.06059,30.279042,1364.06,95.49,,G,,0.08,0.009000000000000001,2007SDSS6.C...0000:,2016SDSSD.C...0000:,0.004,1.7056085768486662,SDSS J35321.60-003219.4,23h53m21.6s,-0d32m19.5s,
SDSS-II SN 16606,[CDN2013] CID 16606,22h50m26.640s,+01d13m21.68s,,,,,,,,SN,,0.243,0.027000000000000003,2013ApJ...763...88C,,0.011,,SDSS J25026.62+011321.8,22h50m26.601s,1d13m22.02s,
SDSS-II SN 16637,WISEA J003242.15-001907.8,00h32m42.154s,-00d19m07.80s,0.24298000000000006,2e-05,72843.58165,5.096472,1035.69,72.5,,G,,0.061,0.006999999999999999,2007SDSS6.C...0000:,2016SDSSD.C...0000:,0.396,119.89478875719664,SDSS J03242.16-001907.8,0h32m43.33s,-0d19m23.7s,
SDSS-II SN 16652,SDSS J002243.14+000045.0,00h22m43.152s,+00d00m45.14s,0.23945,6e-05,71785.314125,19.18672,1020.49,71.44,,G,,0.07400000000000001,0.008,2007SDSS6.C...0000:,2016SDSSD.C...0000:,0.001,0.2487613627327537,SDSS J02243.14+000045.0,0h22m43.15s,0d00m45.1s,
SDSS-II SN 16655,SDSS-II SN 16655,01h50m14s,+00d10m,,,,,,,,SN,,0.097,0.011,2018PASP..130f4002S,,0.001,,SDSS J15012.31+000938.1,1h50m12.288s,0d09m37.717s,
SDSS-II SN 16715,SDSS-II SN 16715,21h16m04s,-00d44m,,,,,,,4.0,SN,,0.171,0.019,2018PASP..130f4002S,,0.026,,SDSS J11602.33-004358.5,21h16m02.16s,-0d43m56.352s,
SDSS-II SN 16721,SDSS-II SN 16721,21h47m04.211s,-00d15m56.25s,0.37,,110923.225,,1579.72,110.58,10.0,G,,0.207,0.023,2007SDSS6.C...0000:,2011ApJ...738..162S,0.012,5.239534022013314,SDSS J14704.21-001556.2,21h47m04.255s,-0d15m56.42s,
SDSS-II SN 16724,SDSS-II SN 16724,21h57m28s,+00d06m,,,,,,,,SN,,0.16,0.018000000000000002,2018PASP..130f4002S,,0.015,,,21h57m26.4s,0d06m21.92s,
SDSS-II SN 16759,SDSS-II SN 16759,23h42m10s,+01d07m,,,,,,,,SN,,0.078,0.009000000000000001,2018PASP..130f4002S,,0.013,,SDSS J34208.32+010729.3,23h42m08.4s,1d07m29.136s,
SDSS-II SN 16831,SDSS J222454.51-002305.4,22h24m54.518s,-00d23m05.49s,0.44598,3e-05,133701.45915,8.993775,1904.88,133.34,,G,,0.213,0.023,2007SDSS6.C...0000:,2016SDSSD.C...0000:,0.058,31.97046688640253,SDSS J22454.52-002305.5,22h24m54.72s,-0d23m03.84s,
SDSS-II SN 16841,SDSS-II SN 16841,01h35m20s,+00d09m,,,,,,,,SN,,0.071,0.008,2018PASP..130f4002S,,0.003,,,1h35m18.24s,0d09m26.53s,
SDSS-II SN 1686,SDSS J000859.71-001238.0,00h08m59.711s,-00d12m38.07s,0.136,,40771.78,,577.36,40.42,,G,,0.17,0.019,2007SDSS6.C...0000:,2008AJ....135..348S,0.029,4.972975925845215,SDSS J00859.75-001239.2,0h08m59.6s,-0d12m37.5s,
SDSS-II SN 16878,SDSS-II SN 16878,21h44m48.922s,-00d07m27.65s,0.32899999999999996,,98631.7325,,1404.14,98.29,2.0,G,,0.207,0.023,2007SDSS6.C...0000:,2011ApJ...738..162S,0.01,3.9267281816139383,SDSS J14448.92-000727.6,21h44m48.96s,-0d07m27.7212s,
SDSS-II SN 16879,SDSS J215507.12-000424.8,21h55m07.136s,-00d04m25.12s,0.21437,3e-05,64266.21843200001,10.192945,913.12,63.92,,G,,0.248,0.027000000000000003,2007SDSS6.C...0000:,2016SDSSD.C...0000:,0.017,4.337903048250553,SDSS J15507.12-000424.8,21h55m07.2s,-0d04m25.284s,
SDSS-II SN 16937,SDSS-II SN 16937,21h51m31.621s,-00d27m56.86s,0.251,,75247.9175,,1070.04,74.9,2.0,VisS,,0.451,0.05,2011ApJ...738..162S,2011ApJ...738..162S,0.015,4.6154726601685825,,21h51m31.68s,-0d27m56.862s,
SDSS-II SN 16945,SDSS-II SN 16945,03h22m23s,-00d28m,,,,,,,,VisS,,0.187,0.021,2018PASP..130f4002S,,0.002,,,3h22m21.768s,-0d28m04.1844s,
SDSS-II SN 16950,SDSS-II SN 16950,21h55m56s,+00d31m,,,,,,,,SN,,0.184,0.02,2018PASP..130f4002S,,0.006999999999999999,,,21h55m54.72s,0d31m00.9336s,
SDSS-II SN 16973,SDSS-II SN 16973,01h40m24.720s,-00d15m09.41s,0.106,,31778.005,,449.78,31.49,6.0,VisS,,0.083,0.009000000000000001,2011ApJ...738..162S,2011ApJ...738..162S,0.0,0.0,,1h40m24.72s,-0d15m09.41s,
SDSS-II SN 16975,SDSS J015411.72-001940.1,01h54m11.729s,-00d19m40.18s,0.36106,6e-05,108243.979428,16.78838,1542.35,107.97,,G,,0.08800000000000001,0.01,2007SDSS6.C...0000:,2016SDSSD.C...0000:,0.026,11.645389163219381,SDSS J15411.73-001940.2,1h54m11.832s,-0d19m40.0296s,
SDSS-II SN 16976,SDSS-II SN 16976,01h55m10.854s,-00d24m43.13s,0.064,,19186.72,,270.12,18.91,2.0,VisS,,0.08800000000000001,0.01,2011ApJ...738..162S,2011ApJ...738..162S,0.001,0.11970926703840486,SDSS J15510.84-002443.3,1h55m10.848s,-0d24m43.128s,
SDSS-II SN 16977,WISEA J020210.81-001759.3,02h02m10.806s,-00d17m58.95s,0.38407,5e-05,115141.605267,14.39004,1641.01,114.87,,G,,0.066,0.006999999999999999,2007SDSS6.C...0000:,2016SDSSD.C...0000:,0.001,0.8216018330605322,SDSS J20210.80-001759.0,2h02m10.8s,-0d17m59s,
SDSS-II SN 17068,WISEA J011416.38-000742.4,01h14m16.382s,-00d07m42.36s,0.38772,7e-05,116235.847892,20.685682,1655.98,115.92,,G,,0.081,0.009000000000000001,2007SDSS6.C...0000:,2016SDSSD.C...0000:,0.008,3.748316450683292,SDSS J11416.38-000742.3,1h14m16.368s,-0d07m41.9448s,
SDSS-II SN 17169,WISEA J225623.28-004005.3,22h56m23.283s,-00d40m04.96s,0.22056,9e-05,66122.833385,27.281118,939.37,65.76,,G,,0.193,0.021,2007SDSS6.C...0000:,2016SDSSD.C...0000:,0.01,2.7884403941221305,SDSS J25623.28-004004.9,22h56m23.28s,-0d40m05.5668s,
SDSS-II SN 17191,SDSS-II SN 17191,03h32m15.236s,-00d51m24.62s,0.38299999999999995,,114820.5275,,1638.08,114.67,2.0,G,,0.328,0.036000000000000004,2007SDSS6.C...0000:,2011ApJ...738..162S,0.002,1.2121066891555332,SDSS J33215.23-005124.5,3h32m15.24s,-0d51m24.48s,
SDSS-II SN 17205,WISEA J022603.25+004825.6,02h26m03.224s,+00d48m25.58s,0.19265,0.00022,57755.025125,65.95435,821.58,57.52,,G,,0.092,0.01,2007SDSS6.C...0000:,2000ApJS..129..475Y,0.002,0.5370359356912932,SDSS J22603.22+004825.5,2h26m03.216s,0d48m25.52s,
