Name,Disc. Date,mmax,Host Name,R.A.,Dec.,z,Type,Phot.,Spec.,Radio,X-ray,NUVexpt,FUVexpt
PSc540087,2013/08/01,21.35,,22:21:30.357,+00:07:46.34,0.2738,Ia,31.0,,,,3533.0,3533.0
SDSS-II SN 18993,2007/10/08,21.35,SDSS J13715.97-003006.5,"01:37:16.947,01:37:16.944","-00:30:13.91,-00:30:14.148,-00:30:13.9068,-00:30:13.8996,-00:30:14.13","0.303,0.269,0.472,0.481",Ia,26.0,,,,3393.0,3393.0
PSc090638,2010/10/10,21.35,,02:26:29.894,-04:39:08.93,0.25341,Ia,24.0,,,,37081.0,217.0
SN2007pn,2007/10/12,21.35,SDSS J21633.95-004319.7,"02:16:33.90,02:16:33.888,02:16:33.912","-00:43:20.5,-00:43:20.892,-00:43:20.5248,-00:43:20.8884",0.304942,Ia?,22.0,,,,3316.0,3316.0
PSc150195,2011/04/11,21.35,,12:20:50.068,+48:07:29.87,0.26769,Ia,20.0,,,,116.0,116.0
SDSS-II SN 19668,2007/10/12,21.35,SDSS J34744.76-003741.0,23:47:44.88,"-00:37:41.1,-00:37:41.4048,-00:37:41.8224",0.407113,Ia,17.0,,,,4018.0,3677.0
SDSS-II SN 13344,2006/09/11,21.35,SDSS J22439.79+002244.2,22:24:39.84,"+00:22:44.393,+00:22:44",0.207977,Ia,16.0,,,,3533.0,3533.0
SDSS-II SN 2912,2005/09/09,21.35,SDSS J25205.61-011515.9,"02:52:05.616,02:52:05.592","-01:15:15.84,-01:15:16.092",,Ia,15.0,,,,3676.0,3676.0
SDSS-II SN 8700,2005/10/26,21.35,SDSS J22026.28+001337.8,"02:20:26.326,02:20:26.304,02:20:26.328","+00:13:37.88,+00:13:37.42,+00:13:37.718,+00:13:37.409",0.423438,Ia,14.0,,,,1242.0,0.0
PSc160106,2011/05/20,21.35,,16:15:48.396,+56:17:41.04,0.30197,Ia,14.0,,,,11528.0,11528.0
SDSS-II SN 2427,2005/09/03,21.35,SDSS J10446.12+004056.6,"01:04:46.128,01:04:46.08","+00:40:56.622,+00:40:56.24",,Ia,9.0,,,,2974.0,2974.0
SDSS-II SN 11518,2005/11/23,21.35,SDSS J03338.46+003219.4,"00:33:38.3712,00:33:38.3664,00:33:38.352","+00:32:18.409,+00:32:18.395,+00:32:18.136",0.212107,Ia,4.0,,,,3432.0,3432.0
SDSS-II SN 17586,2007/09/05,21.35,SDSS J15928.97-004853.3,21:59:29.04,"-00:48:53.2332,-00:48:53.4744",0.273141,Ia,3.0,,,,0.0,0.0
SDSS-II SN 1835,2005/09/10,21.35,SDSS J05039.38+010418.6,20:50:39.36,"+01:04:18.696,+01:04:18.588,+01:04:18.372",0.2716,Ia,2.0,,,,912.0,427.0
SDSS-II SN 7630,,21.35,SDSS J14515.76-011145.1,"01:45:15.768,01:45:15.744","-01:11:45.168,-01:11:45.096,-01:11:45.456","0.251,0.225",Ib/c,0.0,,,,2561.0,2561.0
PS1-11ql,2011,21.357,,12:13:43.68,+46:17:24.72,,Ia?,,,,,1764.0,119.0
PS1-11uo,2011/04/24,21.36,,"10:45:24.781,10:45:24.779,10:45:24.780","+57:13:04.41,+57:13:04.40",0.30323,Ia,50.0,,,,1966.0,265.0
SDSS-II SN 17577,2007/09/05,21.36,,"22:07:39.55,22:07:39.6","-01:03:16.7,-01:03:16.668,-01:03:16.416",0.283,Ia,29.0,,,,6328.0,6328.0
SDSS-II SN 12936,2006/08/28,21.36,,"02:08:10.91,02:08:10.92,02:08:10.944","-01:03:05.4,-01:03:05.436","0.194,0.1918",Ia,23.0,,,,3652.0,3652.0
SDSS-II SN 13096,2006/09/15,21.36,SDSS J35328.90-011208.1,"23:53:28.80,23:53:28.8","-01:12:08.1,-01:12:08.064,-01:12:07.74",0.392006,Ia,21.0,,,,4018.0,3677.0
SDSS-II SN 18380,2007/09/03,21.36,SDSS J11052.24+001631.5,"01:10:52.2,01:10:52.176","+00:16:31.282,+00:16:30.994",,Ia,15.0,,,,3534.0,3534.0
SDSS-II SN 1991,2005/09/09,21.36,SDSS J23830.43+005429.4,"22:38:30.384,22:38:30.48","+00:54:29.92,+00:54:29.84,+00:54:29.534",0.315484,Ia,14.0,,,,4754.0,4754.0
PSc420350,2012/08/05,21.36,,02:21:56.371,-03:51:31.72,0.42998,Ia,14.0,,,,4146.0,229.0
SDSS-II SN 17542,2007/09/03,21.36,,22:18:42.96,"+00:40:18.062,+00:40:17.645",,Ia,13.0,,,,3533.0,3533.0
SDSS-II SN 11181,2005/11/19,21.36,SDSS J34805.22-000836.0,"23:48:05.183,23:48:05.28","-00:08:35.74,-00:08:35.736,-00:08:35.8152,-00:08:36.0096",0.34394,Ia,9.0,,,,6131.0,6131.0
SDSS-II SN 7092,2005/10/25,21.36,SDSS J10507.28+011314.4,"21:05:07.318,21:05:07.2","+01:13:13.83,+01:13:13.512,+01:13:13.836,+01:13:13.728",0.2254,Ia,3.0,,,,4815.0,4815.0
SDSS-II SN 9102,,21.36,SDSS J22555.40+003118.0,22:25:55.44,"+00:31:18.383,+00:31:18.005",0.171605,Ia,0.0,,,,3533.0,3533.0
PSc180561,2011/07/28,21.37,,"22:17:50.984,22:17:50.987",+01:28:06.39,0.23,Ia,89.0,,,,6633.0,4754.0
PSc080241,2010/09/02,21.37,,03:28:32.442,-28:04:17.73,0.30729,Ia,35.0,,,,1929.0,228.0
PSc070611,2010/08/15,21.37,,16:18:08.915,+53:58:19.13,0.14769,Ia,33.0,,,,22862.0,9290.0
SDSS-II SN 5235,2005/09/22,21.37,SDSS J22853.84+003810.2,"22:28:53.837,22:28:53.76","+00:38:10.55,+00:38:10.14,+00:38:10.547,+00:38:10.518,+00:38:10.147",0.252225,Ia,32.0,,,,3533.0,3533.0
PSc350131,2012/01/16,21.37,,08:44:12.148,+44:11:18.25,0.21187,Ia,28.0,,,,219.0,219.0
SN2006sk,2006/11/14,21.37,A021033-0404,"02:10:33.801,02:10:33.80,02:10:33.800","-04:04:03.86,-04:04:03.9,-04:04:03.845","0.327,0.3261,0.327",Ia,27.0,1.0,,,4146.0,229.0
PSc040511,2010/05/13,21.37,,16:07:40.019,+55:07:29.93,0.31424,Ia,26.0,,,,21651.0,7865.0
SDSS-II SN 15935,2006/10/20,21.37,SDSS J14351.15+002623.8,21:43:51.12,"+00:26:23.89,+00:26:23.917,+00:26:23.633","0.193,0.176",Ia,24.0,,,,5647.0,4564.0
PSc370575,2012/03/20,21.37,,10:49:26.502,+58:29:19.30,0.35251,Ia,24.0,,,,1895.0,1895.0
PSc330128,2011/11/13,21.37,,02:27:17.477,-03:49:16.73,0.32116,Ia,22.0,,,,4146.0,229.0
PSc390514,2012/04/29,21.37,,16:19:44.750,+54:45:24.98,0.32955,Ia,20.0,,,,21651.0,7865.0
PSc070071,2010/08/02,21.37,,22:19:56.442,-00:26:30.92,0.36762,Ia,17.0,,,,3776.0,2583.0
SN2006sw,2006/11/14,21.37,SDSS J10500.52-002232.2,"01:05:00.20,01:05:00.192","-00:22:28.7,-00:22:28.704,-00:22:28.7076,-00:22:28.866","0.331,0.33",Ia,15.0,,,,3631.0,3631.0
PSc570022,2013/10/22,21.37,,23:24:29.722,-00:29:03.63,0.30184,Ia,14.0,,,,7702.0,7689.0
SDSS-II SN 16408,2006/10/21,21.37,SDSS J05522.71+003843.7,20:55:22.56,"+00:38:45.316,+00:38:45.031",0.2667,Ia,12.0,,,,107.0,0.0
SDSS-II SN 12076,2005/11/19,21.37,SDSS J20031.72-005713.9,"02:00:31.752,02:00:31.728","-00:57:13.9176,-00:57:14.184",,Ia,8.0,,,,3555.0,3555.0
SDSS-II SN 14756,2006/09/29,21.37,SDSS J32104.65+004858.2,03:21:04.632,"+00:48:58.482,+00:48:58.435,+00:48:58.1","0.235,0.212",Ia,2.0,,,,8557.0,6886.0
SDSS-II SN 1464,,21.37,SDSS J14534.44+000903.4,"01:45:34.44,01:45:34.416","+00:09:02.9304,+00:09:02.6676",0.290028,Ia,0.0,,,,3273.0,3273.0
SN2005ii,2005/10/20,21.38,SDSS J01303.75-003712.9,"00:13:03.73,00:13:03.7,00:13:03.732,00:13:03.7128","-00:37:12.4,-00:37:12,-00:37:12.432,-00:37:12.684,-00:37:12.4248,-00:37:12.6912,-00:37:12.5","0.356,0.361",Ia,54.0,,,,3004.0,3004.0
PSc520011,2010/04/19,21.38,,14:19:17.434,+52:28:43.50,0.28218,Ia,35.0,,,,2101.0,0.0
SDSS-II SN 14883,2006/09/30,21.38,,01:32:36.432,"-00:44:15.216,-00:44:15.198,-00:44:15.468","0.212,0.193",Ia,30.0,,,,5364.0,5364.0
SDSS-II SN 13784,2006/09/12,21.38,,"00:16:48.113,00:16:48.1104,00:16:48.0864","-00:49:03.6012,-00:49:03.5616,-00:49:03.81","0.259,0.232",Ia,25.0,,,,5047.0,5047.0
PSc040477,2010/05/08,21.38,,16:20:34.011,+54:48:24.17,0.34581,Ia,25.0,,,,21651.0,7865.0
SDSS-II SN 15793,2006/10/12,21.38,,"01:26:32.88,01:26:32.856","+01:01:38.352,+01:01:38.316,+01:01:37.992","0.229,0.207",Ia,24.0,,,,1763.0,1763.0
PS1-10byw,2010/11/30,21.38,,22:15:28.070,"+01:32:58.15,+01:32:58.16",0.287,Ia,24.0,,,,6633.0,4754.0
SDSS-II SN 9632,2005/10/30,21.38,,"02:00:40.882,02:00:40.872","+01:14:58.51,+01:14:58.092,+01:14:58.524,+01:14:58.488","0.383,0.444,0.375",Ia,22.0,,,,3343.0,3343.0
PSc040151,2010/05/06,21.38,,12:21:49.673,+46:27:04.69,0.25615,Ia,20.0,,,,1764.0,119.0
PSc390629,2012/05/15,21.38,,14:07:32.775,+54:01:31.03,0.41027,Ia,18.0,,,,16326.0,15718.0
PSc490001,2013/02/28,21.38,,12:16:03.383,+46:17:48.64,0.30473,Ia,14.0,,,,1764.0,119.0
SDSS-II SN 4059,2005/09/21,21.38,SDSS J33836.03+000844.7,"03:38:36.004,03:38:36","+00:08:45.01,+00:08:44.74,+00:08:45.006,+00:08:45.121,+00:08:44.722",0.3037,Ia,13.0,,,,3507.0,3507.0
SDSS-II SN 15386,2006/10/20,21.38,SDSS J05020.36-011356.8,"20:50:20.360,20:50:20.4","-01:13:56.83,-01:13:57.252,-01:13:56.82,-01:13:57.216",0.2871,Ia,4.0,,,,0.0,0.0
PS1-13bzk,2013/06/25,21.38,,,,,Ia,1.0,,,,,
SDSS-II SN 13953,,21.38,SDSS J03926.73+004445.4,"00:39:26.7288,00:39:26.7216,00:39:26.7144","+00:44:44.545,+00:44:44.74,+00:44:44.372",0.262438,Ia,0.0,,,,5175.0,5175.0
SDSS-II SN 5641,,21.38,SDSS J21956.54-002615.3,22:19:56.64,"-00:26:16.062,-00:26:15.612,-00:26:15.8928","0.672,0.525",Ia,0.0,,,,3776.0,2583.0
PS1-12dl,2012/01/19,21.39,,10:49:37.033,"+58:57:12.03,+58:57:12.04",0.30514,Ia,44.0,,,,1797.0,1797.0
SDSS-II SN 5897,2005/10/12,21.39,SDSS J23239.38-004814.8,"02:32:39.330,02:32:39.336,02:32:39.312","-00:48:14.44,-00:48:14.436,-00:48:14.2344,-00:48:14.6448",0.368966,Ia,29.0,,,,6878.0,6878.0
SN2007ts,2007/11/05,21.39,SDSS J10758.14+002748.8,"01:07:58.15,01:07:58.152,01:07:58.17,01:07:58.168,01:07:58.159","+00:27:48.9,+00:27:49.151,+00:27:48.863,+00:27:49.0,+00:27:49.05,+00:27:48.972",0.314419,Ia,29.0,1.0,,,2024.0,2024.0
SN2005gt,2005/09/25,21.39,SDSS J20404.01-002158.7,"02:04:03.84,02:04:03.8,02:04:03.816","-00:21:56.9,-00:21:57,-00:21:56.988,-00:21:56.9808,-00:21:57.3516,-00:21:57.0","0.273,0.334",Ia,28.0,,,,3316.0,3316.0
SDSS-II SN 15511,2006/10/11,21.39,SDSS J25943.30-005717.5,"02:59:43.289,02:59:43.248,02:59:43.296","-00:57:18.40,-00:57:18.684,-00:57:18.396,-00:57:18.3852,-00:57:18.6876","0.256,0.251,0.225",Ia,26.0,,,,3563.0,3563.0
SDSS-II SN 14988,2006/09/17,21.39,SDSS J02849.07+001718.8,20:28:49.2,"+00:17:20,+00:17:20.047,+00:17:19.91","0.315,0.276",Ia,20.0,,,,116.0,0.0
SDSS-II SN 12939,2006/08/28,21.39,SDSS J34442.47-005042.8,03:44:42.456,"-00:50:43.1232,-00:50:43.4256",,Ia,19.0,,,,4168.0,4168.0
SDSS-II SN 16586,2006/11/09,21.39,SDSS J35321.60-003219.4,"23:53:21.60,23:53:21.6","-00:32:19.5,-00:32:19.9932,-00:32:20.328",0.319595,Ia,14.0,,,,4018.0,3677.0
DES12C1a,2012/12/07,21.39,,"03:38:54.50,03:38:54.472,03:38:54.5","-27:32:28.2,-27:32:27.94",0.30302,Ia,12.0,,,,224.0,224.0
SDSS-II SN 3402,2005/09/12,21.39,,22:11:35.04,"+00:31:37.146,+00:31:37.103,+00:31:37.024","0.448,0.378",Ia,7.0,,,,3533.0,3533.0
SN2006oe,2006/10/28,21.39,SDSS J32126.93+010757.4,"23:21:26.88,23:21:27.00","+01:07:57.6,+01:07:56.928,+01:07:56.496,+01:07:56.9","0.335,0.426,0.434",Ia,7.0,,,,156.0,156.0
SDSS-II SN 3889,2005/09/22,21.39,SDSS J03045.32-002617.0,"00:30:45.34,00:30:45.338,00:30:45.3048","-00:26:18.24,-00:26:18.204,-00:26:18.3408",0.229297,Ia,4.0,,,,6282.0,6282.0
SDSS-II SN 15568,,21.39,SDSS J34723.11+010300.2,23:47:23.04,"+01:03:00.684,+01:03:00.648,+01:02:59.892",0.20661,Ia,0.0,,,,4881.0,3241.0
SDSS-II SN 4304,,21.39,SDSS J14856.80+005920.9,"01:48:56.76,01:48:56.784","+00:59:22.02,+00:59:21.181",0.212655,Ia,0.0,,,,5174.0,4234.0
PS1-11sk,2011/04/15,21.4,,"12:12:50.654,12:12:50.655,12:12:50.656","+47:08:44.75,+47:08:44.74",0.27,Ia,71.0,,,,108.0,108.0
SN2007tr,2007/10/18,21.4,SDSS J11047.93+001337.0,"01:10:48.01,01:10:48.010,01:10:48,01:10:48.024,01:10:48.009","+00:13:36.7,+00:13:36.76,+00:13:36.52,+00:13:36.757,+00:13:36.772,+00:13:36.75,+00:13:36.806",0.344,Ia?,56.0,,,,3534.0,3534.0
SN2005iv,2005/10/20,21.4,A203144+0014,"20:31:44.68,20:31:44.7,20:31:44.64,20:31:44.67","+00:14:41.1,+00:14:41,+00:14:41.03,+00:14:41.125,+00:14:41.01","0.3,0.3",Ia,47.0,,,,116.0,0.0
SN2005it,2005/10/12,21.4,SDSS J10445.73+003047.7,"01:04:45.69,01:04:45.7,01:04:45.696,01:04:45.672,01:04:45.70","+00:30:50.1,+00:30:50,+00:30:50.11,+00:30:50.101,+00:30:49.806","0.359,0.364",Ia,46.0,,,,2024.0,2024.0
PSc350235,2012/01/09,21.4,,12:17:24.048,+48:20:46.47,0.264,Ia,30.0,,,,116.0,116.0
SN2007qk,2007/10/31,21.4,SDSS J10314.31+002730.6,"21:03:14.16,21:03:14.12","+00:27:26.464,+00:27:26.4,+00:27:26.273",0.303,Ia,23.0,,,,4265.0,2920.0
PSc360414,2012/02/10,21.4,,14:13:56.814,+54:19:36.85,0.25837,Ia,23.0,,,,16511.0,15903.0
PSc140122,2011/03/10,21.4,,12:17:03.626,+46:18:41.82,0.27172,Ia,21.0,,,,1764.0,119.0
SDSS-II SN 18324,2007/09/15,21.4,SDSS J02531.45+004737.8,"00:25:31.467,00:25:31.4,00:25:31.4664,00:25:31.44","+00:47:37.99,+00:47:37.54,+00:47:37.993,+00:47:37.946,+00:47:37.547",0.266984,Ia,18.0,,,,3432.0,3432.0
SDSS-II SN 14894,2006/09/27,21.4,SDSS J22107.78-004528.7,"02:21:07.762,02:21:07.752,02:21:07.728","-00:45:28.40,-00:45:28.404,-00:45:28.4436,-00:45:28.728",0.437768,Ia,9.0,,,,3316.0,3316.0
SDSS-II SN 2532,2005/09/14,21.4,SDSS J15059.29-001402.0,"01:50:59.400,01:50:59.376,01:50:59.4","-00:14:03.04,-00:14:03.372,-00:14:03.0372,-00:14:03.03,-00:14:03.3648","0.361,0.367",Ia,7.0,,,,6697.0,6697.0
SN1999G,1999/01/12,21.4,A111539-0529,"11:15:39.13,11:15:39.130","-05:29:24.8,-05:29:24.79","0.17,0.17",Ia,1.0,,,,330.0,105.0
SN2001ge,2001/11/21,21.4,A203114-4035,"20:31:14.44,20:31:14.441","-40:35:16.0,-40:35:16.01","0.22,0.22",Ia,1.0,,,,0.0,0.0
SN2001hc,2001/04/18,21.4,A094431+0802,"09:44:31.52,09:44:31.519","+08:02:02.8,+08:02:02.80","0.35,0.35",Ia,1.0,,,,3425.0,3425.0
SN2002gs,2002/10/10,21.4,A013956-0045,"01:39:56.44,01:39:56.441","-00:45:01.2,-00:45:01.19","0.33,0.33",Ia,1.0,,,,3393.0,3393.0
SN2002io,2002/10/30,21.4,A233242+0005,"23:32:42.32,23:32:42.319","+00:05:28.2,+00:05:28.21","0.25,0.25",Ia,1.0,,,,4461.0,4461.0
SN2002ir,2002/10/30,21.4,A000859+0057,"00:08:59.93,00:08:59.930","+00:57:55.7,+00:57:55.69","0.28,0.28",Ia,1.0,,,,4102.0,4102.0
SN2002is,2002/10/30,21.4,A002315+0053,"00:23:15.07,00:23:15.070","+00:53:29.6,+00:53:29.62","0.26,0.26",Ia,1.0,,,,9756.0,9756.0
iPTF14gjh,2014/10/04,21.4,,00:19:56.37,+36:45:21.5,0.042,Ia,1.0,1.0,,,531.0,407.0
PTF11daj,2011/05/04,21.4,,10:00:40.05,+02:09:18.1,0.106,Ia,1.0,,,,328286.0,249310.0
PTF11gjo,2011/06/25,21.4,,16:33:20.83,+33:08:17.1,0.22,Ia,1.0,,,,166.0,166.0
SDSS-II SN 13675,2006/09/17,21.41,,"20:42:38.153,20:42:38.16","-00:54:59.62,-00:54:59.76,-00:54:59.616,-00:54:59.5404","0.292,0.296,0.263",Ia,28.0,,,,0.0,0.0
PSc080028,2010/08/30,21.41,,23:27:40.586,-00:20:10.16,0.27671,Ia,27.0,,,,4461.0,4461.0
SDSS-II SN 15417,2006/10/12,21.41,,"01:02:13.895,01:02:13.896","+00:27:43.16,+00:27:42.77,+00:27:43.117,+00:27:42.764","0.304,0.277,0.247",Ia,23.0,,,,2024.0,2024.0
PSc500043,2011/01/11,21.41,,09:59:44.791,+02:18:08.08,0.25256,Ia,23.0,,,,3493.0,3493.0
SDSS-II SN 3565,2005/09/22,21.41,SDSS J01021.68+004235.9,"00:10:21.035,00:10:21.036,00:10:21.0504,00:10:21.0312","+00:42:33.79,+00:42:33.786,+00:42:33.52,+00:42:33.16",0.289763,Ia,22.0,,,,7477.0,7477.0
SDSS-II SN 10450,2005/11/02,21.41,SDSS J22906.03-010743.1,22:29:06.24,"-01:07:43.212,-01:07:43.428",0.272,Ia,19.0,,,,6328.0,6328.0
SN2005lo,2005/11/24,21.41,SDSS J03711.88-011214.5,"00:37:11.87,00:37:11.9,00:37:11.863,00:37:11.8368,00:37:11.86","-01:12:12.4,-01:12:12,-01:12:12.312,-01:12:12.348,-01:12:12.6,-01:12:12.3",0.299,Ia,19.0,,,,3835.0,3835.0
SDSS-II SN 13971,2006/09/11,21.41,SDSS J13438.39+011411.5,"01:34:38.472,01:34:38.448","+01:14:11.04,+01:14:10.752",0.261899,Ia,17.0,,,,4025.0,4025.0
SDSS-II SN 2621,2005/09/09,21.41,SDSS J10122.55-010744.6,"01:01:22.536,01:01:22.56,01:01:22.512","-01:07:44.976,-01:07:45.012,-01:07:45.192","0.324,0.284",Ia,16.0,,,,3798.0,3798.0
PSc120715,2009/09/19,21.41,,02:28:28.234,-04:10:43.65,0.26321,Ia,15.0,,,,39009.0,217.0
SDSS-II SN 16547,2006/10/29,21.41,SDSS J12521.21-010708.5,01:25:21.288,"-01:07:09.588,-01:07:09.768",0.361097,Ia,9.0,,,,6760.0,6760.0
SDSS-II SN 5473,2005/10/01,21.41,SDSS J33856.79+002300.0,"23:38:56.808,23:38:56.88","+00:23:00.55,+00:23:00.312,+00:23:00.7548,+00:23:00.5928,+00:23:00.3048","0.28,0.27714",Ia,9.0,,,,7882.0,6242.0
SN2005ik,2005/10/23,21.42,SDSS J13115.62-010326.3,"21:31:15.60,21:31:15.6","-01:03:25.2,-01:03:25,-01:03:25.164,-01:03:25.452","0.31,0.31",Ia,54.0,,,,0.0,0.0
SNLS-06D3dt,2006/05/04,21.42,,14:17:21.664,"+52:27:10.14,+52:27:10.140","0.282,0.282",Ia,49.0,,,,2101.0,0.0
PSc180549,2011/07/28,21.42,,16:05:19.405,+55:38:51.63,0.33883,Ia,32.0,,,,0.0,0.0
SDSS-II SN 20217,2007/10/19,21.42,SDSS J22749.22-003759.0,"22:27:49.104,22:27:49.2","-00:37:58.82,-00:37:58.818,-00:37:58.9476,-00:37:59.2644",0.368842,Ia,28.0,,,,3823.0,2630.0
SDSS-II SN 5468,2005/09/13,21.42,,"22:50:07.380,22:50:07.44","+00:24:17.50,+00:24:17.14,+00:24:17.5,+00:24:17.536,+00:24:17.132","0.277,0.267,0.238",Ia,26.0,,,,3625.0,3523.0
SDSS-II SN 4966,2005/09/22,21.42,,20:53:48.24,"-01:02:25.656,-01:02:25.62,-01:02:25.8",0.3128,Ia,23.0,,,,0.0,0.0
SDSS-II SN 6433,2005/10/12,21.42,,"21:16:15.6,21:16:15.36","-00:19:59.3508,-00:19:59.2932,-00:19:59.6172","0.229,0.207",Ia,22.0,,,,3452.0,3452.0
SDSS-II SN 13329,2006/09/11,21.42,,"22:42:52.852,22:42:52.8","-00:06:30.38,-00:06:30.672,-00:06:30.384,-00:06:30.456,-00:06:30.6864","0.319,0.347,0.302",Ia,21.0,,,,3776.0,2583.0
PSc020026,2010/03/09,21.42,,12:15:12.802,+46:02:40.40,0.32057,Ia,20.0,,,,1705.0,154.0
SDSS-II SN 13441,2006/09/15,21.42,SDSS J30748.59-001358.2,"23:07:48.720,23:07:48.72","-00:13:58.76,-00:13:58.98,-00:13:58.764,-00:13:58.7424,-00:13:58.998",0.28876,Ia,17.0,,,,7060.0,7060.0
SDSS-II SN 19461,2007/10/09,21.42,SDSS J35448.53-004241.0,"03:54:48.624,03:54:48.6","-00:42:42.012,-00:42:42.0588,-00:42:42.2856",0.244,Ia,17.0,,,,2320.0,2320.0
SDSS-II SN 3068,2005/09/13,21.42,SDSS J04508.46-005414.5,"00:45:08.496,00:45:08.448","-00:54:14.4936,-00:54:14.706",,Ia,17.0,,,,8749.0,8749.0
SDSS-II SN 16121,2006/10/27,21.42,SDSS J31654.91-002121.2,"03:16:54.936,03:16:54.912","-00:21:21.528,-00:21:21.438,-00:21:21.8412",0.0116,Ia,16.0,,,,3460.0,3460.0
PSc550200,2013/09/22,21.42,,22:14:26.186,-00:53:08.93,0.25403,Ia,14.0,,,,6328.0,6328.0
SDSS-II SN 15874,2006/10/22,21.42,SDSS J23904.69-002313.3,"02:39:04.693,02:39:04.656,02:39:04.704,02:39:04.68","-00:23:13.13,-00:23:13.56,-00:23:13.128,-00:23:13.2828,-00:23:13.5528",0.402736,Ia,13.0,,,,3316.0,3316.0
SDSS-II SN 4360,2005/09/14,21.42,,"01:18:37.42,01:18:37.416,01:18:37.44","+00:54:56.8,+00:54:56.77,+00:54:57.092,+00:54:56.765",0.328,Ia,13.0,,,,1763.0,1763.0
SDSS-II SN 13836,2006/09/12,21.42,SDSS J02739.22-002147.7,"00:27:39.228,00:27:39.2112","-00:21:47.682,-00:21:47.988",0.374341,Ia,12.0,,,,4515.0,4515.0
SDSS-II SN 15816,2006/10/20,21.42,SDSS J11749.09+000556.2,"01:17:49.09,01:17:49.104","+00:05:55.5,+00:05:56.01,+00:05:55.55",0.326,Ia,11.0,,,,3534.0,3534.0
SDSS-II SN 11723,2005/11/19,21.42,,03:39:15.576,"-00:02:53.1708,-00:02:53.2824",,Ia,9.0,,,,2320.0,2320.0
SDSS-II SN 7884,2005/10/12,21.42,SDSS J12704.20+000724.6,"01:27:04.184,01:27:04.176","+00:07:24.49,+00:07:24.2,+00:07:24.226",0.441372,Ia,8.0,,,,3534.0,3534.0
SDSS-II SN 7527,2005/10/26,21.42,SDSS J22101.47-011214.0,"22:21:01.542,22:21:01.44","-01:12:14.90,-01:12:14.904,-01:12:14.76","0.237,0.237",Ia,6.0,,,,6328.0,6328.0
SDSS-II SN 18475,2007/11/20,21.42,SDSS J30248.66+000256.3,"23:02:48.72,23:02:48.48","+00:02:56.16,+00:02:55.84",0.181642,Ia,1.0,,,,18393.0,12469.0
PS1-10zv,2010,21.421,,02:26:02.592,-04:06:45,,Ia?,,,,,4362.0,445.0
SNLS-05D2ab,2005/01/08,21.43,[NSB2006] J100150.83+020623.0,"10:01:50.846,10:01:50.833","+02:06:22.79,+02:06:22.790,+02:06:23.02",0.323,Ia,41.0,1.0,,,332116.0,253140.0
PSc350192,2012/01/15,21.43,,09:54:51.792,+01:57:41.99,,Ia,36.0,,,,3493.0,3493.0
PSc480064,2013/01/16,21.43,,08:35:11.171,+44:26:53.52,0.24346,Ia,36.0,,,,1896.0,1896.0
SDSS-II SN 19465,2007/09/03,21.43,,21:58:49.44,"-00:51:28.6452,-00:51:28.8,-00:51:29.0736","0.283,0.253",II,33.0,,,,0.0,0.0
SDSS-II SN 17958,2007/09/14,21.43,SDSS J21744.38-004246.5,"02:17:44.398,02:17:44.4","-00:42:46.40,-00:42:46.764,-00:42:46.404,-00:42:46.4508,-00:42:46.7784",0.275974,Ia,22.0,,,,3316.0,3316.0
PSc570081,2013/11/26,21.43,,08:39:49.618,+42:57:27.32,0.3686,Ia,22.0,,,,0.0,0.0
PSc370395,2012/02/27,21.43,,09:59:50.986,+02:19:02.07,0.33239,Ia,21.0,,,,3493.0,3493.0
ESSENCEn263,2005/11/22,21.43,,"02:05:14.95,02:05:14.946","-04:56:39.1,-04:56:39.08,-04:56:39.087","0.368,0.3671,0.368",Ia,18.0,1.0,,,1854.0,218.0
SN2007rk,2007/11/02,21.43,SDSS J34217.37+010344.1,"03:42:17.376,03:42:17.424,03:42:17.43","+01:03:44.17,+01:03:46.872,+01:03:47.304,+01:03:47.3","0.196,0.179",Ia,18.0,,,,5268.0,3597.0
SDSS-II SN 19352,2007/10/08,21.43,,"02:41:19.117,02:41:19.104,02:41:19.128","+00:15:11.66,+00:15:11.27,+00:15:11.63,+00:15:11.275","0.334,0.233",Ia,17.0,,,,0.0,0.0
SDSS-II SN 9132,2005/10/31,21.43,SDSS J10501.23+003224.5,"01:05:01.259,01:05:01.248","+00:32:24.43,+00:32:24.04,+00:32:24.331","0.368,0.384,0.329",Ia,16.0,,,,2523.0,2523.0
SDSS-II SN 13732,2006/09/18,21.43,,21:37:04.32,"+00:54:03.726,+00:54:03.6072",0.402256,Ia,14.0,,,,10979.0,9896.0
SDSS-II SN 5197,2005/09/03,21.43,SDSS J34556.59+004011.2,03:45:56.832,"+00:40:25.774,+00:40:25.442",,Ia,11.0,,,,6854.0,5183.0
PSc040318,2010/05/09,21.43,,14:17:19.798,+53:06:45.28,0.29954,Ia,11.0,,,,3829.0,0.0
SDSS-II SN 17370,2007/09/05,21.43,SDSS J10736.95+001131.4,21:07:36.96,"+00:11:31.6,+00:11:31.618,+00:11:31.232",0.281,Ia,7.0,,,,7716.0,6371.0
SDSS-II SN 18851,2007/09/22,21.43,SDSS J31037.17+002443.7,"03:10:37.2,03:10:37.176","+00:24:44.107,+00:24:43.816",0.292837,Ia,6.0,,,,3507.0,3507.0
