"Name","Disc. Date","Max Date","mmax","Host Name","R.A.","Dec.","z","Type","Phot.","Spec.","References"
"SN1993G","1993/03/06","1993/03/12","17.2","NGC 3690","11:28:33.43,11:28:33.37,11:28:33.439,11:28:33.44","+58:33:31.0,+58:33:30.97,+58:33:31.21,+58:33:31.2","0.01,0.01","II","9","1","2012A&A...538A.120L,2017MNRAS.467..369S,2016A&A...594A..13P,1993IAUC.5718....3S,1993IAUC.5719....1F"
"SN1993H","1993/03/18","1993/03/20","16.57","ESO 445-G66","13:52:50.34,13:52:50.340","-30:42:23.3,-30:42:23.29","0.02421","Ia","104","","1996AJ....112.2408H,2012A&A...538A.120L,2004MNRAS.349.1344A,1993IAUC.5723....3S,2009ApJS..185...32K"
"SN1993I","1993/03/23","1993/03/22","18","MCG +02-32-144","12:34:42.70,12:34:42.72,12:34:42.701","+09:00:07.9,+09:00:07.92,+09:00:07.88","0.04295,0.043","Ia","1","","2008ApJ...673..999P,1993IAUC.5728....3H,2012A&A...538A.120L,2016A&A...594A..13P,2008yCat.2283....0B"
"SN1993J","1993/03/28","1993/03/30","9.91","NGC 3031","09:55:24.7747,09:55:24.95,09:55:25.001,09:55:25.00","+69:01:13.702,+69:01:13.38,+69:01:13.01,+69:01:13.0,+69:01:13.4","-0.000113","IIb","1838","100","1996AJ....112..732R,1995A&AS..110..513B,2000AJ....120.1499M,1994supe.conf...27L,1994AJ....107.1022R"
"SN1993K","1993/03/28","1993/03/27","14.5","NGC 2223","06:24:37.8,06:24:37.776,06:24:37.800,06:24:37.80,06:24:38.06","-22:49:50,-22:49:50.88,-22:49:51.00,-22:49:51.0,-22:49:46.7","0.00908,0.00949","II?","39","23","2017ApJ...850...89G,2016AJ....151...33G,2012A&A...538A.120L,2017MNRAS.467..369S,1993IAUC.5733....2G"
"SN1993N","1993/04/15","1993/04/14","17.5","UGC 5695","10:29:46.2,10:29:46.32,10:29:46.200,10:29:46.33","+13:01:13,+13:01:14.88,+13:01:14.00,+13:01:14.0,+13:01:15.2","0.00979,0.0098","II","1","","2008ApJ...673..999P,1993IAUC.5784....4S,2012A&A...538A.120L,2016A&A...594A..13P,1993IAUC.5784....1M"
"SN1993M","1993/04/28","1993/04/27","18.5","A191301-6417","19:13:01.53,19:13:01.529","-64:17:28.3,-64:17:28.28","0.09","Ia","1","","2012A&A...538A.120L,1993IAUC.5783....2H,2016A&A...594A..13P,2008yCat.2283....0B,2011ApJ...737..103S"
"SN1993L","1993/04/30","1993/05/05","13.86","IC 5270","22:57:52.86,22:57:52.81,22:57:52.870,22:57:52.87","-35:51:26.8,-35:51:26.98,-35:51:27.00,-35:51:27.0","0.006616","Ia","147","","2004MNRAS.349.1344A,2012A&A...538A.120L,1993IAUC.5780....2T,2007ApJ...659..122J,1993IAUC.5780....1E"
"SN1993O","1993/05/18","1993/05/26","17.79","A133107-3312","13:31:07.87,13:31:07.870","-33:12:50.5,-33:12:50.51","0.0515,0.0518,0.0542,0.0568,0.0635","Ia","78","","2001PhDT.......173H,2012A&A...538A.120L,2016A&A...594A..13P,1993IAUC.5799....2G,2008MNRAS.389.1577T"
"SN1993P","1993/05/18","1993/05/17","17.5","A132925-3024","13:29:25.86,13:29:25.8,13:29:25.800,13:29:25.80","-30:24:47.6,-30:24:47,-30:24:47.02,-30:24:47.0","0.048","Ic","1","","2012A&A...538A.120L,1993IAUC.5799....2G,2016A&A...594A..13P,2003yCat.2246....0C,2011ApJ...737..103S"
"SN1993S","1993/05/26","1993/05/25","17.5","2MASX J22522390-4018432","22:52:23.28,22:49:33.400,22:49:33.4,22:52:17.34","-40:18:36.72,-40:34:40.00,-40:34:40.0,-40:17:53.5","0.03301,0.03217","II P","86","4","2016AJ....151...33G,2017ApJ...850...89G,2014ApJ...786...67A,2012A&A...538A.120L,1993IAUC.5812....3M"
"SN1993T","1993/05/26","1993/05/25","18","A231054-4458","23:10:54.09,23:10:54.091","-44:58:48.6,-44:58:48.61","0.088","Ia","1","","2012A&A...538A.120L,1993IAUC.5812....3M,2016A&A...594A..13P,2011ApJ...737..103S"
"SN1993Q","1993/05/28","1993/05/27","19","A203546-4247","20:35:46.94,20:35:46.939","-42:47:33.4,-42:47:33.40","","Ia","1","","1993IAUC.5809....2B,2012A&A...538A.120L,2011ApJ...737..103S"
"SN1993R","1993/06/02","1993/06/01","17","NGC 7742","23:44:16.29,23:44:16.400,23:44:16.4,23:44:16.26","+10:46:07.1,+10:46:09.00,+10:46:09.0,+10:46:06.3","0.0055","Ia/c","1","","2012A&A...538A.120L,1993IAUC.5812....3M,2016A&A...594A..13P,1999AJ....118.2331V,2011ApJ...737..103S"
"SN1993W","1993/08/18","1993/08/20","16","A232940-0302","23:29:40.02,23:29:40.070,23:29:40.07","-03:02:25.7,-03:02:25.67,-03:02:25.80,-03:02:25.8","0.018,0.018","II","1","3","2012A&A...538A.120L,1993IAUC.5848....2P,2016A&A...594A..13P,2008yCat.2283....0B,2011ApJ...737..103S"
"SN1993X","1993/08/22","1993/08/21","16.3","NGC 2276","07:27:40.6,07:27:40.601,07:27:40.60","+85:46:26.2,+85:46:26.18","0.0081","II","1","","2012A&A...538A.120L,1993IAUC.5850....2R,2016A&A...594A..13P,2011ApJ...737..103S"
"SN1993Y","1993/09/18","1993/09/29","16.33","UGC 2771","03:31:24.41,03:31:24.40,03:31:24.410","+39:45:02.7,+39:45:02.87,+39:45:02.59,+39:45:02.6,+39:45:02.9","0.02,0.02","Ia","111","1","2001PASP..113.1349H,2012MNRAS.425.1789S,2012A&A...538A.120L,1993IAUC.5870....3T,2016A&A...594A..13P"
"SN1993aa","1993/09/19","1993/09/18","18","APMUKS(BJ) B230046.41-063708.1","23:03:22.02,23:03:22.080,23:03:22.08","-06:20:56.1,-06:20:56.09,-06:20:56.18,-06:20:56.2","0.0253","Ia","1","1","2012MNRAS.425.1789S,1993IAUC.5871....3K,2012A&A...538A.120L,2011PhDT.......384S,2016A&A...594A..13P"
"SN1993Z","1993/09/23","1993/09/23","13.87","NGC 2775","09:10:19.60,09:10:19.58,09:10:19.601","+07:01:40.2,+07:01:40.13,+07:01:40.30,+07:01:40.3,+07:01:40.1","0.00452,0.0045,0.0045","Ia","78","9","2012MNRAS.425.1789S,2001PASP..113.1349H,2012A&A...538A.120L,1993IAUC.5870....3T,2016A&A...594A..13P"
"SN1993ab","1993/09/24","1993/09/23","18","NGC 1164","03:02:01.5,03:02:01.500,03:02:01.43","+42:34:53,+42:34:53.00,+42:34:53.0,+42:34:53.9","0.01393","Ia","1","1","2012MNRAS.425.1789S,1993IAUC.5871....3K,2012A&A...538A.120L,2016A&A...594A..13P,1993IAUC.5871....1M"
"SN1993ac","1993/10/13","1993/10/10","18.08","CGCG 307-023","05:46:23.58,05:46:23.549,05:46:23.55","+63:22:07.1,+63:22:07.09,+63:22:07.00,+63:22:07.0","0.0443,0.0487,0.0491,0.0556","Ia","24","4","1999AJ....117..707R,2012MNRAS.425.1789S,2012AJ....143..126B,2008AJ....135.1598M,2012A&A...538A.120L"
"SN1993ae","1993/11/07","1993/11/01","16.04","IC 126","01:29:48.91,01:29:48.88,01:29:48.919,01:29:48.92","-01:58:37.1,-01:58:37.11,-01:58:37.20,-01:58:37.2","0.01905,0.01905","Ia","66","3","1999AJ....117..707R,2012MNRAS.425.1789S,2012A&A...538A.120L,2001PASP..113.1349H,2012AJ....143..126B"
"SN1993ad","1993/11/07","1993/11/11","16.24","IC 1501","23:34:40.92,23:34:40.970,23:34:40.97","-03:09:32.99,-03:09:33.08,-03:09:33.1,-03:09:33.0","0.017","II","8","","2012A&A...538A.120L,1995IBVS.4146....1T,1993IAUC.5887....2D,2016A&A...594A..13P,1993IAUC.5887....1P"
"SN1993ag","1993/11/15","1993/11/25","18.14","A100335-3527","10:03:35.00,10:03:34.999","-35:27:47.6,-35:27:47.59","0.0493,0.0496,0.0545,0.0547,0.0559,0.0603","Ia","53","","1996AJ....112.2408H,2012A&A...538A.120L,2016A&A...594A..13P,1993IAUC.5895....2S,2014ApJ...795...44R"
"SN1993af","1993/11/15","1993/11/14","17","NGC 1808","05:08:00.71,05:08:00.710","-37:29:18.0,-37:29:17.99","0.0033","Ia","1","","2012A&A...538A.120L,1993IAUC.5895....2S,2016A&A...594A..13P,2011ApJ...737..103S"
"SN1993ah","1993/11/16","1993/11/12","16.9","ESO 471-G27","23:51:50.27,23:51:50.270","-27:57:47.0,-27:57:47.02","0.02936","Ia","19","","2012A&A...538A.120L,1993IAUC.5895....2S,2004ApJ...607..665R,2013MNRAS.433.2240G,2010ApJ...716..712A"
"SN1993ai","1993/12/10","1993/12/09","18","UGC 3483","06:33:13.00,06:33:12.000,06:33:12.00,06:33:16.58","+51:20:42.0,+51:21:00.00,+51:21:00.0,+51:22:57.2","0.034,0.034,0.034,0.034","Ia","1","1","2012MNRAS.425.1789S,1993IAUC.5912....3M,2012A&A...538A.120L,2016A&A...594A..13P,2011ApJ...737..103S"
"SN1993al","1993/12/22","1993/12/21","22.6","A122212-0108","12:22:12.62,12:22:12.619","-01:08:24.5,-01:08:24.50","0.18","Ia","1","","2012A&A...538A.120L,1995IAUC.6263....1D,2016A&A...594A..13P,1995IAUC.6263....1S,2011ApJ...737..103S"
"SN1993aj","1993/12/27","1993/12/26","17","2MFGC 09481","12:04:21.15,12:04:21.149","-00:43:13.9,-00:43:13.91","0.0776","Ia","1","3","2012MNRAS.425.1789S,1994IAUC.5915....3M,2012A&A...538A.120L,2016A&A...594A..13P,2008yCat.2283....0B"
"SN1994al","1994/01/08","1994/01/02","22.3","A030622+1718","03:06:22.45,03:06:22.450","+17:18:33.7,+17:18:33.70","0.42,0.42","Ia","7","","2008ApJ...686..749K,2012A&A...538A.120L,1995IAUC.6263....1D,2016A&A...594A..13P,2010ApJ...716..712A"
"SN1994H","1994/01/08","1994/01/12","21.34","A024004-0134","02:40:04.70,02:40:04.730,02:40:04.73","-01:34:06.4,-01:34:06.38,-01:34:06.49,-01:34:06.5","0.374,0.374","Ia","6","","2008ApJ...686..749K,2012A&A...538A.120L,1994IAUC.5956....2K,2016A&A...594A..13P,2010ApJ...716..712A"
"SN1994F","1994/01/09","1994/01/13","22.13","A114959+1042","11:49:59.53,11:49:59.539,11:49:59.54","+10:42:57.8,+10:42:58.00,+10:42:58.0","0.354,0.354","Ia","2","","2008ApJ...686..749K,2012A&A...538A.120L,1994IAUC.5956....2K,2016A&A...594A..13P,2008yCat.2283....0B"
"SN1994A","1994/01/11","1994/01/10","18","UGC 8214","13:07:38.7,13:07:41.100,13:07:37.40","+62:12:50,+62:13:00.00,+62:13:00.0,+62:12:47.5","0.028","II","1","","2012A&A...538A.120L,1994IAUC.5923....3Z,2016A&A...594A..13P,1994IAUC.5923....1M,2011ApJ...737..103S"
"SN1994B","1994/01/16","1994/02/05","19.23","[P94a] 081751.35+155320.5","08:20:40.90,08:20:40.920,08:20:40.92","+15:43:48.2,+15:43:48.24,+15:43:48.40,+15:43:48.4","0.089002","Ia","5","2","2012MNRAS.425.1789S,2012A&A...538A.120L,2001PASP..113.1349H,1994IAUC.5923....3Z,2016A&A...594A..13P"
"SN1994am","1994/02/04","1994/02/04","21.8","A024002-0137","02:40:02.06,02:40:02.059","-01:37:14.9,-01:37:14.92","0.372,0.372","Ia","4","","2008ApJ...686..749K,2012A&A...538A.120L,1995IAUC.6263....1D,2016A&A...594A..13P,2010ApJ...716..712A"
"SN1994G","1994/02/13","1994/02/20","21.55","A101926+5052","10:19:26.68,10:19:26.681","+50:52:19.4,+50:52:19.49,+50:52:19.5","0.425,0.425","Ia","8","","2008ApJ...686..749K,2012A&A...538A.120L,1994IAUC.5956....2K,2016A&A...594A..13P,2010ApJ...716..712A"
"SN1994C","1994/03/05","1994/03/14","18.08","MCG +08-15-23","07:56:40.27,07:56:40.270","+44:52:19.3,+44:52:19.31","0.05024","Ia","6","","2012A&A...538A.120L,2001PASP..113.1349H,2004ApJ...607..665R,1994IAUC.5946....3G,2016A&A...594A..13P"
"SN1994E","1994/03/05","1994/03/04","19","SDSS J113207.01+552138.0","11:32:06.96,11:32:06.960","+55:21:34.7,+55:21:34.70","0.063871","Ia","1","1","2012MNRAS.425.1789S,2012A&A...538A.120L,1994IAUC.5952....4G,2016A&A...594A..13P,2008yCat.2283....0B"
"SN1994J","1994/03/05","1994/03/04","19","[P94] 095815.51+544427.4","10:01:36.69,10:01:36.72,10:01:36.76,10:01:36.761","+54:34:56.1,+54:34:56.64,+54:34:56.5,+54:34:56.50","0.055999","Ia","1","1","2012MNRAS.425.1789S,1994IAUC.5971....3M,2008ApJ...673..999P,2012A&A...538A.120L,2016A&A...594A..13P"
"SN1994D","1994/03/07","1994/03/21","10.96","NGC 4526","12:34:02.395,12:34:02.37,12:34:02.450,12:34:02.45","+07:42:05.70,+07:42:04.7,+07:42:04.72","0.00149,0.00233,0.00253,0.00328,0.00149,0.00366,0.00389,0.00394,0.00412,0.00432","Ia","590","76","1996MNRAS.278..111P,1995AJ....109.2121R,2012AJ....143..126B,2008AJ....135.1598M,2012MNRAS.425.1789S"
"SN1994K","1994/04/01","1994/03/31","17.5","PGC 28944","10:00:24.60,10:00:24.61,10:00:24.610","+12:52:31.5,+12:52:31.6,+12:52:31.58","0.024","Ia","1","","2012A&A...538A.120L,1994IAUC.5972....2C,2016A&A...594A..13P,1994IAUC.5972....1M,2011ApJ...737..103S"
"SN1994I","1994/04/02","1994/04/09","12.48","NGC 5194","13:29:54.072,13:29:54.010,13:29:54.01,13:29:54.07","+47:11:30.50,+47:11:31.70,+47:11:31.7,+47:11:30.5","0.00156,0.00188","Ic","365","43","2014AJ....147...99M,1995ApJ...450L..11F,1996AJ....111..327R,1994PASJ...46L.191Y,1995PAZh...21..678T"
"SN1994L","1994/04/08","1994/04/07","14.7","NGC 2848","09:20:08.8,09:20:17.100,09:20:09.03","-16:32:28,-16:31:60.00,-16:32:00.0,-16:32:28.7","0.006,0.0068","II","1","","2012A&A...538A.120L,1994IAUC.5975....2G,2016A&A...594A..13P,1994IAUC.5976....1F,2011ApJ...737..103S"
"SN1994P","1994/04/20","1994/04/19","18.2","MCG +09-20-51","11:59:21.065,11:59:21.12,11:59:21.04,11:59:21.070,11:59:21.07","+52:42:58.78,+52:42:59.04,+52:42:58.48,+52:42:59.00,+52:42:59.0,+52:42:58.5","0.00361,0.0036","II","1","","2008ApJ...673..999P,2012A&A...538A.120L,1994IAUC.5989....2M,2016A&A...594A..13P,1994IAUC.5989....1S"
"SN1994M","1994/04/29","1994/04/30","16.12","NGC 4493","12:31:08.61,12:31:08.611","+00:36:19.6,+00:36:19.9,+00:36:19.91","0.02316","Ia","71","10","2012AJ....143..126B,2008AJ....135.1598M,1999AJ....117..707R,2012A&A...538A.120L,1994IAUC.5982....3G"
"SN1994O","1994/05/06","1994/05/05","18.5","MRK 268","13:41:10.98,13:41:10.980","+30:22:43.4,+30:22:43.6,+30:22:43.61","0.04,0.04","Ia","1","","1994IAUC.5988....3M,2012A&A...538A.120L,2016A&A...594A..13P,1994IAUC.5988....1P,2011ApJ...737..103S"
"SN1994N","1994/05/10","1994/05/13","17.95","UGC 5695","10:29:46.8,10:29:47.04,10:29:47.100,10:29:46.92","+13:01:13,+13:01:15.24,+13:01:00.00,+13:01:00.0,+13:01:15.2","0.00979,0.0098","II","15","4","2004MNRAS.347...74P,2008ApJ...673..999P,2012A&A...538A.120L,1994IAUC.5987....2S,2016A&A...594A..13P"
"SN1994Q","1994/06/02","1994/05/26","16.65","CGCG 224-104","16:49:51.13,16:49:51.12,16:49:51.06,16:49:51.139,16:49:51.14","+40:25:55.8,+40:25:55.92,+40:25:55.54,+40:25:55.81,+40:25:55.5","0.02956,0.02946,0.02956","Ia","52","9","1999AJ....117..707R,2012AJ....143..126B,2008AJ....135.1598M,2012MNRAS.425.1789S,1991ESOC...37..721L"
"SN1994R","1994/06/03","1994/06/02","16","IC 2627","11:09:60.000,11:10:00.00,11:09:51.82","-23:43:00.00,-23:43:00.0,-23:43:32.0","0.007","II","1","","2012A&A...538A.120L,1994IAUC.6003....3S,2016A&A...594A..13P,2011ApJ...737..103S,2008yCat....1.2024B"
"SN1994S","1994/06/04","1994/06/14","14.82","NGC 4495","12:31:21.85,12:31:21.82,12:31:21.859,12:31:21.86","+29:08:04.0,+29:08:04.19,+29:08:04.20,+29:08:04.2","0.01518,0.01518","Ia","37","6","1999AJ....117..707R,2012AJ....143..126B,2008AJ....135.1598M,2012MNRAS.425.1789S,2012A&A...538A.120L"
"SN1994T","1994/06/11","1994/06/08","17.04","CGCG 016-058","13:21:30.73,13:21:30.69,13:18:59.839,13:18:59.84","-02:08:56.5,-02:08:58.08,-02:09:01.58,-02:09:01.6,-02:08:58.1","0.03466,0.03466","Ia","36","6","2012AJ....143..126B,2008AJ....135.1598M,1999AJ....117..707R,2012MNRAS.425.1789S,2012A&A...538A.120L"
"SN1994U","1994/06/27","1994/06/27","14","NGC 4948","13:04:56.13,13:04:56.09,13:04:56.131","-07:56:51.7,-07:56:51.67,-07:56:51.50,-07:56:51.5","0.003749,0.003746","Ia","1","2","2012A&A...538A.120L,2012MNRAS.425.1789S,1994IAUC.6011....3M,1998AJ....115.1096G,1998ApJ...504..935R"
"SN1994W","1994/07/29","1994/08/13","13","NGC 4041","12:02:10.92,12:02:10.89,12:02:10.930,12:02:10.93","+62:08:32.7,+62:08:32.35,+62:08:32.78,+62:08:32.8,+62:08:32.3","0.00403","II","51","","1994IAUC.6072....1S,2012A&A...538A.120L,1989IAUC.4799....1C,1994IAUC.6042....2K,1989IAUC.6044....1M"
"SN1994X","1994/08/15","1994/08/14","18.5","2MASX J00152051-2453337","00:15:20.62,00:17:52.159,00:17:52.16","-24:53:50.5,-24:37:10.88,-24:37:10.9","0.055598","Ia","1","1","2012MNRAS.425.1789S,2012A&A...538A.120L,1994IAUC.6056....3I,2016A&A...594A..13P,1994IAUC.6056....1M"
"SN1994Y","1994/08/19","1994/09/07","14.05","NGC 5371","13:55:36.90,13:55:36.86,13:55:36.910,13:55:36.91","+40:27:53.4,+40:27:53.17,+40:27:53.60,+40:27:53.6,+40:27:53.2","0.0085,0.0085","II","249","8","2001PASP..113.1349H,2012A&A...538A.120L,1997PAZh...23...30T,1994IAUC.6058....3S,2016A&A...594A..13P"
"SN1994ac","1994/09/11","1994/09/10","18.5","MCG +00-60-52","23:49:53.53,23:49:53.530","+02:42:10.4,+02:42:10.39,+02:42:10.19,+02:42:10.2","0.018","II","1","","2012A&A...538A.120L,1994IAUC.6089....3G,2016A&A...594A..13P,1994IAUC.6089....1M,2011ApJ...737..103S"
"SN1994ab","1994/09/13","1994/09/16","17","MCG -05-50-08","21:16:56.75,21:16:56.750","-28:19:51.3,-28:19:51.29,-28:19:51.38,-28:19:51.4","0.034601","Ia","1","1","2012MNRAS.425.1789S,2012A&A...538A.120L,1994IAUC.6089....3G,2016A&A...594A..13P,1994IAUC.6089....1M"
"SN1994aa","1994/09/14","1994/09/10","17","NGC 1320","03:24:49.39,03:24:49.40,03:24:49.399","-03:02:33.5,-03:02:33.6,-03:02:33.61","0.0095","Ia","1","","2012A&A...538A.120L,1994IAUC.6088....3C,2016A&A...594A..13P,1994IAUC.6088....1M,2011ApJ...737..103S"
"SN1994Z","1994/10/02","1994/10/01","14.6","NGC 87","00:21:16.59,00:21:16.55,00:21:16.601,00:21:16.60","-48:37:49.3,-48:37:49.58,-48:37:49.51,-48:37:49.5,-48:37:49.6","0.012","II","1","","2012A&A...538A.120L,1994IAUC.6087....2A,2016A&A...594A..13P,1994IAUC.6087....1W,2011ApJ...737..103S"
"SN1994ah","1994/10/13","1994/10/12","18","ESO 356-G19","02:56:37.74,02:56:37.72,02:56:37.750,02:56:37.75","-33:54:43.4,-33:54:43.65,-33:54:43.60,-33:54:43.6","0.022","Ia","1","","2012A&A...538A.120L,1994IAUC.6114....2G,2016A&A...594A..13P,1994IAUC.6114....1M,2011ApJ...737..103S"
"SN1994an","1994/10/31","1994/10/30","22.22","A224418+0006","22:44:18.87,22:44:18.869","+00:06:48.7,+00:06:48.71","0.378,0.378","Ia","4","","2008ApJ...686..749K,2012A&A...538A.120L,1995IAUC.6263....1D,2016A&A...594A..13P,2010ApJ...716..712A"
"SN1994ad","1994/11/10","1994/11/09","18","ESO 152-G26","01:49:27.84,01:49:27.82,01:49:27.859,01:49:27.86","-56:02:37.8,-56:02:38.10,-56:02:38.00,-56:02:38.0,-56:02:38.1","0.021","II","1","","2012A&A...538A.120L,1994IAUC.6103....2O,2016A&A...594A..13P,1994IAUC.6103....1M,2011ApJ...737..103S"
"SN1994ae","1994/11/14","1994/11/28","12","NGC 3370","10:47:01.94,10:47:01.92,10:47:01.951,10:47:01.95","+17:16:30.8,+17:16:30.66,+17:16:31.01,+17:16:31.0,+17:16:30.7","0.004266","Ia","299","21","2012AJ....143..126B,2008AJ....135.1598M,2005ApJ...627..579R,1999AJ....117..707R,2004MNRAS.349.1344A"
"SN1994af","1994/11/27","1994/11/26","18","A030521-1211","03:05:21.25,03:05:21.22,03:05:21.250","-12:11:19.1,-12:11:19.18,-12:11:19.21,-12:11:19.2","0.013,0.013","II","1","1","2012A&A...538A.120L,1994IAUC.6110....3I,2016A&A...594A..13P,1994IAUC.6110....1M,2011ApJ...737..103S"
"SN1994aj","1994/12/12","1994/11/18","19.09","A090611-1040","09:06:11.25,09:06:11.23,09:06:11.251","-10:40:00.1,-10:40:00.13,-10:40:00.01,-10:40:00.0","0.032","II","66","28","1998MNRAS.294..448B,2012A&A...538A.120L,1994IAUC.6121....3P,2016A&A...594A..13P,1994IAUC.6121....1P"
"SN1994ai","1994/12/20","1994/12/19","17","NGC 908","02:23:06.17,02:23:06.170","-21:14:09.3,-21:13:58.3,-21:13:58.30","0.0057","Ic","1","1","2012A&A...538A.120L,1994IAUC.6120....3J,2016A&A...594A..13P,1995IAUC.6123....1C,2011ApJ...737..103S"
"SN1994ak","1994/12/24","1994/12/25","15.9","NGC 2782","09:14:01.47,09:14:01.44,09:14:01.469","+40:06:21.5,+40:06:21.6,+40:06:21.50,+40:06:21.49","0.00853,0.0088","II","11","3","1989IAUC.6122....1K,2012A&A...538A.120L,2008ApJ...673..999P,1994IAUC.6122....3N,2016A&A...594A..13P"
"SN1995A","1995/01/02","1995/01/01","18","MCG +04-16-06","06:50:04.64,06:50:04.63,06:50:04.630","+26:22:49.8,+26:22:51.0,+26:22:50.99","0.03161","Ia","1","1","2012MNRAS.425.1789S,1995IAUC.6131....2P,2012A&A...538A.120L,2016A&A...594A..13P,2003yCat.2246....0C"
"SN1995B","1995/01/06","1995/01/05","19","A071733+2149","07:17:33.82,07:17:33.820,07:17:33.821","+21:49:25.0,+21:49:25.00","0.033","II","1","","2012A&A...538A.120L,1995IAUC.6132....4C,2016A&A...594A..13P,1995IAUC.6132....1P,2011ApJ...737..103S"
"SN1995ah","1995/02/02","1995/02/02","15.8","A001911+1506","00:19:11.03,00:19:10.92,00:19:11.0,00:19:12.000,00:19:12.00,00:19:11.00","+15:06:23.1,+15:06:26.28,+15:06:25.1,+15:06:00.00,+15:06:00.0","0.0147,0.01456,0.015,0.0147","II","3","","2008ApJ...673..999P,2012A&A...538A.120L,1997A&A...326..982P,1995IAUC.6245....2M,2016A&A...594A..13P"
"SN1995C","1995/02/08","1995/02/07","17.5","2MASX J12040140-3135542","12:04:02.52,12:04:02.520","-31:36:02.3,-31:36:02.30","0.02721","Ia","1","1","2012MNRAS.425.1789S,2012A&A...538A.120L,1995IAUC.6133....4M,2016A&A...594A..13P,1995IAUC.6133....1M"
"SN1995D","1995/02/10","1995/02/19","12.7","NGC 2962","09:40:54.753,09:40:54.79,09:40:54.751,09:40:54.75","+05:08:26.16,+05:08:26.6,+05:08:26.20,+05:08:26.2","0.006561","Ia","238","18","2012AJ....143..126B,2008AJ....135.1598M,1999AJ....117..707R,2004MNRAS.349.1344A,2012MNRAS.425.1789S"
"SN1995F","1995/02/14","1995/02/14","14.7","NGC 2726","09:04:57.40,09:04:57.401","+59:55:58.7,+59:55:58.69","0.0051","Ib","6","13","2001AJ....121.1648M,2014AJ....147...99M,2012A&A...538A.120L,1989IAUC.4735....1L,1995IAUC.6138....4B"
"SN1995E","1995/02/20","1995/02/24","15","NGC 2441","07:51:56.75,07:51:56.750","+73:00:34.6,+73:00:34.60","0.01158,0.01158","Ia","80","9","1999AJ....117..707R,2012AJ....143..126B,2008AJ....135.1598M,2012MNRAS.425.1789S,2012A&A...538A.120L"
"SN1995G","1995/02/23","1995/03/06","15.56","NGC 1643","04:43:44.26,04:43:44.22,04:43:44.220","-05:18:53.7,-05:18:53.8,-05:18:53.78","0.016","II","62","11","2002MNRAS.333...27P,2012A&A...538A.120L,2016A&A...594A..13P,1995IAUC.6138....4B,2003yCat.2246....0C"
"SN1995H","1995/02/24","1995/02/23","16","NGC 3526","11:06:55.42,11:06:55.421","+07:10:19.6,+07:10:19.60","0.0047,0.0048,0.0047","II","1","4","2012A&A...538A.120L,1995IAUC.6145....2G,2016A&A...594A..13P,1995IAUC.6146....1M,2011ApJ...737..103S"
"SN1995I","1995/02/28","1995/02/27","19.5","A132059+0335","13:20:59.85,13:20:59.76,13:20:59.849","+03:35:56.2,+03:35:56.04,+03:35:56.18","0.07565,0.075","II","1","","2008ApJ...673..999P,1995IAUC.6153....4M,2012A&A...538A.120L,2016A&A...594A..13P,1995IAUC.6153....1P"
"SN1995L","1995/03/26","1995/03/25","20","NGC 5157","13:27:18.34,13:27:18.341","+32:01:52.7,+32:01:52.72","0.02442","Ia","1","1","2012MNRAS.425.1789S,1995IAUC.6165....3E,2012A&A...538A.120L,2016A&A...594A..13P,1995IAUC.6165....1P"
"SN1995K","1995/03/30","1995/03/29","22.5","A105047-0915","10:50:46.95,10:50:47.00,10:50:46.999","-09:15:06.6,-09:15:07.4,-09:15:07.42","0.478,0.478,0.881","Ia","1","","1995IAUC.6160....2A,2012A&A...538A.120L,2004ApJ...607..665R,2016A&A...594A..13P,2010arXiv1006.2112L"
"SN1995J","1995/04/04","1995/06/05","17.5","NGC 4512","12:32:38.34,12:32:38.4,12:32:38.340","+63:53:09.2,+63:53:09.24,+63:53:09.20","0.00989,0.0099","II","5","","2008ApJ...673..999P,2012A&A...538A.120L,1997PAZh...23...30T,1995IAUC.6157....2P,2016A&A...594A..13P"
"SN1995M","1995/04/22","1995/04/21","18.5","A093841-1220","09:38:41.78,09:38:41.779","-12:20:07.9,-12:20:07.91","0.0607","Ia","1","","1995IAUC.6166....3G,2012A&A...538A.120L,2016A&A...594A..13P,1998ApJ...504..935R,2008yCat.2283....0B"
"SN1995O","1995/05/03","1995/05/02","22","A163556+6611","16:35:56.121,16:35:56.119,16:35:56.12","+66:11:43.96,+66:11:44.02,+66:11:44.0","0.175,0.18","Ia","1","","1995IAUC.6172....3D,2012A&A...538A.120L,2016A&A...594A..13P,2008yCat.2283....0B,2011ApJ...737..103S"
"SN1995N","1995/05/05","1996/04/29","13.04","MCG -02-38-17","14:49:28.29,14:49:28.27,14:49:28.270","-10:10:14.0,-10:10:15.4,-10:10:15.38","0.00617","II","147","4","2005ASPC..342..285P,2000MNRAS.319.1154F,2012A&A...538A.120L,1995IAUC.6170....2R,2005ApJ...629..933C"
"SN1995P","1995/05/06","1995/05/05","18","A140714-0243","14:07:14.33,14:07:14.330","-02:43:32.7,-02:43:32.70","0.056","Ia","1","","2012A&A...538A.120L,1995IAUC.6175....2A,2016A&A...594A..13P,2008yCat.2283....0B,2011ApJ...737..103S"
