name,objname,ra,dec,z,z_err,v_helio,v_helio_err,h_dist,h_dist_err,z_indep_dist,type,morph,a_v,a_k,posn_ref,z_ref,sep,offset,host,galex_ra,galex_dec,morph_ref
ESSENCEg097,WISEA J232737.12-093520.8,23h27m37.16s,-09d35m21.0s,0.34299999999999997,,102828.8275,,1463.92,102.47,10.0,G,,0.086,0.009000000000000001,2007ApJ...666..674M,2007ApJ...666..674M,0.001,0.0,,23h27m37.16s,-9d35m21s,
SDSS-II SN 11098,SDSS-II SN 11098,20h38m32.798s,+01d12m29.69s,0.34299999999999997,,102828.8275,,1464.85,102.54,2.0,G,,0.25,0.027999999999999997,2007SDSS6.C...0000:,2011ApJ...738..162S,0.034,14.34894373,SDSS J03832.79+011229.6,20h38m32.88s,1d12m31.284s,
SDSS-II SN 13729,SDSS-II SN 13729 HOST,21h15m40.481s,+00d52m30.61s,0.34299999999999997,,102828.8275,,1464.38,102.51,,G,,0.243,0.027000000000000003,2010ApJ...713.1026D,2010ApJ...713.1026D,0.008,3.263558611,SDSS J11540.50+005231.1,21h15m40.497s,0d52m31s,
SDSS-II SN 17737,SDSS-II SN 17737,03h01m50.281s,+00d36m18.42s,0.34299999999999997,,102828.8275,,1466.15,102.63,2.0,G,,0.278,0.031,2007SDSS6.C...0000:,2011ApJ...738..162S,0.009000000000000001,3.673663897,SDSS J30150.28+003618.5,3h01m50.304s,0d36m18.803s,
SDSS-II SN 14343,WISEA J000249.83-005714.3,00h02m49.845s,-00d57m15.13s,0.34305,4e-05,102843.5173,11.9917,1464.07,102.49,,G,,0.10099999999999999,0.011000000000000001,2016SDSSD.C...0000:,2016SDSSD.C...0000:,0.033,14.15299134,SDSS J00249.86-005715.1,0h02m49.718s,-0d57m14.57s,
SDSS-II SN 4236,WISEA J000737.48-010107.2,00h07m37.456s,-01d01m06.80s,0.3432,0.0005,102888.786,149.89625,1464.75,102.56,4.0,G,,0.084,0.009000000000000001,2007SDSS6.C...0000:,2011ApJ...738..162S,0.027000000000000003,11.74676488,SDSS J00737.46-010106.8,0h07m37.36s,-1d01m06s,
SDSS-II SN 16247,SDSS-II SN 16247,03h45m28.745s,-00d27m48.42s,0.344,,103128.62,,1471.33,102.99,2.0,VisS,,0.401,0.044000000000000004,2010ApJ...713.1026D,2011ApJ...738..162S,0.004,1.799704295,SDSS J34528.75-002748.6,3h45m28.747s,-0d27m48.17s,
SDSS-II SN 4558,SDSS J015932.37+001723.2,01h59m32.375s,+00d17m23.23s,0.344,,103128.62,,1469.35,102.85,,*,,0.08,0.009000000000000001,2007SDSS6.C...0000:,2010ApJ...713.1026D,0.039,16.37008765,,1h59m32.51s,0d17m24.3s,
SDSS-II SN 7884,WISEA J012704.21+000724.3,01h27m04.199s,+00d07m24.58s,0.344,,103128.62,,1468.89,102.82,,G,,0.08800000000000001,0.01,2007SDSS6.C...0000:,2010ApJ...713.1026D,0.004,1.7320803580000002,SDSS J12704.20+000724.6,1h27m04.184s,0d07m24.49s,
SDSS-II SN 15533,WISEA J233527.09-002223.8,23h35m27.097s,-00d22m23.99s,0.34446,7e-05,103265.925,20.985475,1470.0,102.9,,G,,0.098,0.011000000000000001,2007SDSS6.C...0000:,2016SDSSD.C...0000:,0.004,1.731070725,SDSS J33527.09-002223.9,23h35m27.111s,-0d22m24.11s,
SDSS-II SN 1285,SDSS-II SN 01285,21h27m08.026s,+00d32m35.16s,0.345,,103428.4125,,1472.82,103.1,2.0,G,,0.126,0.013999999999999999,2007SDSS6.C...0000:,2011ApJ...738..162S,0.027000000000000003,11.65830113,SDSS J12708.02+003235.0,21h27m07.92s,0d32m35.502s,
SDSS-II SN 14505,SDSS-II SN 14505,02h12m45.504s,-01d05m21.68s,0.345,,103428.4125,,1473.85,103.17,2.0,G,,0.069,0.008,2007SDSS6.C...0000:,2011ApJ...738..162S,0.009000000000000001,4.142170654,SDSS J21245.50-010521.6,2h12m45.48s,-1d05m21.228s,
SDSS-II SN 7374,SDSS-II SN 07374,23h32m03.060s,+00d37m12.98s,0.345,,103428.4125,,1472.3,103.06,6.0,VisS,,0.102,0.011000000000000001,2011ApJ...738..162S,2011ApJ...738..162S,0.0,0.0,,23h32m03.06s,0d37m12.98s,
SNLS-06D2ff,SDSS J100016.21+021434.7,10h00m16.218s,+02d14m34.71s,0.345,0.0002,103428.4125,59.9585,1482.52,103.78,,G,,0.053,0.006,2007SDSS6.C...0000:,2007ApJS..172...70L,0.033,13.99920105,,10h00m16.345s,2d14m35.14s,
SDSS-II SN 14223,SDSS J215452.48-003005.4,21h54m52.491s,-00d30m05.42s,0.34507,5e-05,103449.9976,14.090247,1472.9,103.1,,G,,0.327,0.036000000000000004,2007SDSS6.C...0000:,2016SDSSD.C...0000:,0.022000000000000002,9.431912113,SDSS J15452.49-003005.5,21h54m52.56s,-0d30m04.608s,
SDSS-II SN 14169,SDSS-II SN 14169,01h44m51.089s,+00d59m16.84s,0.34600000000000003,,103728.205,,1477.69,103.44,6.0,VisS,,0.079,0.009000000000000001,2011ApJ...738..162S,2011ApJ...738..162S,0.002,0.754854901,SDSS J14450.97+005917.8,1h44m51.096s,0d59m16.84s,
SDSS-II SN 16478,SDSS-II SN 16478,01h16m20.801s,+00d34m03.11s,0.34600000000000003,,103728.205,,1477.32,103.41,6.0,G,,0.08199999999999999,0.009000000000000001,2007SDSS6.C...0000:,2011ApJ...738..162S,0.049,21.18176694,SDSS J11620.79+003403.1,1h16m20.688s,0d34m05.52s,
SDSS-II SN 20043,SDSS-II SN 20043,22h14m43.812s,+01d12m06.21s,0.34600000000000003,,103728.205,,1476.72,103.37,2.0,VisS,,0.11,0.012,2011ApJ...738..162S,2011ApJ...738..162S,0.027000000000000003,11.64705165,,22h14m43.92s,1d12m06.192s,
ESSENCEq002,ESSENCE q002,02h05m12.9450s,-03d39m00.723s,0.3469,0.0002,103998.0183,59.9585,1481.91,103.74,,SN,,0.064,0.006999999999999999,2016ApJS..224....3N,2016ApJS..224....3N,0.0,0.0,,2h05m12.945s,-3d39m00.723s,
SDSS-II SN 15294,WISEA J211354.15-004352.2,21h13m54.183s,-00d43m51.90s,0.34700000000000003,,104027.9975,,1481.55,103.71,,G,,0.154,0.017,2007SDSS6.C...0000:,2010ApJ...713.1026D,0.06,25.97558402,,21h13m54.05s,-0d43m54.9s,
SDSS-II SN 18301,RCS 10201002959,23h15m53.856s,+00d49m03.00s,0.34700000000000003,0.0,104027.9975,0.0,1480.85,103.66,,G,,0.12300000000000001,0.013999999999999999,2005ApJS..158..161H,2005ApJS..158..161H,0.469,203.2935418,SDSS J31552.01+004856.0,23h15m51.997s,0d48m58.82s,
SDSS-II SN 6362,SDSS-II SN 06362,03h19m29.830s,-00d55m16.00s,0.34700000000000003,,104027.9975,,1483.64,103.86,2.0,VisS,,0.16399999999999998,0.018000000000000002,2011ApJ...738..162S,2011ApJ...738..162S,0.001,0.21821032399999998,SDSS J31929.81-005516.0,3h19m29.832s,-0d55m15.996s,
SDSS-II SN 2235,WISEA J011532.50-005529.6,01h15m32.511s,-00d55m30.19s,0.34785,2e-05,104281.62199999999,4.496887,1485.23,103.97,,G,,0.111,0.012,2007SDSS6.C...0000:,2016SDSSD.C...0000:,0.028999999999999998,12.28728455,SDSS J11532.51-005530.1,1h15m32.616s,-0d55m29.55s,
SDSS-II SN 17952,WISEA J015004.02+000447.8,01h50m04.023s,+00d04m47.83s,0.348,0.0005,104327.79,149.89625,1486.34,104.07,4.0,G,,0.09300000000000001,0.01,2007SDSS6.C...0000:,2011ApJ...738..162S,0.040999999999999995,17.68791924,SDSS J15004.02+000447.7,1h50m04.173s,0d04m46.87s,
SN2002ju,GALEXMSC J022011.00-090437.6  ,02h20m11.000s,-09d04m37.50s,0.348,,104327.79,,1486.96,104.09,,G,,0.073,0.008,2002IAUC.8034B...1C,2007ApJ...666..674M,0.0,0.0,A022011-0904,2h20m11s,-9d04m37.5s,
SDSS-II SN 18454,SDSS J035059.08-001701.0,03h50m59.083s,-00d17m01.04s,0.3485,0.0001,104477.6863,29.97925,1490.72,104.35,,G,,0.525,0.057999999999999996,2007SDSS6.C...0000:,2011ApJ...738..162S,0.032,13.99602859,SDSS J35059.08-001701.0,3h50m58.968s,-0d17m00.168s,
SDSS-II SN 4808,SDSS J022016.65+002440.3,02h20m16.654s,+00d24m40.36s,0.34931,5.9999999999999995e-05,104719.319,17.387964999999998,1492.4,104.47,,G,,0.099,0.011000000000000001,2016SDSSD.C...0000:,2016SDSSD.C...0000:,0.013999999999999999,5.952447899,SDSS J22016.64+002440.3,2h20m16.653s,0d24m41.18s,
PS1-10acx,PS1-10acx,16h05m54.0890s,+55d11m52.300s,0.35,0.001,104927.375,299.7925,1499.29,105.04,2.0,SN,,0.019,0.002,2014ApJ...795...44R,2014ApJ...795...44R,0.0,0.0,,16h05m54.089s,55d11m52.3s,
PS1-11zv,PS1-11zv,16h11m37.1520s,+53d58m12.961s,0.35,0.001,104927.375,299.7925,1499.25,105.03,2.0,SN,,0.026000000000000002,0.003,2014ApJ...795...44R,2014ApJ...795...44R,0.0,0.007272205,,16h11m37.152s,53d58m12.96s,
PSc060238,CFHTLS J221443.52+004733.4,22h14m43.524s,+00d47m33.45s,0.35,0.0,104927.375,0.0,1493.86,104.57,,*,,0.122,0.013000000000000001,2017AJ....153...53L,2017AJ....153...53L,0.428,186.7167686,,22h14m42.32s,0d47m51.7s,
SDSS-II SN 9326,WISEA J225715.89+003741.1,22h57m15.880s,+00d37m41.40s,0.35,0.01,104927.375,2997.925,1493.71,112.99,4.0,G,,0.135,0.015,2007SDSS6.C...0000:,2011ApJ...738..162S,0.018000000000000002,7.75717987,SDSS J25715.87+003741.4,22h57m15.911s,0d37m42.36s,
SDSS-II SN 16946,SDSS-II SN 16946,03h50m14.747s,-00d27m49.21s,0.35,,104927.375,,1497.13,104.8,2.0,G,,0.616,0.068,2007SDSS6.C...0000:,2011ApJ...738..162S,0.004,1.516756086,SDSS J35014.73-002749.2,3h50m14.76s,-0d27m49.284s,
SN1997ak,SCP J105653.15-041350.9,10h56m53.150s,-04d13m50.90s,0.35,,104927.375,,1504.24,105.3,,G,,0.08199999999999999,0.009000000000000001,1997IAUC.6596A...1:,1997IAUC.6596A...1:,0.0,0.0,A105653-0413,10h56m53.15s,-4d13m50.9s,
SN1997bj,SDSS J104226.64+000135.0,10h42m26.650s,+00d01m35.40s,0.35,,104927.375,,1504.18,105.29,1.0,G,,0.149,0.016,1997IAUC.6602A...1:,1997IAUC.6602A...1:,0.0,0.0,A104226+0001,10h42m26.65s,0d01m35.4s,
SN1997bx,WISEA J122511.83+000458.5,12h25m11.840s,+00d04m58.97s,0.35,,104927.375,,1503.96,105.28,,G,,0.071,0.008,1997IAUC.6633A...1G,1997IAUC.6633A...1G,0.077,33.51918662,A122511+0004,12h25m11.8s,0d04m54.4s,
SN2001hc,SCP J094431.52+080202.8,09h44m31.520s,+08d02m02.80s,0.35,,104927.375,,1503.71,105.26,,G,,0.084,0.009000000000000001,2001IAUC.7763A...1S,2001IAUC.7763A...1S,0.0,0.0,A094431+0802,9h44m31.52s,8d02m02.8s,
SN2005mq,SDSS J232021.69-002059.3,23h20m21.790s,-00d20m59.60s,0.35,,104927.375,,1493.71,104.56,4.0,G,,0.106,0.012,2005IAUC.8651A...1F,2005IAUC.8651A...1F,0.002,1.090830783,SDSS J32021.69-002059.3,23h20m21.78s,-0d20m59.6s,
SN2007os,WISEA J015738.56-003118.1,01h57m38.598s,-00d31m18.49s,0.35,,104927.375,,1495.02,104.65,,G,,0.07400000000000001,0.008,2007SDSS6.C...0000:,2007CBET.1128A...1B,0.002,0.8756894690000001,SDSS J15738.6-003118.5,1h57m38.59s,-0d31m18.5s,
SN2007pj,WISEA J234910.67+004750.0,23h49m10.670s,+00d47m50.89s,0.35,,104927.375,,1493.76,104.56,,G,,0.07200000000000001,0.008,2012A&A...544A..81H,2012A&A...544A..81H,0.026000000000000002,11.45828187,A234910+0047,23h49m10.7s,0d47m52.4s,
SNLS-04D2ac,WISEA J100018.90+024121.2,10h00m18.899s,+02d41m21.15s,0.35,,104927.375,,1503.93,105.28,,G,,0.054000000000000006,0.006,2007SDSS6.C...0000:,2007ApJS..172...99C,0.005,2.312572693,,10h00m18.882s,2d41m21.34s,
SNLS-05D2ie,[NSB2006] J100102.90+023928.9 ,10h01m02.907s,+02d39m28.90s,0.35,,104927.375,,1503.94,105.28,6.0,G,,0.051,0.006,2006AJ....132.1126N,2006AJ....132.1126N,0.004,2.0113925790000002,[NSB2006] J100102.90+023928.9,10h01m02.895s,2d39m29.11s,
SDSS-II SN 2280,SDSS-II SN 02280,22h45m57.493s,+00d16m52.70s,0.35023000000000004,2.9999999999999997e-05,104996.9269,9.293567,1494.73,104.63,8.0,G,,0.205,0.023,2007SDSS6.C...0000:,2016SDSSD.C...0000:,0.027000000000000003,11.67955947,SDSS J24557.48+001652.7,22h45m57.6s,0d16m52.7s,
SDSS-II SN 14763,WISEA J021415.99+010717.0,02h14m16.001s,+01d07m17.05s,0.35100000000000003,,105227.1675,,1499.55,104.97,,G,,0.085,0.009000000000000001,2007SDSS6.C...0000:,2010ApJ...713.1026D,0.003,1.22524284,SDSS J21416.00+010716.9,2h14m16.01s,1d07m17.15s,
SDSS-II SN 8004,WISEA J231006.88-003328.9,23h10m06.871s,-00d33m28.91s,0.3514,0.0001,105347.0845,29.97925,1499.7,104.98,4.0,G,,0.096,0.011000000000000001,2007SDSS6.C...0000:,2011ApJ...738..162S,0.008,3.667583243,SDSS J31006.87-003328.9,23h10m06.84s,-0d33m28.72s,
SDSS-II SN 15075,SDSS-II SN 15075,03h27m32.672s,+00d20m48.64s,0.353,,105826.7525,,1509.49,105.66,2.0,G,,0.348,0.038,2007SDSS6.C...0000:,2011ApJ...738..162S,0.01,4.40316721,SDSS J32732.66+002048.5,3h27m32.712s,0d20m48.66s,
SDSS-II SN 13554,SDSS-II SN 13554,00h28m37.637s,+00d52m18.62s,0.353,,105826.7525,,1506.83,105.48,2.0,VisS,,0.067,0.006999999999999999,2010ApJ...713.1026D,2011ApJ...738..162S,0.006999999999999999,2.938624711,,0h28m37.65s,0d52m18.97s,
SNLS-05D2mp,SNLS 05D2mp HOST,09h59m08.616s,+02d12m14.62s,0.3537,0.0004,106036.6073,119.917,1519.78,106.4,7.0,G,,0.055,0.006,2007ApJS..172...99C,2008ApJ...674...51E,0.005,2.212366895,,9h59m08.631s,2d12m14.42s,
SN2003fk,WISEA J141956.02+530547.9,14h19m56.025s,+53d05m47.86s,0.35470999999999997,2.9999999999999997e-05,106339.6975,7.7946050000000024,1520.78,106.45,,G,,0.027000000000000003,0.003,2007SDSS6.C...0000:,2007DEEP2.3...0000:,0.057,32.22585023,A141955+5305,14h19m55.8s,53d05m50.64s,
SDSS-II SN 15761,WISEA J012110.46+002027.8,01h21m10.459s,+00d20m27.77s,0.35499,0.00011999999999999999,106424.239,34.476138,1515.89,106.11,,G,,0.092,0.01,2007SDSS6.C...0000:,2016SDSSD.C...0000:,0.001,0.528033086,SDSS J12110.45+002027.7,1h21m10.46s,0d20m27.7s,
SDSS-II SN 15525,SDSS-II SN 15525 HOST,03h26m06.626s,+01d07m50.59s,0.355,,106426.3375,,1518.02,106.26,,G,,0.315,0.035,2010ApJ...713.1026D,2010ApJ...713.1026D,0.008,3.712308241,,3h26m06.648s,1d07m50.97s,
PSc090196,WISEA J021925.71-043553.9,02h19m25.660s,-04d35m53.41s,0.35519,,106482.9983,,1517.65,106.24,,VisS,,0.057999999999999996,0.006,2008MNRAS.386..697R,2008MNRAS.386..697R,0.904,400.5595355,,2h19m24.164s,-4d35m03.99s,
SDSS-II SN 17851,SDSS J022510.52+004525.5,02h25m10.523s,+00d45m25.51s,0.35700000000000004,0.0,107025.9225,0.0,1525.43,106.78,,G,,0.113,0.012,2007SDSS6.C...0000:,2005ApJS..158..161H,0.17600000000000002,78.2329684,SDSS J22511.03+004531.6,2h25m11.016s,0d45m33.03s,
SN2002jw,SDSS J023000.43-083618.7,02h30m00.520s,-08d36m22.40s,0.35700000000000004,0.001,107025.9225,299.7925,1525.66,106.88,,G,,0.09300000000000001,0.01,2002IAUC.8034B...1C,2006AJ....131.1648B,0.0,0.0,A023000-0836,2h30m00.52s,-8d36m22.4s,
SNLS-04D2fs,COSMOS 0524892,10h00m22.089s,+01d45m55.40s,0.35700000000000004,0.001,107025.9225,299.7925,1533.93,107.46,18.0,G,,0.046,0.005,2007ApJS..172...99C,2006A&A...447...31A,0.001,0.401170724,[AGR2006] J100022.11+014555.7,10h00m22.086s,1d45m55.43s,
SDSS-II SN 14467,SDSS-II SN 14467 HOST,01h42m24.468s,-00d18m46.69s,0.358,,107325.715,,1529.06,107.03,,G,,0.071,0.008,2010ApJ...713.1026D,2010ApJ...713.1026D,0.004,1.799115484,,1h42m24.47s,-0d18m46.45s,
SDSS-II SN 16129,SDSS-II SN 16129,03h13m59.515s,+00d12m46.87s,0.358,,107325.715,,1530.63,107.14,2.0,G,,0.245,0.027000000000000003,2007SDSS6.C...0000:,2011ApJ...738..162S,0.003,1.1813992629999999,SDSS J31359.51+001246.7,3h13m59.52s,0d12m46.73s,
SDSS-II SN 3811,SDSS-II SN 03811,00h54m49.091s,+00d25m46.57s,0.358,,107325.715,,1528.48,106.99,10.0,G,,0.075,0.008,2007SDSS6.C...0000:,2011ApJ...738..162S,0.004,1.501107016,SDSS J05449.09+002546.5,0h54m49.1s,0d25m46.72s,
SDSS-II SN 21351,SDSS-II SN 21351,02h33m25.102s,-01d04m48.04s,0.358,,107325.715,,1529.88,107.09,2.0,VisS,,0.081,0.009000000000000001,2011ApJ...738..162S,2011ApJ...738..162S,0.001,0.22512765399999998,SDSS J23325.08-010448.9,2h33m25.104s,-1d04m48.036s,
SDSS-II SN 6121,WISEA J014802.38+001751.4,01h48m02.385s,+00d17m51.50s,0.35883000000000004,9e-05,107574.243,26.38174,1532.68,107.29,,G,,0.099,0.011000000000000001,2007SDSS6.C...0000:,2016SDSSD.C...0000:,0.595,266.3215943,SDSS J14800.57+001815.5,1h48m00.62s,0d18m15.48s,
SDSS-II SN 15814,SDSS-II SN 15814,01h58m54.033s,-00d22m21.83s,0.359,,107625.5075,,1533.58,107.35,10.0,VisS,,0.067,0.006999999999999999,2010ApJ...713.1026D,2011ApJ...738..162S,0.006,2.482918191,SDSS J15853.99-002221.7,1h58m54.045s,-0d22m21.55s,
SDSS-II SN 18047,WISEA J012817.83-003930.7,01h28m17.833s,-00d39m30.78s,0.359,0.0002,107625.5075,59.9585,1533.16,107.32,,G,,0.087,0.01,2007SDSS6.C...0000:,2011ApJ...738..162S,0.035,15.54456935,SDSS J12817.83-003930.7,1h28m17.812s,-0d39m28.72s,
SDSS-II SN 20613,SDSS-II SN 20613,21h23m56.904s,-00d33m46.20s,0.359,,107625.5075,,1532.83,107.3,6.0,G,,0.11699999999999999,0.013000000000000001,2007SDSS6.C...0000:,2011ApJ...738..162S,0.006,2.7223542810000003,SDSS J12356.90-003346.2,21h23m56.88s,-0d33m46.26s,
SDSS-II SN 4540,SDSS-II SN 04540,03h35m56.251s,-00d29m46.02s,0.359,,107625.5075,,1535.37,107.48,2.0,G,,0.34700000000000003,0.038,2007SDSS6.C...0000:,2011ApJ...738..162S,0.006,2.7792420439999996,SDSS J33556.25-002945.9,3h35m56.232s,-0d29m45.78s,
Kurage,GALEXASC J033236.02-275118.6  ,03h32m35.961s,-27d51m18.28s,0.3592,0.00085,107685.466,254.823625,1536.71,107.63,,G,,0.021,0.002,2001A&A...377..442W,2004A&A...428.1043L,0.019,9.004490878,,3h32m36.03s,-27d51m17.66s,
SDSS-II SN 18630,WISEA J231155.28-001550.6,23h11m55.281s,-00d15m50.70s,0.3595,0.0001,107775.4038,29.97925,1534.39,107.41,4.0,G,,0.127,0.013999999999999999,2007SDSS6.C...0000:,2011ApJ...738..162S,0.023,10.40849748,SDSS J31155.28-001550.8,23h11m55.217s,-0d15m51.71s,
SDSS-II SN 17835,SDSS-II SN 17835,02h27m53.236s,-00d33m12.68s,0.3599,0.00011999999999999999,107894.1216,35.675308,1537.9,107.65,2.0,G,,0.08,0.009000000000000001,2007SDSS6.C...0000:,2016SDSSD.C...0000:,0.011000000000000001,4.742768982,SDSS J22753.23-003312.6,2h27m53.256s,-0d33m12.1212s,
ESSENCEq021,ESSENCE q021,02h33m43.9190s,-08d05m50.050s,0.36,0.01,107925.3,2997.925,1538.56,115.9,,SN,,0.105,0.012,2016ApJS..224....3N,2016ApJS..224....3N,0.0,0.0,,2h33m43.919s,-8d05m50.05s,
PS1-11yu,PS1-11yu,16h12m46.1789s,+54d52m25.399s,0.36,0.01,107925.3,2997.925,1542.04,116.13,,SN,,0.03,0.003,2014ApJ...795...44R,2014ApJ...795...44R,0.0,0.01348473,,16h12m46.179s,54d52m25.4s,
PS1-11zu,PS1-11zu,16h06m28.1839s,+53d52m18.491s,0.36,0.001,107925.3,299.7925,1542.15,108.04,2.0,SN,,0.03,0.003,2014ApJ...795...44R,2014ApJ...795...44R,0.0,0.01348473,,16h06m28.184s,53d52m18.49s,
SN1997ex,H-ZSNS J082427.87+035205.8,08h24m27.870s,+03d52m05.80s,0.36,,107925.3,,1545.65,108.2,,G,,0.075,0.008,1998IAUC.6804A...1N,1998IAUC.6804A...1N,0.0,0.0,A082427+0352,8h24m27.87s,3d52m05.8s,
SN1999cj,SCP J101402.29-001401.9,10h14m02.290s,-00d14m01.90s,0.36,,107925.3,,1546.89,108.28,,G,,0.091,0.01,1999IAUC.7182A...1H,1999IAUC.7207C...1H,0.044000000000000004,19.59484178,A101402-0014,10h14m02.46s,-0d14m02.5s,
SN2003ko,SDSS J021106.53-034756.2,02h11m06.480s,-03d47m56.10s,0.36,0.001,107925.3,299.7925,1538.11,107.75,10.0,G,,0.064,0.006999999999999999,2003IAUC.8251A...1C,2006AJ....131.1648B,0.0,0.0,A021106-0347,2h11m06.48s,-3d47m56.1s,
SNLS-05D2hc,[NSB2006] J100004.57+015309.9 ,10h00m04.574s,+01d53m09.94s,0.36,,107925.3,,1546.77,108.27,6.0,G,,0.051,0.006,2006AJ....132.1126N,2006AJ....132.1126N,0.006999999999999999,2.835742166,[NSB2006] J100004.57+015309.9,10h00m04.593s,1d53m09.69s,
SDSS-II SN 14624,SDSS-II SN 14624,21h33m45.826s,+00d20m44.10s,0.361,,108225.0925,,1541.28,107.89,8.0,G,,0.13,0.013999999999999999,2007SDSS6.C...0000:,2011ApJ...738..162S,0.03,13.36446258,SDSS J13345.82+002044.1,21h33m45.915s,0d20m45.28s,
SDSS-II SN 19582,SDSS-II SN 19582,00h10m04.807s,+00d47m40.90s,0.361,,108225.0925,,1540.97,107.87,2.0,VisS,,0.057999999999999996,0.006,2011ApJ...738..162S,2011ApJ...738..162S,0.0,0.027044376000000002,,0h10m04.8072s,0d47m40.902s,
SDSS-II SN 20896,WISEA J000254.39+005622.8,00h02m54.380s,+00d56m23.09s,0.361,,108225.0925,,1540.93,107.87,4.0,G,,0.077,0.008,2007SDSS6.C...0000:,2010ApJ...713.1026D,0.001,0.075007602,SDSS J00254.37+005623.1,0h02m54.38s,0d56m23.1s,
SDSS-II SN 20969,SDSS-II SN 20969,01h40m21.785s,-00d21m13.25s,0.361,,108225.0925,,1541.88,107.93,6.0,G,,0.08900000000000001,0.01,2007SDSS6.C...0000:,2011ApJ...738..162S,0.011000000000000001,5.237255107,SDSS J14021.78-002113.3,1h40m21.768s,-0d21m12.6s,
SDSS-II SN 14588,SDSS-II SN 14588,03h10m45.410s,-00d46m36.44s,0.361,,108225.0925,,1543.43,108.04,2.0,VisS,,0.174,0.019,2010ApJ...713.1026D,2011ApJ...738..162S,0.005,2.074607774,SDSS J31045.32-004636.6,3h10m45.422s,-0d46m36.23s,
SDSS-II SN 15988,WISEA J002500.91+000032.3,00h25m00.906s,+00d00m32.19s,0.36103,4e-05,108233.1869,11.691907,1541.19,107.88,,G,,0.079,0.009000000000000001,2007SDSS6.C...0000:,2016SDSSD.C...0000:,0.001,0.456291349,SDSS J02500.91+000032.1,0h25m00.91s,0d00m32.2s,
SDSS-II SN 16975,SDSS J015411.72-001940.1,01h54m11.729s,-00d19m40.18s,0.36106,5.9999999999999995e-05,108243.9794,16.78838,1542.35,107.97,,G,,0.08800000000000001,0.01,2007SDSS6.C...0000:,2016SDSSD.C...0000:,0.026000000000000002,11.64538916,SDSS J15411.73-001940.2,1h54m11.832s,-0d19m40.0296s,
SDSS-II SN 16547,SDSS-II SN 16547,01h25m21.216s,-01d07m08.83s,0.36112,4e-05,108260.7678,11.392114999999999,1542.2,107.95,4.0,G,,0.099,0.011000000000000001,2007SDSS6.C...0000:,2016SDSSD.C...0000:,0.022000000000000002,9.90021255,SDSS J12521.21-010708.5,1h25m21.288s,-1d07m09.588s,
SDSS-II SN 7701,WISEA J002604.20-011345.3,00h26m04.136s,-01d13m44.90s,0.3613,0.0005,108315.0303,149.89625,1542.38,107.99,4.0,G,,0.061,0.006999999999999999,2007SDSS6.C...0000:,2011ApJ...738..162S,0.027999999999999997,12.62068291,SDSS J02604.13-011344.9,0h26m04.076s,-1d13m43.48s,
PSc130391,WISEA J141145.64+541330.7,14h11m45.646s,+54d13m30.70s,0.36161,9e-05,108409.1651,26.981325,1550.36,108.53,,G,,0.036000000000000004,0.004,2007SDSS6.C...0000:,2016SDSSD.C...0000:,0.652,483.6428773,,14h11m41.445s,54d13m17.56s,
SDSS-II SN 6300,WISEA J022935.50-003308.7,02h29m35.529s,-00d33m09.47s,0.36195,9e-05,108508.996,27.88070200000001,1546.71,108.27,,G,,0.084,0.009000000000000001,2007SDSS6.C...0000:,2016SDSSD.C...0000:,0.826,372.66587979999997,SDSS J22938.77-003300.1,2h29m38.776s,-0d33m00.34s,
SDSS-II SN 3780,WISEA J002210.33+003227.3,00h22m10.339s,+00d32m27.94s,0.36196999999999996,2e-05,108514.9918,6.595435,1545.19,108.16,,G,,0.062,0.006999999999999999,2007SDSS6.C...0000:,2016SDSSD.C...0000:,0.009000000000000001,4.098463758,SDSS J02210.33+003227.9,0h22m10.3536s,0d32m28.439s,
SDSS-II SN 6743,SDSS J224327.43-002200.0,22h43m27.434s,-00d22m00.04s,0.36222,0.00016999999999999999,108591.7387,49.765555,1546.09,108.23,,G,,0.174,0.019,2007SDSS6.C...0000:,2016SDSSD.C...0000:,0.018000000000000002,8.359403527000001,SDSS J24327.42-002200.2,22h43m27.36s,-0d22m00s,
SDSS-II SN 18473,WISEA J231129.76-001427.1,23h11m29.764s,-00d14m27.16s,0.36225999999999997,2.9999999999999997e-05,108603.7304,10.492737,1546.22,108.24,,G,,0.132,0.013999999999999999,2007SDSS6.C...0000:,2016SDSSD.C...0000:,0.001,0.542775375,SDSS J31129.76-001427.1,23h11m29.76s,-0d14m27.2s,
SDSS-II SN 7195,WISEA J022858.45-003201.0,02h28m58.483s,-00d32m00.81s,0.36245,5.9999999999999995e-05,108660.9908,17.687758,1548.87,108.42,,G,,0.075,0.008,2007SDSS6.C...0000:,2016SDSSD.C...0000:,0.002,0.7943212759999999,SDSS J22858.47-003200.8,2h28m58.49s,-0d32m00.8s,
ESSENCEn263,WISEA J020514.78-045640.0,02h05m14.779s,-04d56m39.74s,0.36264,8e-05,108715.55300000001,25.182570000000002,1549.32,108.45,,QSO,,0.07,0.008,2016SDSSD.C...0000:,2016SDSSD.C...0000:,0.044000000000000004,19.91938247,,2h05m14.95s,-4d56m39.1s,
SDSS-II SN 19986,SDSS-II SN 19986 HOST,01h58m29.827s,+00d09m28.58s,0.363,,108824.6775,,1550.7,108.55,,G,,0.07400000000000001,0.008,2010ApJ...713.1026D,2010ApJ...713.1026D,0.011000000000000001,4.622553553,,1h58m29.864s,0d09m28.84s,
