name,objname,ra,dec,z,z_err,v_helio,v_helio_err,h_dist,h_dist_err,z_indep_dist,type,morph,a_v,a_k,posn_ref,z_ref,sep,offset,host,galex_ra,galex_dec,morph_ref
SN2003hv,NGC 1201,03h04m07.98s,-26d04m10.7s,0.00562,4e-05,1686.0330199999999,11.092322,21.87,1.55,10.0,G,SA0^0(r):,0.043,0.005,20032MASX.C.......:,2008AJ....135.2424O,0.9940000000000001,7.0356246879999995,NGC 1201,3h04m09.32s,-26d05m07.5s,1991RC3.9.C...0000d
SN2001fu,ESO 563- G 031,08h52m18.334s,-17d44m40.33s,0.00565,7e-05,1695.026795,20.086098,28.52,2.04,1.0,G,(R')SB(s)0^0:,0.536,0.059000000000000004,1987AJ.....94..501K,2003AJ....126.2268W,0.45299999999999996,3.326829403,MCG -03-23-11,8h52m16.58s,-17d44m29.8s,1991RC3.9.C...0000d
SN2004ab,NGC 5054,13h16m58.49s,-16d38m05.5s,0.00581,1e-05,1742.094218,2.098548,29.38,2.08,23.0,G,SA(s)bc,0.226,0.025,20032MASX.C.......:,2011ApJS..197...28P,0.226,1.644001725,NGC 5054,13h16m58.18s,-16d37m52.7s,1991RC3.9.C...0000d
SN2006dd,NGC 1316,03h22m41.718s,-37d12m29.62s,0.00587,2.9999999999999997e-05,1760.081768,9.893153,23.61,1.66,107.0,G,SAB(s)0^0 pec,0.057,0.006,1996AJ....111.2212S,1998A&AS..130..267L,0.27399999999999997,2.007747293,NGC 1316,3h22m41.64s,-37d12m13.2s,1991RC3.9.C...0000d
SN2007on,[SRH2010] 07:029,03h38m49.83s,-35d34m49.5s,0.00594,0.00013000000000000002,1781.96662,38.973025,24.14,1.78,,*Cl,,0.031,0.003,2016MNRAS.459.4450W,2016MNRAS.459.4450W,0.391,3.1170563789999997,NGC 1404,3h38m50.9s,-35d34m30s,
SN1998bn,NGC 4462,12h29m21.220s,-23d09m58.90s,0.00598,1e-05,1791.8597719999998,3.897302,30.42,2.16,9.0,G,SB(r)ab,0.27699999999999997,0.031,1998IAUC.6886A...1L,1998A&AS..130..333T,0.573,4.629489534,NGC 4462,12h29m18.8s,-23d09m50.5s,1991RC3.9.C...0000d
SN1991F,NGC 3458,10h56m01.478s,+57d07m01.13s,0.00626,2e-05,1877.000843,5.096472,29.12,2.05,1.0,G,SAB0:,0.026000000000000002,0.003,2007SDSS6.C...0000:,2011MNRAS.413..813C,0.239,2.2162912059999997,NGC 3458,10h56m02.21s,57d06m48.1s,1991RC3.9.C...0000d
SN2003du,UGC 09391,14h34m37.020s,+59d20m16.10s,0.006379999999999999,1e-05,1913.8753199999999,3.897302,28.49,2.0,14.0,G,SBdm,0.027999999999999997,0.003,2004SDSS2.C...0000:,1992ApJS...81....5S,0.257,2.92292253,UGC 9391,14h34m35.8s,59d20m03.8s,1991RC3.9.C...0000d
SN2005cf,MCG -01-39-003,15h21m33.293s,-07d26m52.38s,0.00646,,1936.959342,,30.17,2.12,12.0,G,S0 pec,0.26899999999999996,0.03,1987AJ.....94..501K,1992NED11.R......1N,0.08900000000000001,0.7229738929999999,MCG -01-39-03,15h21m33.12s,-7d26m57.1s,1991RC3.9.C...0000d
SN1983W,NGC 3625,11h20m31.339s,+57d46m53.08s,0.00647,1e-05,1939.9572670000002,3.897302,29.97,2.1,6.0,G,SAB(s)b:,0.039,0.004,2007SDSS6.C...0000:,1998A&AS..130..333T,0.158,2.355316945,NGC 3625,11h20m32.5s,57d46m55s,1991RC3.9.C...0000d
SN1993L,IC 5270,22h57m54.94s,-35d51m29.0s,0.00662,2e-05,1983.4271800000001,5.096472,24.46,1.73,26.0,G,SB(r)cd: edge-on,0.037000000000000005,0.004,20032MASX.C.......:,2006HIPAS.C...0000:,0.423,4.3021709,IC 5270,22h57m52.86s,-35d51m26.8s,1991RC3.9.C...0000d
SN1996bk,NGC 5308,13h47m00.428s,+60d58m23.40s,0.006659999999999999,2e-05,1998.1170120000002,5.096472,29.97,2.1,14.0,G,S0^- edge-on,0.049,0.005,2007SDSS6.C...0000:,2011MNRAS.413..813C,0.345,5.284959528,NGC 5308,13h46m57.98s,60d58m12.9s,1991RC3.9.C...0000d
SN2007le,NGC 7721,23h38m48.65s,-06d31m04.3s,0.00672,1e-05,2014.905393,2.997925,23.67,1.7,37.0,G,SA(s)c,0.092,0.01,20032MASX.C.......:,2004AJ....128...16K,0.294,2.4653441369999998,NGC 7721,23h38m48.45s,-6d31m21.7s,1991RC3.9.C...0000d
SN2007ax,NGC 2577,08h22m43.445s,+22d33m11.08s,0.00688,2e-05,2061.9728149999996,5.096472,32.8,2.31,3.0,G,S0^-:,0.147,0.016,2007SDSS6.C...0000:,2011MNRAS.413..813C,0.106,0.921705827,NGC 2577,8h22m43.26s,22d33m16.9s,1991RC3.9.C...0000d
SN2001bg,NGC 2608,08h35m17.334s,+28d28m24.30s,0.007120000000000001,2.9999999999999997e-05,2135.122185,8.094397,33.78,2.38,18.0,G,SB(s)b:,0.107,0.012,2007SDSS6.C...0000:,1991RC3.9.C...0000d,0.456,4.353992647,NGC 2608,8h35m18.86s,28d28m05.8s,1991RC3.9.C...0000d
SN2002fk,NGC 1309,03h22m06.56s,-15d24m00.2s,0.00713,1e-05,2136.021563,3.897302,28.35,1.99,24.0,G,SA(s)bc:,0.11,0.012,20032MASX.C.......:,2004AJ....128...16K,0.21100000000000002,1.940433637,NGC 1309,3h22m05.71s,-15d24m03.2s,1991RC3.9.C...0000d
SN2003hx,NGC 2076,05h46m47.46s,-16d46m57.4s,0.00715,2e-05,2142.017413,5.096472,31.55,2.21,1.0,G,S0^+: edge-on,0.22899999999999998,0.025,20032MASX.C.......:,1998A&AS..130..333T,0.129,1.190920941,NGC 2076,5h46m46.97s,-16d47m00.6s,1991RC3.9.C...0000d
SN2001A,NGC 4261,12h19m23.2204s,+05d49m30.775s,0.0073799999999999985,2e-05,2211.869065,5.096472,36.54,2.58,21.0,G,E2-3,0.049,0.005,1996ApJ...470..444F,2011MNRAS.413..813C,0.17,1.567787875,NGC 4261,12h19m23.01s,5d49m40.5s,1991RC3.9.C...0000d
SN1987D,UGC 07370,12h19m40.31s,+02d04m49.7s,0.007390000000000002,0.00013000000000000002,2216.965537,39.872402,36.68,2.65,1.0,G,SBbc pec edge-on,0.064,0.006999999999999999,20032dF...C...0000C,1998ApJS..119..277G,0.43,3.955358855,MCG +00-32-01,12h19m41.07s,2d04m26.6s,1991RC3.9.C...0000d
SN2003kf,MCG -02-16-002,06h04m34.910s,-12d37m29.50s,0.007390000000000002,2e-05,2214.86699,5.096472,32.95,2.31,10.0,G,Sb? edge-on,0.857,0.094,1999GSCTy.C......0G,1998A&AS..130..333T,0.255,2.355902319,MCG -02-16-02,6h04m35.42s,-12d37m42.8s,1991RC3.9.C...0000d
SN1982B,NGC 2268,07h14m17.44s,+84d22m56.2s,0.007409999999999998,2e-05,2222.06201,6.895227,31.36,2.2,26.0,G,SAB(r)bc,0.175,0.019,20032MASX.C.......:,1991RC3.9.C...0000d,0.475,37.67341824,NGC 2268,7h14m33.72s,84d23m11.7s,1991RC3.9.C...0000d
SN2005dc,LCRS B213910.7-450105,21h42m22.72s,-44d47m20.9s,0.007490000000000002,0.00011999999999999999,2246.04541,35.075722,29.09,2.11,,G,,0.07200000000000001,0.008,1990MNRAS.243..692M,1996ApJ...470..172S,0.012,0.14763902,NGC 7107,21h42m22.66s,-44d47m21.2s,
SN2007cv,IC 2597,10h37m47.452s,-27d04m54.10s,0.007559999999999998,4e-05,2267.030885,11.9917,37.31,2.64,3.0,G,cD4,0.19399999999999998,0.021,1997ApJS..110....1D,1993AJ....106.1394B,0.45899999999999996,4.856323066,IC 2597,10h37m45.4s,-27d04m57s,1991RC3.9.C...0000d
SN2005cc,NGC 5383,13h57m04.973s,+41d50m46.53s,0.00757,1e-05,2270.0288100000002,2.997925,34.95,2.45,10.0,G,(R')SB(rs)b: pec,0.018000000000000002,0.002,2007SDSS6.C...0000:,2001A&A...378..370V,0.08199999999999999,0.798563609,NGC 5383,13h57m04.85s,41d50m41.8s,1991RC3.9.C...0000d
SN1999cl,MESSIER 088,12h31m59.161s,+14d25m13.39s,0.00761,1e-05,2281.121132,2.997925,37.22,2.63,44.0,G,SA(rs)b,0.10400000000000001,0.011000000000000001,2010ApJS..189...37E,1985AJ.....90.1681B,0.845,8.237395653,NGC 4501,12h31m56.01s,14d25m35.3s,1991RC3.9.C...0000d
SN1999gh,NGC 2986,09h44m16.040s,-21d16m40.80s,0.0076799999999999985,1e-05,2302.106607,4.197095,37.67,2.66,19.0,G,E2,0.16,0.018000000000000002,1999IAUC.7328A...1N,2000MNRAS.313..469S,0.904,9.231212994,NGC 2986,9h44m19.75s,-21d16m25s,1991RC3.9.C...0000d
SN2000cx,NGC 0524:[BFB2004a] K052,01h24m46.400s,+09d30m47.80s,0.00818,0.00028,2452.902235,83.9419,30.59,2.47,,*Cl,,0.22399999999999998,0.025,2004MNRAS.347.1150B,2004MNRAS.347.1150B,0.28,2.855017195,NGC 524,1h24m46.19s,9d30m31.3s,
SN2007cj,IC 2531,09h59m55.77s,-29d37m01.1s,0.00825,2e-05,2472.088955,5.096472,39.98,2.82,31.0,G,Sc: edge-on,0.226,0.025,2010A&A...515A..60O,2004AJ....128...16K,0.037000000000000005,0.377991329,IC 2531,9h59m55.76s,-29d37m03.3s,1991RC3.9.C...0000d
SN1997bp,NGC 4680,12h46m54.710s,-11d38m13.40s,0.00831,2.9999999999999997e-05,2491.8752600000007,8.993775,40.45,2.85,18.0,G,pec,0.122,0.013000000000000001,1997IAUC.6617B...1W,1991RC3.9.C...0000d,0.405,4.22724554,NGC 4680,12h46m53.75s,-11d38m33.2s,1991RC3.9.C...0000d
SN1989A,NGC 3687,11h28m00.608s,+29d30m39.81s,0.00836,2e-05,2506.864885,5.99585,40.06,2.82,6.0,G,(R')SAB(r)bc?,0.061,0.006999999999999999,2007SDSS6.C...0000:,1991RC3.9.C...0000d,0.462,5.2293205060000005,NGC 3687,11h27m59.02s,29d30m21.4s,1991RC3.9.C...0000d
SN2006D,MRK 1337,12h52m34.71s,-09d46m36.1s,0.00853,2e-05,2556.030855,5.096472,41.32,2.91,9.0,G,SAB(s)ab pec?,0.125,0.013999999999999999,20032MASX.C.......:,2004A&A...416..515D,0.225,2.429593486,MCG -01-33-34,12h52m33.87s,-9d46m30.7s,1991RC3.9.C...0000d
SN2002er,UGC 10743,17h11m30.74s,+07d59m40.6s,0.00857,2e-05,2568.921932,6.895227,36.62,2.57,16.0,G,Sa?,0.44,0.048,20032MASX.C.......:,1991RC3.9.C...0000d,0.22399999999999998,2.415721221,UGC 10743,17h11m29.88s,7d59m44.8s,1991RC3.9.C...0000d
SN1991B,NGC 5426,14h03m24.85s,-06d04m08.8s,0.008579999999999999,2e-05,2571.9198579999997,5.096472,40.65,2.86,9.0,G,SA(s)c pec,0.078,0.009000000000000001,20032MASX.C.......:,2005AJ....130.1037C,0.23199999999999998,2.485628914,NGC 5426,14h03m24.4s,-6d04m21s,1991RC3.9.C...0000d
SN1990M,NGC 5493,14h11m29.38s,-05d02m37.0s,0.00889,2e-05,2664.855532,5.096472,41.84,2.94,3.0,G,S0 pec edge-on,0.098,0.011000000000000001,20032MASX.C.......:,2011MNRAS.413..813C,0.002,0.018471401000000002,NGC 5493,14h11m29.38s,-5d02m36.9s,1991RC3.9.C...0000d
SN1991X,NGC 4902,13h00m59.73s,-14d30m49.1s,0.00892,2e-05,2672.94993,5.096472,42.87,3.02,5.0,G,SB(r)b,0.13699999999999998,0.015,20032MASX.C.......:,2007A&A...465...71T,0.536,6.07022245,NGC 4902,13h01m01.4s,-14d30m28s,1991RC3.9.C...0000d
SN1997bq,[TSK2008] 0781,10h16m57s,+73d23.8m,0.00908,,2720.91673,,39.71,2.78,,GGroup,,0.067,0.006999999999999999,2008ApJ...676..184T,2008ApJ...676..184T,0.91,25.11350696,NGC 3147,10h17m05.33s,73d23m02.1s,
SN1998em,2MASX J19151537-5407299,19h15m15.36s,-54d07m29.9s,0.00909,0.00015,2723.914655,44.968875,37.86,2.73,,PofG,,0.168,0.018000000000000002,20096dF...C...0000J,20096dF...C...0000J,0.7759999999999999,10.7174821,IC 4837A,19h15m12.69s,-54d06m49.7s,
SN2004eq,2dFGRS S527Z178,21h57m07.72s,-34d34m48.9s,0.0091,0.0003,2728.11175,89.03837299999998,35.24,2.79,,G,,0.059000000000000004,0.006999999999999999,20032dF...C...0000C,20032dF...C...0000C,0.361,4.955738248,ESO 404-G12,21h57m09.46s,-34d34m51.3s,
SN2004fu,NGC 6949,20h35m06.92s,+64d48m10.1s,0.00921,2.9999999999999997e-05,2761.088925,8.993775,37.13,2.61,6.0,G,S?,1.065,0.11699999999999999,20032MASX.C.......:,1998A&AS..130..333T,0.557,13.59329931,NGC 6949,20h35m11.54s,64d48m25.7s,1991RC3.9.C...0000d
SN2009an,NGC 4332,12h22m46.760s,+65d50m37.60s,0.00923,0.0001,2767.9841530000012,28.480288,41.01,2.9,,G,SB(s)a,0.051,0.006,2004SDSS2.C...0000:,2004SDSS2.C...0000:,0.445,5.387301827000001,NGC 4332,12h22m47.4s,65d51m04s,1991RC3.9.C...0000d
SN2002dj,NGC 5018,13h13m01.033s,-19d31m05.49s,0.00939,0.0,2815.950953,0.899378,44.73,3.15,25.0,G,E3:,0.261,0.028999999999999998,2010ApJS..189...37E,2006AJ....131..185R,0.171,2.122591308,NGC 5018,13h13m00.34s,-19d31m08.7s,1991RC3.9.C...0000d
SN1999cp,NGC 5468,14h06m34.89s,-05d27m11.2s,0.00948,1e-05,2842.0329,3.897302,44.45,3.12,31.0,G,SAB(rs)cd,0.068,0.006999999999999999,20032MASX.C.......:,2004AJ....128...16K,0.9670000000000001,11.47299351,NGC 5468,14h06m31.3s,-5d26m49s,1991RC3.9.C...0000d
SN2005P,NGC 5468,14h06m34.89s,-05d27m11.2s,0.00948,1e-05,2842.0329,3.897302,44.45,3.12,31.0,G,SAB(rs)cd,0.068,0.006999999999999999,20032MASX.C.......:,2004AJ....128...16K,0.5670000000000001,6.709232613999999,NGC 5468,14h06m34.01s,-5d27m42.6s,1991RC3.9.C...0000d
SN1999ac,[TSK2008] 1249,16h07m14s,+07d58.8m,0.0095,,2848.02875,,42.05,2.95,,GGroup,,0.126,0.013999999999999999,2008ApJ...676..184T,2008ApJ...676..184T,0.516,6.214703398999999,NGC 6063,16h07m15.01s,7d58m20.4s,
SN2001ch,MCG -01-54-016,21h25m59.82s,-03d48m35.6s,0.009770000000000001,1e-05,2929.872102,2.997925,37.2,2.62,2.0,G,S?,0.171,0.019,20032MASX.C.......:,2005A&A...435..459H,0.244,2.974758045,MCG -01-54-16,21h25m59.19s,-3d48m46.8s,1991RC3.9.C...0000d
SN2002ge,PGC1 0069967 GROUP,22h54m21s,-45d20.7m,0.010020000000000001,,3003.92085,,39.69,2.79,,GGroup,,0.035,0.004,2008ApJ...676..184T,2008ApJ...676..184T,0.247,3.49635387,NGC 7400,22h54m21.49s,-45d20m26.9s,
SN1986A,NGC 3367,10h46m34.954s,+13d45m03.09s,0.01014,2e-05,3040.495535,7.1950199999999995,48.36,3.4,4.0,G,SB(rs)c,0.079,0.009000000000000001,2007SDSS6.C...0000:,2006HIPAS.C...0000:,0.38799999999999996,5.039603593,NGC 3367,10h46m36.54s,13d45m00.6s,1991RC3.9.C...0000d
SN2003aa,NGC 3367,10h46m34.954s,+13d45m03.09s,0.01014,2e-05,3040.495535,7.1950199999999995,48.36,3.4,4.0,G,SB(rs)c,0.079,0.009000000000000001,2007SDSS6.C...0000:,2006HIPAS.C...0000:,0.664,8.508258482999999,NGC 3367,10h46m36.82s,13d45m32.2s,1991RC3.9.C...0000d
SN1959C,UGC 08263,13h11m23.260s,+03d24m41.20s,0.01015,2.9999999999999997e-05,3041.9944969999997,8.094397,47.97,3.38,5.0,G,SBc pec:,0.07400000000000001,0.008,2004SDSS2.C...0000:,1999PASP..111..438F,0.15,1.898309161,MCG +01-34-05,13h11m23.81s,3d24m37.6s,1991RC3.9.C...0000d
SN1991ak,NGC 5378,13h56m51.016s,+37d47m50.08s,0.01015,8e-05,3041.9944969999997,24.882776999999997,46.19,3.26,,G,(R')SB(r)a,0.035,0.004,2007SDSS6.C...0000:,1995ApJS...99..391H,0.569,8.588729635,NGC 5378,13h56m48.6s,37d47m31.5s,1991RC3.9.C...0000d
SN2002cd,NGC 6916,20h23m33.08s,+58d20m38.6s,0.01034,2e-05,3101.05362,6.895227,41.7,2.93,8.0,G,SBbc,1.11,0.122,20032MASX.C.......:,1991RC3.9.C...0000d,0.22899999999999998,4.714050339,NGC 6916,20h23m34.42s,58d20m47.4s,1991RC3.9.C...0000d
SN1992K,ESO 269- G 057,13h10m04.43s,-46d26m14.4s,0.01036,2e-05,3105.8503,5.096472,47.99,3.37,10.0,G,(R')SAB(r)ab,0.27399999999999997,0.03,20032MASX.C.......:,2004AJ....128...16K,0.268,3.502233209,ESO 269-G57,13h10m04.2s,-46d26m30.3s,1991RC3.9.C...0000d
SN2009fj,ESO 267- G 016,12h06m22.81s,-44d26m54.5s,0.01037,1e-05,3107.9488469999997,2.098548,48.5,3.41,,G,Sa:,0.447,0.049,20032MASX.C.......:,2004AJ....128...16K,0.664,8.591086351,ESO 267-G16,12h06m22.97s,-44d27m34.3s,1982ESOU..C...0000L
SN2000cj,NGC 6753,19h11m23.64s,-57d02m58.4s,0.01057,2.9999999999999997e-05,3168.806725,8.094397,44.39,3.11,2.0,G,(R)SA(r)b,0.18899999999999997,0.021,20032MASX.C.......:,2006HIPAS.C...0000:,0.585,13.1434304,NGC 6753,19h11m27.49s,-57d03m14.1s,1991RC3.9.C...0000d
SN1997ei,NGC 3963,11h54m58.711s,+58d29m37.09s,0.01063,2e-05,3187.993445,5.096472,47.69,3.34,4.0,G,SAB(rs)bc,0.063,0.006999999999999999,2007SDSS6.C...0000:,1997AJ....114...77N,0.243,4.821827865,NGC 3963,11h54m59.98s,58d29m26.4s,1991RC3.9.C...0000d
SN1996aa,NGC 5557,14h18m25.724s,+36d29m36.82s,0.010740000000000001,2e-05,3218.8720719999997,5.096472,48.51,3.4,16.0,G,E1,0.016,0.002,2007SDSS6.C...0000:,2011MNRAS.413..813C,0.07,1.131684012,NGC 5557,14h18m25.41s,36d29m38.7s,1991RC3.9.C...0000d
SN2004gi,ESO 437- G 032,10h39m25.00s,-27d54m45.1s,0.01082,2.9999999999999997e-05,3244.054643,9.893153,51.25,3.61,,G,SB(rs)bc pec:,0.165,0.018000000000000002,20032MASX.C.......:,1989A&AS...77..237R,0.376,5.714106414,MCG -05-25-32,10h39m23.34s,-27d54m40s,1991RC3.9.C...0000d
SN2006bh,NGC 7329,22h40m24.22s,-66d28m44.3s,0.01085,1e-05,3251.849248,3.897302,44.97,3.15,30.0,G,SB(r)b,0.073,0.008,20032MASX.C.......:,2004AJ....128...16K,0.889,27.90271285,NGC 7329,22h40m16.1s,-66d29m06.3s,1991RC3.9.C...0000d
SN1998dq,NGC 6754,19h11m25.720s,-50d38m30.50s,0.01086,2.9999999999999997e-05,3256.9457199999997,9.893153,45.37,3.18,11.0,G,SB(rs)b,0.192,0.021,1998IAUC.6998A...1W,1992ApJS...81..413M,0.318,6.662524666,NGC 6754,19h11m23.78s,-50d38m25.5s,1991RC3.9.C...0000d
SN2001C,CGCG 285-012,06h59m34.202s,+59d31m06.93s,0.01094,0.00011999999999999999,3280.029742,35.075722,47.51,3.36,4.0,G,,0.192,0.021,1987AJ.....94..501K,1999PASP..111..438F,0.257,6.583902502000001,CGCG 285-012,6h59m36.1s,59d31m01.6s,
